topic0	stoff 0.267679333053	richtlinie 0.119755829389	kunststoff 0.0566426873077	ziffer 0.034855736893	chemikalie 0.0333510651852	verarbeiten 0.0306080501551	planer 0.0272968393606	gel 0.0263786234079	entsorgung 0.026093821251	einleitung 0.0231170573968	unentbehrlich 0.0218229125267	chemisch 0.0216105569045	gesamtkonzept 0.0172325676568	einfuhr 0.0148674392424	erörtern 0.0142688637768	spezialgebiet 0.0141560040056	umwelt 0.0128528804928	grundwissen 0.0118931531744	bündel 0.0108266659242	quecksilber 0.0106779054343	bequemlichkeit 0.00914414387647	fließband 0.00878575471853	verarbeitend 0.00816887352349	aufwind 0.00725368754673	kohlenwasserstoff 0.00697699164185
topic429	charakter 0.0348450041457	story 0.030674168125	ende 0.0157902953459	spannend 0.0131817701466	handlung 0.0117730298706	geben 0.011246874174	erst 0.0111664529699	wirken 0.010758765761	einfach 0.0100778392062	action 0.00993795251078	teil 0.00970767204974	wirklich 0.00924201768096	interessant 0.008861399831	genre 0.00877011827697	kommen 0.00842602381071	comic 0.00841580454045	langweilig 0.00825661516626	szene 0.00811984345427	figur 0.00810543765405	lassen 0.00779258350542	ganz 0.00701820898829	atmosphäre 0.00698043027103	zeit 0.00648106175509	genial 0.00636748163583	fortsetzung 0.00628904988704
topic430	frage 0.515233740473	antwort 0.192333367601	beantworten 0.0512675561556	stellen 0.0491152473691	fragen 0.0292987599877	smiley 0.0151101969704	code 0.0118558369412	bearbeiten 0.0103814602352	anhang 0.00819704901726	geben 0.00763395063898	richtig 0.00757969407844	betreuer 0.0073511384987	taucher 0.00547282974566	wissen 0.00527306807367	lauten 0.00448840636085	tauchgang 0.00408656573129	boje 0.00384814793072	euronen 0.00299807589587	mustang 0.00265158370332	laben 0.00241867176725	championship 0.00225905090018	westeuropäisch 0.00200789728768	pressespiegel 0.00190212747348	vermögend 0.00167220505921	kaffeehaus 0.00165490872354
topic431	hand 0.0591681449282	kopf 0.0322049115314	arm 0.0218904471117	bein 0.017369799099	fuß 0.0167211113399	lassen 0.0153280609268	gesicht 0.0139393159327	boden 0.0134851516982	halten 0.0133419067177	auge 0.0127564708202	legen 0.01272229905	stehen 0.0111588487031	liegen 0.0111409867482	blick 0.0107313641028	rücken 0.00934483380077	schulter 0.00926447337171	finger 0.00925910247562	nehmen 0.00842078853113	langsam 0.00839454257157	kurz 0.00808426298809	heben 0.00791856732091	ziehen 0.00764873618821	schritt 0.00749670114181	drehen 0.0068625610689	klein 0.00684408874436
topic432	reiter 0.104054262461	anweisung 0.102170306038	signatur 0.0821199793255	acht 0.0694886538921	sattel 0.0622834392654	legende 0.0612773513749	fusion 0.057575408382	royal 0.0491615305532	siebt 0.0461098057087	mine 0.0410977767282	hip 0.0353046624468	dünger 0.0282953851404	hingucker 0.0231871072808	prominente 0.0187706687674	ausdrucksweise 0.0160086716017	wortwörtlich 0.0150960650798	hinziehen 0.014313026523	vierfach 0.0103262845934	blutwert 0.00894235834195	holzbank 0.00857857304232	risikoreich 0.00841090540115	pferdchen 0.00764401782957	strukturieren 0.00755379643949	düngemittel 0.00743690366512	galoppieren 0.00726757628887
topic433	heißen 0.290230971811	wort 0.267823355188	nennen 0.0681182809156	bedeuten 0.0468341307657	bär 0.0227954932679	korrekt 0.022399620888	sinn 0.0167859513321	ausdruck 0.015926246629	wahr 0.0123637509907	sprechen 0.0114932245358	sagen 0.010195832418	dialekt 0.00996448359005	bezeichnen 0.0095389266506	mittragen 0.00740432150885	duden 0.00627682823007	bedeutung 0.0062694415606	prestige 0.00584920010685	faq 0.00570254522304	benennen 0.0056571827408	aussprechen 0.0055144834487	richtig 0.00547884735638	artefakt 0.0054383318944	meistertitel 0.00511099146089	fassen 0.00454157679305	gebrauchen 0.0044001530462
topic434	alptraum 0.0511788080348	rezeption 0.0449570227433	lake 0.0315725041173	jugendherberge 0.0288148249365	highway 0.0287424590305	eingangsbereich 0.0275908281892	hilfsbereit 0.0273893378669	fahrkarte 0.0257617955344	verleiten 0.0256888284883	durchlaufen 0.024939019196	radar 0.0231120406957	marin 0.0209446115914	erklimmen 0.0182147739136	wodka 0.0166492101458	granit 0.0162712661021	denkanstoß 0.0137649831157	stätte 0.0137290934594	seicht 0.013258452916	bäumchen 0.0125010534918	durchlauf 0.0123651689632	unzugänglich 0.0115793785305	zurückbleiben 0.0115792155647	unpersönlich 0.011121364131	aussenden 0.0109495120096	lärmen 0.010776429378
topic435	mannschaft 0.0349669246965	sieg 0.0323467002001	gewinnen 0.027622689265	gut 0.0197561105046	gehen 0.0146606379742	letzt 0.0135309815868	punkt 0.0129951605673	stehen 0.0124723070405	turnier 0.0121231409715	niederlage 0.0119871109355	geben 0.0112897300814	finale 0.00973838163562	stark 0.00964395476166	ende 0.00926005326981	gegner 0.00923265812426	leistung 0.00858442605738	kommen 0.00846806113132	knapp 0.00829410505222	platz 0.00829401102082	zeigen 0.0077469480812	erst 0.00740323217533	partie 0.00723550377448	zuschauer 0.00701248661571	verlieren 0.00686809830645	klar 0.00647405480208
topic436	region 0.560464402774	provinz 0.0537762917066	naturschutzgebiet 0.0258779589274	streitkraft 0.0234107255826	horn 0.0201837387817	blinde 0.0180268709713	nordosten 0.016003096637	karton 0.0154449373427	stopp 0.0153223610494	autonom 0.0152478548519	geschäftsleute 0.0137099009573	gouverneur 0.0132716453109	osteuropäisch 0.0117769367309	nutzfahrzeug 0.00963759581012	richtungsweisend 0.00944820429258	blocken 0.00929357909486	podest 0.00926301776638	kurze 0.00892050878954	tourismus 0.00858424099225	zappeln 0.00851189903142	spike 0.00778138626159	ausgetragen 0.00701140334916	hinterlassenschaft 0.00685347708524	forderungsausfall 0.00639041162275	revolver 0.0058468942419
topic437	tor 0.0788886933871	minute 0.0600647314228	ball 0.0513674140741	halbzeit 0.0202245917617	kommen 0.0194958595126	chance 0.0178689014296	gut 0.0177414692189	abwehr 0.0139577230041	ausgleich 0.0123075672885	erzielen 0.0121666415227	kurz 0.0120476715885	gehen 0.0112758349469	hälfte 0.0104649624252	erst 0.0104095001756	zweit 0.00985256118618	treffen 0.00926632296713	spät 0.00925322915378	mannschaft 0.00912128331617	lassen 0.00904469055048	schuss 0.00900895793716	masche 0.00895114449739	seite 0.00795731057232	weit 0.00777030520894	schießen 0.00764279669956	gast 0.00747337987686
topic438	schatz 0.112632629117	plakat 0.100164147235	heu 0.0583505467726	sack 0.0528119669321	packung 0.0485863701652	acker 0.0443132107336	rute 0.0396184391837	blei 0.0336104484048	reformation 0.03086265503	pfeife 0.0301886185095	violett 0.0272733267459	angler 0.025907750196	häuschen 0.0227791618793	hecht 0.0215706164955	forelle 0.0200772996005	wels 0.0193752562817	kiwi 0.0185139656293	eck 0.0167228810423	schleppend 0.0163401943576	barsch 0.014216045772	montagabend 0.0109496501222	karate 0.0109269349737	baumhaus 0.0108807815795	suchend 0.0108556877179	zander 0.0108349819634
topic439	händler 0.280187889304	becken 0.134924318121	aquarium 0.067568541021	stellenangebot 0.0624436419076	spitzname 0.0384984416699	stellenanzeige 0.0379426324038	schnecke 0.0374532498332	plane 0.0338217077753	geschmackvoll 0.0248956908421	kies 0.0222742400533	bedienstete 0.0202220120357	stellenmarkt 0.0197889701634	serum 0.0193971469395	melken 0.01345113085	süßwasser 0.0127710818397	einarbeiten 0.0126673137767	jobsuche 0.0112638143028	futsch 0.0107926016107	grundpreis 0.00982783450031	jobbörse 0.00975130233571	skalar 0.00971329710772	halten 0.00871554115737	planbar 0.00805073792731	spirituose 0.00713898801403	bodenständig 0.00686388842099
topic440	pressemitteilung 0.147023548157	suchmaschinenoptimierung 0.0488099319204	mehrwert 0.0439281723714	keyword 0.0380752625759	publizieren 0.0361159835269	afghanisch 0.0333482955915	apparat 0.0293476982869	rütteln 0.0262446947385	bücherei 0.0217740644519	aufsehen 0.0198493835904	tagesordnungspunkt 0.0178078322442	relevanz 0.0175468051388	endprodukt 0.015696960067	erregen 0.014672928063	wichtige 0.014094688995	kommunalpolitisch 0.0129056986221	desinteresse 0.0128747662968	sättigung 0.0127174248955	auslandseinsatz 0.0125861932783	frankreich 0.0120523359277	bildzeitung 0.0113559596876	weiden 0.01060697642	unwohl 0.0100492767111	paddock 0.00989731048145	naschen 0.00977905388827
topic441	entwicklung 0.0939864421135	bedeutung 0.0345694991342	wichtig 0.0261998708564	zunehmend 0.0251903532048	stark 0.0193990331991	groß 0.0182285853419	entwickeln 0.0176181111674	wirtschaftlich 0.0132509951121	veränderung 0.0115645296564	traditionell 0.00929154062202	wachsend 0.00792776036907	bereich 0.00769234747154	struktur 0.00758243651375	entscheidend 0.00717447819049	zentral 0.00698870233356	einfluss 0.00695621433928	herausforderung 0.0069100521074	wesentlich 0.00664469047822	besonder 0.00623780982948	gelten 0.00588336429551	beispiel 0.00565911420321	weit 0.00556748416746	neu 0.00539316828307	bilden 0.00505334061629	weiterentwicklung 0.00501622291321
topic442	anordnung 0.0743864324233	verlegen 0.0679893755686	aufbringen 0.0482833546098	großflächig 0.0403974945401	abdecken 0.0373849811891	antragsteller 0.0346132607584	isoliert 0.0287808512098	gestatten 0.027629645558	auslegen 0.0262895695326	käuflich 0.0242241735802	selbstzeugnis 0.0226212501731	bodenbelag 0.0208113585872	unbefriedigend 0.020077263829	antragsgegnerin 0.0195244280017	herausgeben 0.0190421757184	gemeindevertretung 0.0187268291559	reichend 0.0154990876893	herausgabe 0.0152360030326	gemeindevertreter 0.0150953339224	beibehaltung 0.0145246185589	unterrichtsmaterial 0.0144872707502	rechtsweg 0.0131377768601	aufdeckung 0.0128289911571	kostenentscheidung 0.0122020839696	örtlichkeit 0.0118339568809
topic443	wald 0.409941021332	wiese 0.135370179332	werkzeug 0.113594482621	lord 0.0281767422114	personalausweis 0.0278486477456	waldrand 0.0201197994557	stop 0.0162022669799	sense 0.0142168116258	bach 0.0122464961748	versetzt 0.0114139169244	raute 0.0102437256689	schwenken 0.0096441280642	lichtung 0.00953375360278	videothek 0.00941773564401	zeitraubend 0.00851099283462	fahrweg 0.00787059107769	böschung 0.00783412039821	augenschein 0.00782436045003	antiquarisch 0.0077596749428	spielart 0.00754143513798	waldweg 0.00677239473834	nachprüfbar 0.00670760226554	familienfeier 0.00651039010861	waldboden 0.00572188092669	absitzen 0.00547979617219
topic444	musik 0.0505999790488	rock 0.0381449274844	musiker 0.0285226877932	sänger 0.0272620396324	song 0.0263584983782	sound 0.0258350831636	musikalisch 0.0241392975884	gitarre 0.021766069719	klingen 0.0200961412025	gesang 0.0174377161026	melodie 0.0138306400565	stimme 0.013355660282	hören 0.0131090620477	note 0.0121532728911	punk 0.0112539256155	sängerin 0.0109943973086	bass 0.01095316713	spielen 0.0105565155937	eigen 0.00998407037076	kommen 0.00955399873077	gitarrist 0.00951067780214	rocken 0.00929776488113	record 0.00885801722058	pop 0.00832099676645	machen 0.00807190357583
topic445	haut 0.123625246992	natürlich 0.0997107309576	trocken 0.0300988818993	creme 0.0247318313235	künstlich 0.0217373669852	wirkstoff 0.0188942030587	pilz 0.0174045109471	protein 0.0167065075884	biologisch 0.0165382484189	wirken 0.0139072463655	empfindlich 0.0138584589395	pickel 0.0124919504912	wirkung 0.0120335294507	gesicht 0.0108620267706	enthalten 0.0104468826293	flecken 0.00965569149927	anwendung 0.00952184920666	wohlbefinden 0.00909561888352	inhaltsstoff 0.00869874310552	ätherisch 0.00796384671825	falte 0.0079633783486	behandlung 0.00770435104442	pflanzlich 0.00741237906571	sanft 0.00735927535799	leicht 0.00724850369651
topic446	angel 0.090973642218	angeln 0.0547434132586	theme 0.0544018944957	siegerehrung 0.0465787436888	prüfer 0.0419752711379	ablesen 0.0380342865234	speck 0.0331134892487	tragekomfort 0.032651636917	spielbar 0.0256259548891	gelöst 0.0253874895371	robbe 0.0247192216392	umkehren 0.021156615069	umbenennen 0.0194537334849	ziellinie 0.0178130759664	sachverstand 0.0174482818519	bezüglich 0.0162602884348	verdauen 0.0160087143372	krönung 0.015382378266	nachschub 0.014595194695	eigenregie 0.0139977107407	utensil 0.0129250336625	nachmachen 0.0128373778076	atmungsaktiv 0.0128023273045	coca 0.0122443534384	oben 0.0116868333909
topic447	rollen 0.0852745826375	lady 0.0509356052912	statue 0.0343510797459	marsch 0.0318275825296	charismatisch 0.023227180935	spektakel 0.0222130899354	beschaulich 0.0204603659354	agil 0.0187304755128	äther 0.0187262316349	rocker 0.0186795836824	rockig 0.0179052193846	bevorstehen 0.0176944867888	gefühlvoll 0.0167307377466	übergroß 0.0158459599222	blickfang 0.0156618996243	kanadier 0.0155996013571	hymne 0.0150351027261	fangemeinde 0.0145803353164	tornado 0.0128693671423	ebbe 0.0127057475853	reell 0.0117790448406	luftig 0.0116683571466	oldie 0.0115370531881	vogtland 0.0113202576815	aussehend 0.0107932948774
topic448	real 0.270760646374	membrane 0.0963505239911	indirekt 0.059935783874	flüssig 0.0501368322878	verschließen 0.0384763711129	haarausfall 0.0287334392843	belag 0.028700421106	synthetisch 0.0277061691529	pumpen 0.0274026228827	kreatur 0.0242751440579	nachlassen 0.020455265974	seife 0.0200671459014	bedenklich 0.0194857741062	auftrieb 0.0175267187482	vorhalten 0.0167577241052	konjunkturpaket 0.0146441788872	staatsanleihe 0.013219222989	absinken 0.01061916215	mehrarbeit 0.010222943484	schmieren 0.00925291676564	misere 0.00924258912134	rasieren 0.00895905389204	wässrig 0.0088826573898	desinfektionsmittel 0.00772117622844	adaptiv 0.00716576698132
topic449	münchner 0.126743724815	abstimmung 0.0720342237199	abstimmen 0.0593027492467	ruhestand 0.0464623467738	rentner 0.0464376349644	assistent 0.0431139889059	altersvorsorge 0.0387235827267	queen 0.0360065294242	visier 0.0287157285957	entertainment 0.0286308436501	landtagsabgeordnete 0.0254283525194	lauern 0.0209934498136	bevorstehend 0.0185565980875	akademiker 0.0184818678187	altersversorgung 0.0174783741655	zulage 0.0148597304792	anrecht 0.0146677496631	hauptdarsteller 0.0140091462028	heiligabend 0.0134950031489	urne 0.0130786573267	pensionskasse 0.0128467790932	vergnüglich 0.0124401197757	unverschämtheit 0.0103172909286	regierungsrat 0.0102199373604	weihnachtsgeschäft 0.00938200550667
topic450	leute 0.0446365609498	lustig 0.0206085233887	machen 0.0182872544565	echt 0.015486914753	dumm 0.0134316273383	haben 0.0130246896736	schlimm 0.0128376017448	voll 0.0127498998735	ganz 0.0123496086071	egal 0.0123114399882	einfach 0.0118465019881	kriegen 0.0117015731122	lachen 0.0116653429351	blöd 0.0113393418745	typ 0.00970140744349	geil 0.00915134731404	glauben 0.00897892975007	witz 0.00874201315899	gucken 0.00858273214929	gehen 0.00848779767182	scheißen 0.00848744798944	kennen 0.00842342443365	scheiß 0.00815572078989	komisch 0.00808716559357	hassen 0.00726426964693
topic451	interessent 0.177432318579	fachhochschule 0.111432452679	studentisch 0.0601328667197	fachrichtung 0.0561480680883	ausgesucht 0.0551745031697	brand 0.0489212419666	portugiesisch 0.045624255534	masterstudiengang 0.0343718119538	referieren 0.0327798250538	studienplatz 0.0289062078171	weingarten 0.0184446240609	gattin 0.0181957759812	einschließen 0.0176213197512	bewerbungsfrist 0.0165986261413	abtrocknen 0.0151441664531	ferienzeit 0.0145690750428	tau 0.0142718811526	profan 0.0140667169846	morgendlich 0.0130364449198	eliminieren 0.0121782858078	gesamtergebnis 0.0119105724549	konkurrieren 0.0114229918243	pflänzchen 0.0110656622561	ausgangsbasis 0.00920084997577	kultivieren 0.00918450203884
topic452	zelle 0.0741083463805	blut 0.0495434697745	gen 0.0347392175085	klinisch 0.0293864595841	tumor 0.0272240605538	genetisch 0.0269995802726	diagnose 0.0267175559783	gewebe 0.0241023945038	session 0.0232035150591	ärztin 0.0230495751509	organ 0.0209928453604	therapeutisch 0.0200805188464	diagnostik 0.0177837934673	niere 0.0170040910445	klinikum 0.014886139994	krebs 0.0137879459523	lunge 0.0135225750465	untersuchung 0.0133737411159	multipel 0.011741666036	chirurgie 0.0116132389865	dna 0.0105635074832	labor 0.0104561053561	erkrankung 0.00979002729167	befund 0.00949821380792	therapie 0.00945363068994
topic453	wissenschaftler 0.134358097488	forscher 0.106862620341	prognose 0.0389430764636	warnen 0.0351094502751	dramatisch 0.0243702317971	szenarium 0.0242556655516	sagen 0.0241890142583	rapide 0.0240922015362	umwandeln 0.0226246471197	szenario 0.0219366050082	celsius 0.0214440931568	erklären 0.0207558607358	ausbruch 0.01602617087	nachrichtenagentur 0.014837644064	berichten 0.013141719797	bekunden 0.0124818706304	verfehlt 0.0110612687683	druckvoll 0.0109020569782	piken 0.0107203695893	vermutet 0.0106021243689	polar 0.0105034333097	abzeichnen 0.010287828607	vorhersagen 0.010008279024	zentralrat 0.0099675274482	bescheidenheit 0.00979697109026
topic454	medium 0.638740678641	alkohol 0.0889294781174	droge 0.0787475171305	bundesstaat 0.0297151898132	sucht 0.0297079166085	abhängigkeit 0.0179128184209	aufklärung 0.0122305431933	gesundheitsförderung 0.0111124924881	entzug 0.00923918005412	essstörung 0.00863685700806	abhängig 0.00700943448174	verärgern 0.00623647793316	teenie 0.00555115960046	riskant 0.005054151147	subkultur 0.00501410735207	suchtprävention 0.00404488730096	galgen 0.00394754035542	lösbar 0.00384618329533	hinreißen 0.0035506078456	umgang 0.00252464847089	resozialisierung 0.00243778317828	initialzündung 0.00236683706737	provokateur 0.00202280142891	stehende 0.00202043296261	zeltdach 0.00193239534737
topic455	mobil 0.123619037908	iphone 0.0975507254197	app 0.0704635856902	nutzer 0.0543808361788	download 0.0494469028451	smartphone 0.0420608645699	sms 0.0336443877971	surfen 0.0274048097016	tablet 0.0221982417402	handy 0.0199678337971	nutzen 0.0152919849441	rechtsverletzung 0.0149409414679	funktion 0.0113914681302	endgerät 0.0110912020252	nutzung 0.010746041288	nutzbar 0.00980483738762	anwendung 0.00828384807681	dateisystem 0.00822058628372	applikation 0.00753036371263	bieten 0.00691280861423	verfügbar 0.00673840655937	nativ 0.00673773324219	betriebssystem 0.00670089347753	kostenlos 0.00645915653628	upload 0.00616086599089
topic456	tauschen 0.0719295213602	lok 0.0552405684436	müll 0.0517801077836	eisenbahn 0.0502589367567	hülle 0.0453128917382	eisbär 0.0361055124254	weiche 0.0328897447927	entsorgen 0.0279847031831	gabel 0.0269805061512	lokomotive 0.0248279364752	garnele 0.0219141521323	fachhändler 0.0202214746943	einfahren 0.0192680036606	distributor 0.0156448020157	rost 0.0151494003111	sandwich 0.0136039848217	leidig 0.0134834319608	nachzucht 0.013277899888	rollend 0.0130607319454	oberseite 0.0122887742657	energiesparen 0.0112468396345	güterzug 0.0104614221386	spannen 0.0101968727264	fallen 0.0100918391778	nabe 0.00999637066074
topic457	kampf 0.0676214427629	gegner 0.0518104649035	angriff 0.0290569231959	kämpfen 0.0247391489963	stark 0.0148052923238	schnell 0.0147337327998	waffe 0.0133016658533	feind 0.0121113169754	ziel 0.0112860487944	angreifen 0.0110649545759	treffen 0.0095138188836	magier 0.00906705889439	bringen 0.00872027745344	runde 0.00854315628368	machen 0.008335031811	schwer 0.00826535617388	attacke 0.00816774778866	stärke 0.00754073103328	kommen 0.00727462533042	verlieren 0.0070494329512	boxer 0.00697599862205	taktik 0.00688919652661	mitspieler 0.00680200538611	schlagen 0.00673171458529	weit 0.00649811203166
topic458	finden 0.0721590680012	gut 0.0641490417403	schön 0.0378491025523	wirklich 0.0348772068607	einfach 0.0348106736497	toll 0.0336848056443	sehen 0.0323465327823	echt 0.0321743548417	super 0.0238449072928	geben 0.0212634678604	machen 0.0182345363175	richtig 0.0159032403007	gefallen 0.013780936806	sagen 0.0130709179564	kommen 0.0127443003457	klasse 0.0119444416484	cool 0.0108026541775	total 0.0106057914356	geil 0.0101904552257	nett 0.00950673318669	haben 0.0083553097473	kennen 0.0081729392262	denken 0.00763266006232	ganz 0.00751890082378	wissen 0.00747092750464
topic459	ware 0.0870114156659	bestellung 0.0699542829584	versand 0.0488623668318	lieferung 0.0484442690286	verkäufer 0.0472776152164	rechnung 0.0426632958281	käufer 0.0408558020536	bestellen 0.0329711278266	versandkosten 0.0302651980939	warenkorb 0.0204669882665	preis 0.0201202253036	verkauf 0.0151549882685	tag 0.0137981614215	liefern 0.0135443624726	lieferant 0.013229562258	sortiment 0.012525328856	mehrwertsteuer 0.0124900006074	kaufpreis 0.0122752445728	lieferzeit 0.0121348806916	sache 0.0116130485281	bestellt 0.0105766914927	paket 0.010189023631	geliefert 0.00923975538715	kaufvertrag 0.00913144157411	kauf 0.00910111137781
topic460	böse 0.0304396900906	abenteuer 0.0246932442886	geheimnis 0.0202740770239	magisch 0.0195075044574	welt 0.0191500747743	retten 0.0176614691119	monster 0.0148870996351	magie 0.0125241783454	held 0.0117891671794	verschwinden 0.0109001826176	spur 0.0106170089599	dunkel 0.0105075220145	zauberer 0.00994651796669	geheimnisvoll 0.00966048365236	entdecken 0.00919932548191	dämon 0.00880825692815	flucht 0.0085057498253	zauber 0.00834806180073	treffen 0.00749643791624	gelingen 0.0074708116674	befestigung 0.00731035407514	fluch 0.00728485368046	gestalt 0.00728166501067	norwegisch 0.00710695286159	mysteriös 0.00709865426791
topic461	krise 0.104043758472	konsum 0.0265332914113	finanzkrise 0.0259640360593	inflation 0.0239853258526	wirtschaft 0.0221799778303	massiv 0.0190651832562	finanzmarkt 0.0174935756755	indikator 0.0133700622772	rezession 0.0121695278141	global 0.0120057792509	geschäftsmodell 0.0117091957921	vertrauen 0.0116990865767	pleite 0.0113799395787	abonnent 0.0108279570506	staat 0.0106688746522	konjunktur 0.0105674035981	volkswirtschaft 0.0105140937355	fallend 0.010231754239	zusammenbruch 0.00973544330457	steuerzahler 0.00969502269807	expansion 0.00951644513028	tief 0.00891507387551	spekulation 0.0086126590595	notenbank 0.00853995222719	kredit 0.00843993794444
topic462	übung 0.218201082241	üben 0.164726792473	umzug 0.09413543985	erlernen 0.0416819139564	kommando 0.0253993778335	käfer 0.0228367319647	mathe 0.0199711758691	transporter 0.0178887341599	überkommen 0.0147368377459	zuschauen 0.0141715398055	beibringen 0.0127206129813	aufwärmen 0.0121664658668	schaukasten 0.0121435504505	neuwertig 0.0110654984802	instruktion 0.00971445401613	schnelle 0.00960864564715	verabreden 0.0092447288364	verständigen 0.0088826826347	reflex 0.00886956624593	schweinegrippe 0.00866156117766	nachtisch 0.0084053274917	eifer 0.00814656804377	reißverschluß 0.00813175997956	anziehungskraft 0.00773397273951	krachen 0.00770607506867
topic463	signal 0.0865838701341	spannung 0.0743505737823	elektrisch 0.0621038197602	leitung 0.0602944636111	frequenz 0.0373140843257	widerstand 0.0369892147083	ausgang 0.0361523887746	eingang 0.0309001711445	strom 0.0275982826064	kapazität 0.0274278713583	elektronik 0.0232824898848	volt 0.021123825196	schaltung 0.0192951028538	ghz 0.017177260701	parallel 0.0170100421226	arbeiten 0.0159689316741	ansteuern 0.012112762764	verstärkung 0.0110279949005	angeschlossen 0.0106839370129	generator 0.0106452423764	maximal 0.00838170035575	seriell 0.00830943835475	schalten 0.00777212856634	vereinfacht 0.00766959441161	hertz 0.00755510744807
topic464	häufig 0.0547453663195	kommen 0.0252237497539	fall 0.0206296545971	führen 0.0181651744677	selten 0.0163812012409	stark 0.0139478676382	störung 0.0119928496668	möglich 0.0108238845611	weit 0.0103711394583	problem 0.00981460186908	bestehen 0.00959584138977	treten 0.00952731368552	folge 0.00935251291356	ursache 0.00934463976589	groß 0.00790254715945	auftreten 0.00762422506466	entstehen 0.00745351373872	wichtig 0.00717940825576	gelten 0.006482388512	hoch 0.00643609166859	lang 0.00633240941471	schwer 0.00628409738474	normal 0.0062732175172	grund 0.00616722551857	erhöht 0.00603592713013
topic465	tag 0.0758916963935	gehen 0.0403808847603	kommen 0.0252975907438	woche 0.02493751144	zeit 0.0231305959418	gut 0.0193441080186	nah 0.0189370441225	schön 0.0176781970515	machen 0.017391271	letzt 0.0145650033819	erst 0.0131739257221	abend 0.0131510514529	geben 0.0121107422007	kurz 0.0109937622006	stunde 0.0104331211832	ganz 0.0103434937743	nacht 0.00987798875355	spät 0.00984529485585	klein 0.00982522168544	morgen 0.00956120294012	schnell 0.00873455218799	fahren 0.00872274616945	haus 0.00856475053923	bekommen 0.00840126257551	lang 0.00825567768767
topic466	theater 0.144052352447	studio 0.0669416350441	regie 0.0654822125514	wiener 0.0516935842388	premiere 0.0478528190741	schauspieler 0.0447198351236	karriere 0.0392811560125	schauspielerin 0.0292008621917	hörspiel 0.0251419561354	theaterstück 0.019230660448	produktion 0.0185766208861	spambot 0.01710466644	spielfilm 0.0167023395899	sprecher 0.0150837655761	schauspiel 0.0140021510868	arbeiten 0.0129365440873	bekanntheit 0.0126395565592	regisseur 0.0124175805315	bühne 0.0119632754075	vorstellung 0.0114578150691	prominent 0.0109030494083	hauptrolle 0.0108760745826	begehbar 0.0107510797423	wiesbadener 0.0101798698124	grundeinkommen 0.00883883285242
topic467	würfel 0.0556648806095	stich 0.0546302904338	zecke 0.0514492999125	porto 0.0437442749984	skurril 0.0414672837672	koreanisch 0.0357470950146	gender 0.0346717133982	umschreiben 0.0341857624524	gesundheitsamt 0.0334240965658	schublade 0.0331687824571	porzellan 0.0304404801424	auskennen 0.0297754388778	blumenstrauß 0.0270951820168	ausschau 0.0246542116011	legion 0.0240057420977	schultag 0.022877093642	eintönig 0.0189511381008	entlarven 0.018393749523	infiziert 0.0180255776152	zurechtfinden 0.0159793318262	diffus 0.0159534825965	dampfer 0.0141884903197	impfschutz 0.0140014779421	zauberspruch 0.0135364493236	brodeln 0.0133469950683
topic468	schützen 0.100775488894	virus 0.0779524678369	infektion 0.0601118350828	impfung 0.0595518400728	übertragen 0.0390790082149	übertragung 0.0356043077316	immunsystem 0.0267322996039	bakterium 0.0262183530136	erreger 0.0223021226178	anwesen 0.0216014893046	impfstoff 0.0209663883733	erkrankt 0.019419862911	grippe 0.0183779674214	gestört 0.0173187232554	gefährlich 0.0159634397111	fuchs 0.0150234915996	schutz 0.0143617270057	ausscheiden 0.0138145995491	befallen 0.0130670073869	anfällig 0.0130296716922	familienangehörige 0.0123636915725	lähmung 0.0115949559763	unterrichtseinheit 0.0112252794789	nervenzelle 0.0110276970033	infekt 0.0107619990141
topic469	frei 0.471259178484	journalist 0.0797732024998	presse 0.0674963211325	redakteur 0.0311462321403	berichterstattung 0.0263604863911	lebenspartner 0.0229267793269	journalistisch 0.0169327805257	reporter 0.0163214542068	journalismus 0.0138771913013	essay 0.0129910713242	präsidentin 0.0128434802541	journalistin 0.0116214815193	recherche 0.00914611007863	laudatio 0.00821135004154	berichten 0.00752963788991	blz 0.00670186916873	pressefreiheit 0.00665492367106	lebensweg 0.00538977230137	eskalieren 0.00528274066719	menschenrechtsorganisation 0.00453482311529	kirmes 0.00451768499833	peinlichkeit 0.00448547393026	ureigen 0.0044581680643	pressestelle 0.00418503906741	unabhängig 0.00407097161507
topic470	stimme 0.4079808199	schirm 0.0403851935622	nische 0.0349510344093	passant 0.0330697033469	turnhalle 0.0277696468385	abdruck 0.0266024728578	leihen 0.0237837860697	grundriss 0.0207285111293	kommentarfunktion 0.0193704361167	krawatte 0.0145452885569	gesehen 0.0143791800694	winterschlaf 0.014186191422	unwesen 0.0134244812291	bewirtschaften 0.0132539174832	importiert 0.0127108102336	buslinie 0.0123262457839	einkehr 0.0119159512941	verwundern 0.0116098775064	zeitgrund 0.0115989219219	trigger 0.0114847411132	hochrechnung 0.00978823020847	wirtin 0.00931199824532	holzen 0.00894214205168	osterferien 0.00844749376864	kleiden 0.00842826683777
