topic0	halter 0.0846611221108	orientierung 0.0805864744472	papst 0.0783766189505	ablegen 0.0473016062045	homosexuell 0.0407950926932	neigung 0.0404149567466	penis 0.0396300771204	schwule 0.0365680307079	vorhaut 0.0280008965849	vatikan 0.0278359530307	garnele 0.0277181931313	respektiv 0.027568643879	homosexualität 0.0271187635607	veranlagung 0.0264952550604	beobachter 0.0264266214554	homosexuelle 0.0225508477888	buchführung 0.0202046584464	käuflich 0.0201605500243	ablage 0.0178853405167	säkular 0.0172963242707	nachzucht 0.0167946012465	heterosexuell 0.0150490636871	kardinal 0.0141964888579	außenßen 0.0139367556024	ungereimtheit 0.0128464044902
topic305	zitat 0.39560605677	spruch 0.0700692378088	zettel 0.0223515467122	briefkasten 0.0211220974573	interviewen 0.0167646781958	schublade 0.016334704132	zitieren 0.0159113263377	altern 0.0144008921784	wahn 0.0143097351493	restposten 0.0139542169865	unbeliebt 0.0137830460083	auswandern 0.0133002031202	zocker 0.0120308244195	schubladen 0.0109282384772	wacke 0.0108814055066	grenzwertig 0.0103513475697	verarschen 0.0103230248781	pennen 0.00950711687829	selbstredend 0.0094692942161	jugendlich 0.00931618303108	allergroß 0.00919576593593	bullshit 0.00912183807135	abgegeben 0.0087141822213	unreif 0.00817048135758	vorbildfunktion 0.00798717951261
topic306	kirche 0.147817734246	katholisch 0.041426552099	evangelisch 0.0410746772865	christlich 0.0386844987466	gemeinde 0.0306016417457	gottesdienst 0.0265948593907	pfarrer 0.0257832871016	glaube 0.0230863111261	kirchlich 0.0221090435131	christ 0.0211108933846	bischof 0.02080409951	priester 0.0126194938138	religiös 0.0115104234369	theologie 0.0111730986857	papst 0.0106427550008	theologisch 0.0105018025221	christentum 0.00985776586873	gemeinschaft 0.00934911830794	geistlich 0.00859137619916	predigt 0.00823558151451	religion 0.00814498224874	neu 0.00729004899094	gläubige 0.00586825484686	bistum 0.00583308786102	leben 0.00581873141934
topic307	werk 0.13750176679	sammlung 0.045072820277	jahr 0.0348244786798	jahrhundert 0.030162717261	erst 0.0300874909132	akademie 0.0244889779404	stiftung 0.0204828403555	bedeutend 0.0200989314129	spät 0.0152657638846	gründer 0.0151704010386	malerei 0.014635342621	früh 0.014381444217	zeit 0.0141391584879	groß 0.0136702080566	bekannt 0.0119030231179	epoche 0.0115183718069	gründung 0.010891255188	fohlen 0.0100086337324	gründen 0.00993527528522	zahlreich 0.00991375167493	nachlass 0.00888693350256	moderne 0.00830763404337	entstehen 0.008168558438	bildend 0.00810514724827	royal 0.00797116462263
topic308	gut 0.0299819844731	finden 0.0298379236871	machen 0.0275850719485	sagen 0.0269749654425	sehen 0.0217156926863	gehen 0.0211648707929	kommen 0.0210021059511	einfach 0.0207008910161	denken 0.020638511818	geben 0.0201074166038	wissen 0.020009199905	glauben 0.0186022309318	echt 0.0152689108959	leute 0.0148294364317	haben 0.0148273684875	meinen 0.0134730966012	wirklich 0.0116630360623	kennen 0.00977970527598	ganz 0.0091886360808	tun 0.00884262871109	richtig 0.00884237954011	stehen 0.0069432689858	recht 0.00673536865937	geil 0.00665923508461	schlecht 0.00660294605905
topic309	mainzer 0.0345783979143	ftp 0.0291256056484	auslaufen 0.0269145755685	beleben 0.0265882192873	rechen 0.0262104555187	mittragen 0.0244272469308	ballon 0.0221488222942	ausschlag 0.0217521207227	verfehlen 0.0211937155245	erhofft 0.0206457368618	robbe 0.0204969267834	disk 0.0191135259049	sachse 0.0187605322414	rotor 0.0183320642904	eingefleischt 0.0167194503426	atombombe 0.0147194712256	zahnrad 0.0144772669648	bewähren 0.0139585775119	echoen 0.0139073774559	kreide 0.0138373878333	aggressivität 0.0137949256596	ahle 0.0137528723975	expo 0.0128294178506	ballast 0.0114011693435	einlaufen 0.0113373401836
topic310	beitrag 0.267034884487	forum 0.247656291752	user 0.052033861543	thema 0.0310583871098	thread 0.0289544406294	community 0.026118393067	meinung 0.0258873927093	lesen 0.0193363931074	schreiben 0.0178128522447	mitglied 0.0145972856331	online 0.0145606552773	posten 0.0126549424051	registrierung 0.012340839627	diskussion 0.0121757940615	bitten 0.0119316322078	antworten 0.011685663893	löschen 0.0116844978739	recht 0.00976245407909	moderator 0.0094304392264	registrieren 0.00888214153827	bereich 0.00811418132854	aktiv 0.00798034779741	diskutieren 0.00770236155779	faq 0.00709648593865	gast 0.00603269857137
topic311	geben 0.0439437729412	gut 0.0307674223144	machen 0.0305072241521	einfach 0.0182693030475	gehen 0.0178092429652	kommen 0.0149578831959	wichtig 0.0136445545182	wissen 0.013272690709	zeit 0.0120568583594	brauchen 0.0112255254982	groß 0.0110401276658	problem 0.0110276379224	sehen 0.0107832507194	richtig 0.010205817174	lassen 0.00954369894006	genau 0.00927060425071	tun 0.00912863145102	denken 0.00908209084699	frage 0.00833938533993	fall 0.0079632804635	sicher 0.00795256894346	thema 0.00728533512785	sagen 0.0071436761786	halten 0.00710819818513	wirklich 0.00666597614153
topic312	salon 0.0321584856813	wohltuend 0.0302288626648	animieren 0.0259140609459	sprechend 0.0249225510007	psychotherapeut 0.0218245066747	vertriebene 0.0200684634692	amoklauf 0.019882843853	archäologe 0.0191474777007	tiefgang 0.0191090502818	illustrieren 0.0188224968226	begebenheit 0.0185386883867	eigenwillig 0.0181162450098	most 0.0177543990717	freak 0.0173050072468	umfangreicher 0.017233288494	chronologisch 0.0168904369694	glossar 0.0150237480776	explosiv 0.0147359214681	grundstruktur 0.0145199625843	heldin 0.014518586893	midi 0.013419998213	unklarheit 0.0128948734109	pfarrhaus 0.0127832815869	billigen 0.0126975630921	anziehungskraft 0.0122579868644
topic313	gang 0.146405634615	kerze 0.0337430177045	titan 0.0291086592275	bock 0.0260890023728	hebel 0.0252904293316	drehzahl 0.0229693078605	einschalten 0.0213862125609	bulle 0.0211930748031	kupplung 0.0202763007702	begutachten 0.0179697567908	getriebe 0.0174390852948	auflegen 0.0172305964924	blinken 0.0166399034764	solo 0.0164179015836	check 0.0137459681825	überbrücken 0.0133624382819	knacken 0.0128558101319	rotation 0.0127574516151	umdrehung 0.0114904308755	gegoogelt 0.0112667708921	elektriker 0.0100690253361	zumachen 0.00998710272471	riemen 0.00951989923951	teammitglied 0.00951125075422	beileid 0.00950621072684
topic314	gold 0.227998731124	silber 0.10595162813	ton 0.0907391943166	pfeil 0.0443357521302	wanderer 0.036604269964	receiver 0.033897558319	soundtrack 0.0338914622842	aufzeichnung 0.0305214243628	pfarrkirche 0.02378063677	hauptmenü 0.0229883733304	cache 0.019353407605	bergwerk 0.018518330177	bergbau 0.0182897810842	edelmetall 0.0178912931604	urkundlich 0.015242812829	zugeschnitten 0.0138915625731	ire 0.0131173544729	ruin 0.012341315448	erprobt 0.0112633901156	titelblatt 0.0110225751047	darbieten 0.00990862913151	coupé 0.00966197471682	house 0.00962368933381	mpeg 0.00918885969437	erz 0.00906234325356
topic315	dokumentieren 0.0887696742576	erstmalig 0.076933715375	taufe 0.0566422264731	eintragung 0.0542746060475	holländisch 0.0469373277635	exponat 0.0435396359581	datenbestand 0.0359066992454	wissenswerte 0.0337464488989	einsteiger 0.0315159668972	schaufenster 0.0303446733598	wärmedämmung 0.0276976865125	schirmherrschaft 0.0270112687772	aufspielen 0.0260465171218	terminkalender 0.0257022671796	europawahl 0.0255479506854	pforte 0.0230729774156	benachrichtigen 0.0230558892643	fachgruppe 0.0200990402186	synode 0.0182266582516	festtag 0.0170355501154	schenke 0.0168046911959	schlepper 0.0164482519099	seilbahn 0.0158782049491	schärfen 0.0153772194692	pressestelle 0.0132659092081
topic316	beschwerde 0.120449451549	akt 0.114155749089	beschwerdeführer 0.0560515802167	gelenk 0.0551475464411	rüge 0.0488826652998	lebenspartner 0.0470414602524	klausur 0.0405501247296	entscheid 0.0351383030612	beschwerdeführerin 0.0288844951922	einschränkung 0.0285211371991	beweglichkeit 0.0277099391301	gesuch 0.0227507972887	eheleute 0.0203473213977	arthrose 0.0184683198355	grundrecht 0.0184558705398	vorinstanz 0.0176008732182	einseitig 0.0143492022874	gehör 0.0133970614463	betreffend 0.0123721698274	gleichartig 0.0117528812466	fortschreiten 0.0117429167737	steuerbar 0.0108890669715	met 0.00996177804675	kniegelenk 0.00949187676459	bundesgesetz 0.00937435548193
topic317	lernen 0.0785676734184	seminar 0.0619425988958	workshop 0.0406250077958	teilnehmer 0.030675750785	praxis 0.0289532341397	kennen 0.0266443128915	praktisch 0.0256238500263	grundlage 0.0193539453369	führungskraft 0.0155578801362	präsentation 0.0147124149674	vermitteln 0.0137384588728	übung 0.0129100510354	einführung 0.0124648389329	wissen 0.0120726861765	schwerpunkt 0.0119970484763	schulung 0.0118388683142	teilnehmerin 0.0115248155108	verschieden 0.0113708216506	dozent 0.011296500227	umgang 0.0109922495742	inhalt 0.0109251828435	erlernen 0.0106208386536	erfahrung 0.0101453660859	erfahren 0.00959058458848	einblick 0.00933831170212
topic318	entwicklung 0.0613807197828	wirtschaft 0.0410139399203	international 0.0315841660657	neu 0.0240597632209	zukunft 0.0234253429557	wirtschaftlich 0.0172574585629	herausforderung 0.0140355186357	global 0.0129895389039	ziel 0.0127529897447	technologie 0.012749684939	bereich 0.0109987597707	nachhaltig 0.0107524136238	wichtig 0.0107163609255	strategisch 0.00959210341859	chance 0.00927198203126	entwickeln 0.00916105459185	gemeinsam 0.00887204238172	innovativ 0.00873318486304	markt 0.00853842650271	bedeutung 0.00801328254099	weltweit 0.00786538551972	strategie 0.00746853501671	zukünftig 0.0074160548379	regional 0.00712116323589	europäisch 0.00690069580233
topic319	pflanze 0.0932384234416	garten 0.082961992333	wachsen 0.037374806429	blüte 0.033151670195	blume 0.0293305506698	rose 0.020918322886	blatt 0.0206789597787	wurzel 0.0176687425692	blühen 0.0148578856001	groß 0.0145040823061	frühling 0.0133122482306	same 0.0122364173157	klein 0.011853977536	stehen 0.0108854472437	schmetterling 0.0107259576015	frucht 0.0106766653504	boden 0.0105146255198	gut 0.0101084541474	grün 0.00922925757479	baum 0.0085773721173	herbst 0.00797730520131	erde 0.00793503180608	ziege 0.00780447920705	ernte 0.00779146774523	frühjahr 0.0076116737325
topic320	titel 0.442367301916	rot 0.270024966071	kreuz 0.0807151893301	gesucht 0.0342557179043	faden 0.0336331869093	mahnung 0.0204418862818	oberst 0.0139258242979	abonnement 0.0131185920121	quiz 0.0118404096011	inklusiv 0.0102080910877	schimmelpilz 0.00888472299131	beteiligte 0.00826475251502	zahlreich 0.00673339321311	unrat 0.00574505293514	typenbezeichnung 0.00561491656278	minimum 0.00462067309774	buchtitel 0.00448613867112	maximum 0.00430364924269	pfuschen 0.00380194897579	tiefschwarz 0.00311197169629	versäumt 0.0030186838269	piktogramm 0.00211478302929	fördermitglied 0.00199082749104	abklopfen 0.00182250725087	blutspendetermin 0.00109268942042
topic321	rolle 0.0781086583674	spielen 0.0734797351481	theater 0.0435388693881	schauspieler 0.0260423812697	regie 0.0203496957713	jahr 0.0171733450418	oper 0.0162305498159	bühne 0.0154634898487	komponist 0.0149983485564	groß 0.014134838931	premiere 0.0138699550192	aufführung 0.0124293174567	inszenierung 0.0122108025709	jung 0.0112884818942	darsteller 0.00950940267688	leben 0.00912482501463	schauspielerin 0.00907465819298	drama 0.00881318738516	regisseur 0.00846257138456	publikum 0.00806570553006	karriere 0.00798224757737	produktion 0.00794710511768	hauptrolle 0.00750043661639	tänzer 0.00729748877179	erfolgreich 0.00669579567106
topic322	tour 0.173181474049	rad 0.170844411539	fahrrad 0.164186372699	fahren 0.0341254467034	radfahren 0.0315940227135	radfahrer 0.0258150440936	mitfahren 0.0249103948098	sprit 0.0227703888902	talk 0.0185140648404	radeln 0.017274881866	stapel 0.0166391643271	renner 0.0164362946166	sekretärin 0.0157207253735	radtour 0.0149464278028	gesundheitsförderung 0.0124112898126	verabreden 0.011996900592	arbeitgeberin 0.0101444178168	bewegungsablauf 0.00862999618685	schwungvoll 0.00782579495739	paddel 0.0076345723394	kultig 0.00741157648028	relaxt 0.0074106509592	popcorn 0.00727789802916	auslandssemester 0.00710312844456	darauffolgend 0.00673683007277
topic323	sport 0.311979300634	sportlich 0.102060155572	schwimmen 0.0548749616239	sportart 0.0494726920193	fitness 0.044196809314	hilfsmittel 0.0298612021787	tennis 0.0245391342576	sonderangebot 0.0233309168733	aktivität 0.0200656477917	sonderpreis 0.0195756765622	fußball 0.0172100817378	verfügbarkeit 0.0171562891496	triathlon 0.0166393802444	handball 0.0141707948251	aminosäure 0.0138430811464	basketball 0.0131904197458	disziplin 0.0124779475877	regeneration 0.0124033386863	volleyball 0.01222110475	eishockey 0.0106377525454	aktiv 0.0101894419846	kapsel 0.00758937243737	anfragen 0.00752267926957	fernsehsendung 0.0071227887505	muskelaufbau 0.00645559232737
topic324	studium 0.0731405634189	student 0.0686812579753	studierende 0.0588700430274	hochschule 0.0514971367512	uni 0.0410120530505	studieren 0.0314839995352	semester 0.0309039779868	fach 0.0270448572994	fakultät 0.0266351361233	studiengang 0.0261132045585	vorlesung 0.0223215702996	universität 0.0201098752592	master 0.0200695526234	informatik 0.0176396789479	fachbereich 0.0137000357041	stipendium 0.0134802330277	praktikum 0.01135329693	campus 0.0105199147579	bachelor 0.0104745336942	studentin 0.0100826317119	mathematik 0.0100306141704	akademisch 0.00976066497578	studiengebühr 0.00943379445295	studentisch 0.00923475918381	erst 0.00823485937398
topic325	chaos 0.0734475166618	bios 0.0321819106248	letzte 0.0312089316383	aufräumen 0.0284100644586	alarm 0.0257781394818	steg 0.0193888521842	krönung 0.0186641201817	sprichwort 0.0182364366211	scheren 0.0171398565344	wegdenken 0.0170473421866	hefe 0.0165762277502	kappe 0.0165661438277	kamm 0.0160560778133	irritieren 0.0160102814108	verwirrung 0.0152846523099	rätseln 0.014936890645	hacke 0.0143502201029	ertrinken 0.0142876940185	ernüchternd 0.0138477612162	zeitaufwand 0.0135853094772	muskelkater 0.0121778965388	werkstück 0.011799842662	feuerzeug 0.0114662495719	ermöglicht 0.0113647861567	extrahieren 0.0106517876856
topic326	ring 0.229616438245	anmerkung 0.101201629785	bruch 0.0436049568747	unterstützt 0.0402414539135	schleifen 0.0304325305105	unregelmäßig 0.030099296685	verb 0.0254236129816	klammer 0.0247353739752	prädikat 0.0240424813833	benutzername 0.0222456940799	gaumen 0.0207793244257	splitter 0.0179853234115	bereithalten 0.017045259672	verwendungszweck 0.0167236983163	abmessung 0.0160064977175	schablone 0.0153906386419	abweisen 0.0136010898196	schwefel 0.0128334576918	personalrat 0.0106596405136	doppelseitig 0.00961361211643	ankommend 0.00917881721256	korrigiert 0.00895227736879	kleinschreibung 0.00878007774023	acryl 0.00868214509079	würze 0.00795343997402
topic327	tätigkeit 0.154132012943	selbständig 0.124571937028	tätig 0.0655984466462	griechisch 0.0533561784508	unterbringung 0.0398885019272	altersklasse 0.0356940674565	gewerblich 0.0285820733006	selbständigkeit 0.0251032710698	grieche 0.0200437399859	selbständige 0.0200118966136	gewerbe 0.0188826450532	nebenjob 0.0150654091329	abteilungsleiter 0.0134034822011	befristet 0.0131682331541	mythologie 0.0129345060308	lehrling 0.0128098796108	freiberufler 0.0124248170444	angestellt 0.0117272256516	liquid 0.0117165244777	existenzgründung 0.0106672117241	freiberuflich 0.0104813295171	biotechnologie 0.0101225241068	handschriftlich 0.00890465992802	arbeitsleistung 0.00884196897115	berufsgruppe 0.00876683304176
topic328	manager 0.129932106526	stürmer 0.0593177780928	kapitän 0.0433455071225	lok 0.0390871524647	strafraum 0.0324520928082	elf 0.0267055112339	pfosten 0.0266329278985	starter 0.0251026398692	mittelfeld 0.0244132747506	lokomotive 0.0175677671432	agieren 0.017096255651	schützling 0.0161832399807	abseits 0.016060236236	leistungsträger 0.0158185688401	spielzug 0.0153658674939	eule 0.0148826327723	viertelstunde 0.0145682894333	timing 0.0134685609775	morgig 0.013403597505	unhaltbar 0.0129499857097	parkett 0.0126169868895	hängend 0.0117759794511	saisonstart 0.0109930774652	durchwachsen 0.0108349403481	eigentor 0.0106535140016
topic329	kaufen 0.0758301934681	gut 0.0718972810486	geben 0.0427213435862	preis 0.0362402748629	teuer 0.0359718387744	billig 0.021852382711	günstig 0.0193722921628	kosten 0.0191982641476	empfehlen 0.0152423952116	brauchen 0.0152180673579	bekommen 0.0136754547202	verkaufen 0.012888966294	wirklich 0.0128657703402	groß 0.0128260506657	geld 0.0128176383664	kauf 0.0118590312207	lohnen 0.00901274400132	zufrieden 0.00891388100273	garantie 0.0086880290177	recht 0.00857874064995	klein 0.00819141051172	teil 0.0077482907332	kommen 0.00756513087348	nehmen 0.00736505956507	gleich 0.00725816210787
topic330	trainer 0.0787062236844	junior 0.0200910776807	erfolg 0.0167999104966	training 0.0147454178166	kader 0.0136422172555	jahr 0.0134989042348	meisterschaft 0.0131608487114	mannschaft 0.011290582371	sportlich 0.0112400801894	jung 0.0112338997446	gut 0.0108978463953	coach 0.0104732907511	sagen 0.0101250233025	stehen 0.00981154162995	erfolgreich 0.00947391785439	groß 0.00944346749205	verein 0.00802488190564	nationalmannschaft 0.00745919178974	jugend 0.00739075673661	trainieren 0.00723121772614	vergangen 0.00705022501656	neuzugang 0.00699250188653	fit 0.00661069959464	kreisliga 0.00613338999133	meister 0.00592746584017
topic331	achtung 0.171681888096	studio 0.0974723044313	stechen 0.0607487030166	abstimmung 0.0529920203195	düsseldorfer 0.0485680764044	tattoo 0.0478975588947	freigabe 0.0403351130943	vorraussetzung 0.0221380087107	anfertigung 0.0181290394536	leukämie 0.0171749084624	marktforschung 0.016164695142	verschönern 0.0155734923847	piercing 0.0147073185534	charakterisierung 0.0146547693083	lade 0.0144931141116	viral 0.0131324729584	dargestellt 0.0124311203678	allerhoch 0.010888382831	mitschreiben 0.0100876490624	allererst 0.0096030081195	abstrich 0.00942899887443	buchtip 0.00904440716215	metastase 0.00829553592587	pflanzenöl 0.00765031705753	taxe 0.00756611470799
topic332	muss 0.0837241827979	hürde 0.0743783839624	vorliebe 0.072162053358	hindernis 0.0633615634402	sektion 0.0561862062998	guide 0.0458275176571	skurril 0.0321186842953	geheimtip 0.0311371735603	getreu 0.0295927365463	hintergrundinformation 0.0257797505022	interaktion 0.023248967754	einleuchtend 0.0220419440162	empire 0.0194475247562	nostalgisch 0.0176255172756	spray 0.0164248789531	akribisch 0.0157794373868	ausrufezeichen 0.0142453192877	verzahnung 0.0141194970431	videothek 0.0135667908281	simulator 0.0135664541946	selbstverteidigung 0.0134661897419	neunt 0.0128149765259	reithalle 0.0121728845293	abrunden 0.0113951001118	sticken 0.0113787954644
topic333	klicken 0.0606037592523	wählen 0.0263438395442	einfach 0.0236851372611	erstellen 0.0227471155018	feld 0.0198035427269	tabelle 0.016644209638	button 0.0157044857282	speichern 0.0154190101766	gewünscht 0.0144312732356	ändern 0.0142023606228	formular 0.0137165941903	klick 0.0136743787144	menü 0.0116118103423	spalte 0.0115450457407	auswählen 0.0114951702187	automatisch 0.0105903960857	option 0.0105861751001	entsprechend 0.010356348785	erscheinen 0.0102224349377	einstellung 0.00928087803907	symbol 0.0089757175294	anklicken 0.00888349692017	neu 0.00881682198713	sehen 0.00876054976248	lassen 0.00854059140317
topic334	minimal 0.0815747908759	motor 0.0615499934298	kabel 0.0481810372857	spannung 0.0369845118987	maximal 0.0318427996945	betreff 0.0274008670087	watt 0.0272040969573	ventil 0.0247016980965	leitung 0.0242972935717	anschluss 0.0230427084435	schalter 0.0223774641961	schalten 0.020935426385	gehäuse 0.0165660932824	stecker 0.016425520858	funktionieren 0.0163491658682	drehen 0.0135144004847	liegen 0.0128318827351	normal 0.0123983956373	antrieb 0.0121686492088	zylinder 0.0118273530712	regler 0.0117205182865	laufen 0.0113771271876	sensor 0.0104377666401	hoch 0.00974417620179	sicherung 0.00961099913664
topic335	sagen 0.0321433832877	gehen 0.0252371326993	sehen 0.0204542573896	kommen 0.0197715324557	wissen 0.0138166819112	stehen 0.0123509796235	machen 0.0122205670651	hand 0.0107940964107	fragen 0.0107863086045	lassen 0.00941324244788	hören 0.0089775476988	tun 0.00877657778304	kopf 0.00874532836192	sitzen 0.00837344777544	denken 0.00823606972409	auge 0.0081270610064	nehmen 0.00784489868518	arm 0.00630023049427	schauen 0.00612424795146	meinen 0.00561618241134	liegen 0.0052652647102	rufen 0.00515888035636	halten 0.0051532466626	geben 0.00513645960808	gesicht 0.0050783760812
topic336	vogel 0.162997267331	paar 0.117127484205	feder 0.0910022113926	kugel 0.074816853508	huhn 0.0614695313437	korn 0.0411835197019	artgerecht 0.0273786610415	schwarm 0.0264031884208	pärchen 0.0237355184903	panel 0.0219059604443	henne 0.0216952067857	feuilleton 0.0136848658424	schnabel 0.0126717384806	einziehen 0.0126224350834	länglich 0.0112705828932	timer 0.0104679442971	flügel 0.00972041653624	kinderheim 0.00880244015551	nymphe 0.00844774576333	putzfrau 0.0081606839508	schelm 0.00803667805218	fresko 0.00800184620117	zeitspanne 0.00795599772642	zwischenlager 0.00775749089695	gehalten 0.00699924160136
topic337	fläche 0.0457823389016	länge 0.0371331658689	oberfläche 0.0303340580854	höhe 0.0293554254572	breit 0.0259703822849	breite 0.0242597901585	weich 0.0204326468353	größe 0.0203376596387	folie 0.019656548227	tief 0.0180484093045	maß 0.0169286056296	tiefe 0.0163250338909	meter 0.0161357066568	rohr 0.0161138805409	hart 0.0157789381171	holz 0.0146680844578	öffnung 0.0132303172955	glatt 0.011856887167	untergrund 0.0116382449312	material 0.0111754848969	zentimeter 0.011033734562	lang 0.0109908086487	dünn 0.0106183118036	volumen 0.0100919036095	verschließen 0.00879694206356
topic338	müll 0.0780628464671	gerücht 0.0623490457097	routine 0.0427854404938	cloud 0.0391938672847	entsorgen 0.0307589234124	rechenzentrum 0.0283966315392	artefakt 0.0258864057493	nexus 0.0251850414635	simulieren 0.0242994232712	ikone 0.0223726649057	schädling 0.0220439839364	device 0.0199360213936	computing 0.0190779302732	kostspielig 0.0188751444465	veraltet 0.0174828597482	wall 0.0158012982361	wickeln 0.0155924530976	profilieren 0.0152182640264	widget 0.0144822386809	fortschrittlich 0.0141061844057	anzeiger 0.0137931821228	bereinigen 0.0134330882464	hinterlassenschaft 0.012898497209	malware 0.0128264409138	unzuverlässig 0.0117430953787
topic339	jahr 0.0379873134482	feiern 0.0238810165481	gast 0.0220241333434	groß 0.0208642089086	finden 0.0168821670372	geben 0.0165948618648	fest 0.0164361950318	klein 0.0130186664188	tag 0.0103237405596	feier 0.0100912299913	weihnachten 0.00920506587091	kommen 0.00869660427016	besonder 0.008392528192	jubiläum 0.00818808582082	traditionell 0.00769299740016	geburtstag 0.00763143566988	abend 0.00730807727643	gemeinsam 0.00729099372934	lassen 0.00714966679379	schön 0.00705342471099	anlass 0.00665072755088	neu 0.00655600340692	stehen 0.00610697463138	bunt 0.00606677520589	gut 0.00549594557352
topic340	termin 0.0515882728803	teilnehmer 0.04253490145	finden 0.035656464889	anmeldung 0.0338660932194	möglich 0.0237043447462	tag 0.0193653808707	teilnahme 0.0189679915265	stehen 0.0187418191893	weit 0.0182725136506	teilnehmen 0.0166915633374	woche 0.0157806118532	möglichkeit 0.0154663905171	erhalten 0.0154242365773	geben 0.0154061487353	frei 0.0152237505533	verfügung 0.0147953982061	bitten 0.0146996658941	nah 0.0146008873377	stattfinden 0.00983429708185	erfolgen 0.0094618753971	kurs 0.00927470221261	veranstaltung 0.00910768867363	interesse 0.00903199744819	ort 0.00870427938311	anmelden 0.00841803888951
topic341	modul 0.239890899917	verlässlich 0.0522143749226	vorzugsweise 0.0354505783257	handhaben 0.0327392421967	gefälscht 0.0308778050301	messgerät 0.0292917735433	platine 0.0292882586036	hdmi 0.0282476646928	eifersucht 0.0265124408391	statten 0.0264289589695	gattin 0.0258754396716	fälschung 0.0237219794991	verarbeitet 0.0228908119905	schriftzug 0.0225950678333	kabeln 0.0222069804921	kalifornisch 0.0176732947843	destruktiv 0.0172781922186	ölen 0.015205379132	trafo 0.0134980870919	mitführen 0.013452686656	fertighaus 0.0133769564354	endlich 0.0129647039238	wiedereinführung 0.0127458791832	beispielsweise 0.0110297386419	entzündet 0.0100803081453
topic342	geburtstag 0.174076034898	schlüssel 0.140490186851	buchstabe 0.124323318502	stream 0.0401751425862	geheim 0.0382588657407	first 0.0380181197379	netzbetreiber 0.0357920816112	nachträglich 0.0336472301598	sortieren 0.027554545826	gesundheitsamt 0.0206681651873	rechtsfrage 0.0151026102965	neunziger 0.0140747866711	mediation 0.0129103420157	sonderzeichen 0.0122117046026	null 0.0118819282487	kröte 0.0116129948856	eliminieren 0.0107287244152	vergleichen 0.0100787222899	angefangen 0.00942243899727	urlaubszeit 0.00874478893244	vorausgegangen 0.00868900771332	addieren 0.00868031073534	informationszentrum 0.00849348496538	unbedingt 0.00827297561058	stellig 0.00806715273836
topic343	typ 0.25523037623	wagen 0.241351936898	abbruch 0.0365512852511	dampf 0.0305741189393	avatar 0.0301934010339	heck 0.0227167907221	turbo 0.0189923068448	karosserie 0.016389849829	rallye 0.0163703350303	cabrio 0.0158027385242	schlitten 0.0157116888591	tunen 0.0145656438716	clip 0.0141171407838	chrom 0.0124618951738	granit 0.0114944541639	einkehr 0.00925667678475	rain 0.00917800203279	tagestour 0.00917536701349	stoßstange 0.00871374941643	unzugänglich 0.00817998139061	südseite 0.00806205399267	forstamt 0.00797644600926	nordseite 0.0077688778706	imbiss 0.00726058389881	frostig 0.00595517370558
topic344	quelle 0.410286493231	widerstand 0.0906799112248	modem 0.0386504488824	draht 0.036787348534	liberale 0.0261022371303	landtagsabgeordnete 0.0241110549789	tötung 0.0201369209862	blocken 0.0166965789886	mahnmal 0.012058861868	reputation 0.0105053152692	virenscanner 0.0100571218399	nachahmer 0.009217454641	herausgeben 0.0088224902983	rechtsextremistisch 0.00869880813057	entladen 0.00845953855317	bildungszentrum 0.00831684337275	organspende 0.00811055968867	ladestation 0.00741210583459	taster 0.00705352941801	jumper 0.00682290546307	interessenkonflikt 0.00644884362269	stromstärke 0.00640807872899	dazugelernt 0.00621600578224	ausgangsspannung 0.00619212378891	barrikade 0.0061880672372
topic345	sozial 0.231376630069	gesellschaftlich 0.043534961622	arm 0.0245546086852	gerecht 0.0213390694449	gerechtigkeit 0.0186229910078	ökonomisch 0.0159177373599	globalisierung 0.0106907726862	verteilung 0.00981637275143	reich 0.00943983445715	marktwirtschaft 0.00942952988283	wirtschaftlich 0.00940970573374	arbeitskraft 0.00910611989618	materiell 0.00903569002639	bedürfnis 0.00900141385995	wohlstand 0.00857918518609	leitbild 0.00812913748295	ökologie 0.00803570451426	solidarisch 0.0080132109072	reichtum 0.00764215094788	status 0.00745233330777	gesellschaft 0.00732414479848	produktiv 0.00667468352244	ressource 0.00637389823565	gesundheitsreform 0.0060734031118	ungleich 0.00605297877084
topic346	lied 0.177621105204	singen 0.144305262192	stimme 0.128655848627	chor 0.0709651761745	melodie 0.0454686783389	sänger 0.0375953248408	sängerin 0.0232683725273	soul 0.0196328670511	horn 0.0172778250302	tenor 0.0163324809169	zombie 0.0156036953671	anfall 0.0155214352156	solist 0.0110465669567	erklingen 0.0102572507675	schlager 0.010169819728	gemischt 0.00867193030901	klebeband 0.0085518075707	epilepsie 0.00758266835635	kirchenchor 0.00724584791181	leitung 0.00698645286801	blasen 0.00693503276452	killerspiel 0.00667329640087	zwilling 0.00656187585618	bierchen 0.00640944185203	reggae 0.006183579658
