topic0	harmonisch 0.212277092519	aufrufen 0.177183671856	harmonie 0.154455802109	ami 0.135376433222	bessere 0.0816828717718	gelehrte 0.0567304447073	pluspunkt 0.0544932510832	kommentarfunktion 0.0479006533596	kribbeln 0.0263820456632	rouge 0.0236724143183	lebensentwurf 0.0184095311168	zusammenspielen 0.00809003043967	vierling 0.00211433905397	herrschen 3.14432938009e-08	wenden 1.28093446192e-08	geben 1.23778219458e-08	lassen 1.23503135339e-08	zeit 1.23365754239e-08	gleich 1.23346890831e-08	bestätigen 1.23321829874e-08	spüren 1.23291214057e-08	ansehen 1.23288621914e-08	liegen 1.23243076659e-08	erklären 1.23202711349e-08	bestimmen 1.23193484841e-08
topic1910	planung 0.621880988618	bauherr 0.140029399565	überregional 0.10841796392	werbemittel 0.0347153128144	bauleistung 0.0246595396252	bauunternehmen 0.0181181124043	widersprechend 0.0121256268718	schlüsselfertig 0.0121086118424	rechtzeitig 0.00895778554406	franchisenehmer 0.00523877173262	franchisegeber 0.00520463111582	eigen 0.00228892814857	grundlage 0.00177364536586	begleiten 0.00123007877979	anbieten 0.000907179486411	stellen 0.00072338464905	stehen 0.000165197170717	notwendig 0.000154170623572	besonder 0.000123090636177	entsprechend 0.000115341949309	genau 4.70633178065e-05	angemessen 3.19661356526e-05	einzeln 2.70330043689e-05	liefern 1.97035050723e-05	wichtig 1.66060812958e-05
topic1911	trainieren 0.175752115855	bauch 0.13456877935	machen 0.0722877850404	gut 0.0376047601857	gehen 0.0337415751495	muskulatur 0.0307383327326	joggen 0.0300532103965	rückenschmerz 0.0260960861065	halten 0.0230328641765	igel 0.0174557145637	krafttraining 0.015867482619	fitnessstudio 0.0142405802951	wichtig 0.0126721482116	bringen 0.0119375068928	helfen 0.0110729752438	einfach 0.010748038443	stellen 0.0101835675494	nehmen 0.00990652198457	intensiv 0.00946284011032	jahr 0.00914146509758	stark 0.00877384770834	lassen 0.00871122566241	bandscheibenvorfall 0.00851787135229	gewichtsverlust 0.00765410448944	langsam 0.00762606736974
topic1912	kontakt 0.592999691214	aufnehmen 0.196120470222	zone 0.0726889694902	nehmen 0.0607565140626	verpassen 0.0488363348202	triple 0.0113937403904	eng 0.00623478608485	spielfläche 0.00489080722941	möglichkeit 0.00193948533119	getaktet 0.00128916198653	rechtmässig 0.000889199195689	direkt 0.000701909726881	gelegenheit 0.000563624019516	befinden 0.000172391326741	möglich 9.40173005784e-05	nutzen 6.54629059936e-05	ausgehen 4.76903596369e-06	zählen 1.20204972023e-06	bekannt 6.44707915628e-07	stehen 1.03117006855e-07	kommen 5.34898493305e-08	zeitpunkt 3.66719133382e-08	erst 2.65281085784e-08	üblich 1.06192160863e-08	handeln 7.39196894475e-09
topic1913	teilnehmen 0.482881464412	abonnieren 0.144012292782	zeuge 0.137346211056	unterhaltsam 0.0849760219865	eintrittskarte 0.0529982049596	einzelperson 0.042217524761	fabelhaft 0.0195935178475	reisekosten 0.0183134430289	sportkleidung 0.00494846050125	untersuchungskommission 0.00364391577471	schlepp 0.00267480152851	konfektionsgröße 0.00222039016708	dünne 0.00199316077189	sorgen 0.000747038148698	hinweisen 0.000364405779782	möglich 0.000260102865805	freuen 3.58508955782e-05	geschehen 1.38722149783e-05	bereit 7.25063631755e-07	persönlich 6.00165393764e-08	stehen 4.23858709383e-08	folgen 3.7202441164e-08	weit 2.46295839569e-08	finden 1.9393398227e-08	geben 9.62446467618e-09
topic1914	vorurteil 0.390920952867	medial 0.242193973902	aachener 0.109554707977	photovoltaikanlage 0.101759854334	obstbaum 0.0619563169157	umweltthema 0.0367230097291	renommee 0.0150189512412	rheingau 0.0147221887321	duftnote 0.00887740950885	sonderseite 0.00848897909414	krustentier 0.00561191553894	stolberger 0.00188298964217	bekannt 2.36091715909e-08	stehen 2.35830940115e-08	eigen 2.29715306766e-08	reden 2.29337566302e-08	bewusst 2.29087178602e-08	kommen 2.29029295787e-08	wissen 2.28988800886e-08	lassen 2.28969199629e-08	liegen 2.28918816211e-08	eindruck 2.28916098211e-08	selten 2.28914328404e-08	interessant 2.28913612598e-08	groß 2.28912087512e-08
topic1915	wissenschaftler 0.455452599077	einfallen 0.14316866875	ansetzen 0.112736007867	reihen 0.0911162500686	konzentriert 0.0432686372262	ausgeklügelt 0.0301416862841	pflaume 0.0275980526102	verbrannt 0.0274059676333	schweinefleisch 0.0193357582458	einkaufswagen 0.015133352287	gulasch 0.0090279750121	tauziehen 0.0082910333396	bequemen 0.00562545273441	söhnchen 0.00360190103143	degeneriert 0.00344064340718	überraschend 0.00133999771509	kroatienurlaub 0.00121783122046	kroatienforum 0.00107906868371	gelingen 6.36852279146e-05	lassen 4.87364440605e-05	riesig 1.40862693482e-08	stehend 1.05634481761e-08	verhindern 9.43695848393e-09	machen 9.27411899275e-09	geben 9.26576804421e-09
topic1916	vereinen 0.395363571401	imposant 0.13161596818	ausrede 0.0968694914949	internetpräsenz 0.0711548099414	festhalle 0.0389703097102	kontaktmöglichkeit 0.0378972798264	jalousie 0.0342622130867	kokosnuss 0.0299650879117	geschliffen 0.0266812199154	sprachbarriere 0.0207762850643	vervollkommnen 0.0137000913409	werbewirksam 0.013172852285	druckauftrag 0.0117437959025	amtsarzt 0.0109489645934	globale 0.0105609688125	produktpräsentation 0.010456191744	giftgas 0.0101720223271	sonderprüfung 0.0075370983139	ablegung 0.0061945399338	dachform 0.00423357841989	designprozess 0.00390320148801	rollstuhlfahrerin 0.00389201864324	velodrom 0.00340595484125	behindertenwerkstatt 0.00271540304346	verkaufstheke 0.00189169121601
topic1917	politisch 0.390346251378	politik 0.23210826508	gesellschaftlich 0.0251675068731	wichtig 0.0173751619046	setzen 0.011833800894	stark 0.0113416750041	deutlich 0.0108236076748	wahlrecht 0.010003537976	verhältnis 0.00982960480274	jahrzehnt 0.00929812252285	prägung 0.00909852097925	machen 0.00860567740303	eigen 0.00732787281685	stellen 0.00669851739159	ideologisch 0.00660876501776	inhaltlich 0.00600811868148	bundesminister 0.00596253231511	zeigen 0.00568516730209	jahr 0.00539443531607	revolte 0.00528062547404	gehören 0.00523998911467	gehen 0.00517320281885	betonen 0.00466334561983	artikulieren 0.00458246155091	regierend 0.00417108209239
topic1918	haut 0.327186462712	gesicht 0.289525878532	gründlich 0.0998172661324	reinigung 0.0721272773946	geschmeidig 0.0155901153666	schmieren 0.0149955631694	pore 0.0147462784784	austrocknen 0.0131033620592	fettig 0.0129500168865	peeling 0.01188698887	beunruhigen 0.00891912968571	reinigen 0.00866115629148	aussehen 0.00837620461291	bilden 0.00765260890159	lassen 0.00740492388464	speziell 0.00693170046684	gut 0.00596866945477	stark 0.0057361133233	pflege 0.0041034325861	versaut 0.00378320884909	zeihen 0.00371072834506	gebäudereinigung 0.00369992689892	enthalten 0.00354069044998	entschlacken 0.00341955957979	helfen 0.0031927605623
topic1919	substanz 0.427093534025	praktizieren 0.113015452169	nervensystem 0.0934361550645	gebrüder 0.0555346110397	leitungswasser 0.0555087039001	dämpfen 0.0491472183721	bewirtschaften 0.0451096023937	zutagen 0.0406785030108	ungleichgewicht 0.0382027169982	chlor 0.0361853080258	anzuwendend 0.0126219442426	eisenbahnverkehr 0.00825180955678	fotoband 0.00546580413618	kalkhaltig 0.00373928714573	enthalten 0.00343626258838	existierende 0.0029809302091	existieren 0.00259097138771	erkenntnis 0.00214615750887	fertigwerden 0.00149406153058	bekannt 0.00134612230312	ursprünglich 0.000319604336643	einig 5.29557337261e-07	verschieden 4.17254336767e-08	vielzahl 4.01991063337e-08	erweisen 1.92197019585e-08
topic1920	biographie 0.135174838323	zusammenfassen 0.133460386109	sprengen 0.126993602436	englische 0.120298692934	ebbe 0.0366278984212	bundesvorstand 0.0357061876693	gestorben 0.0306740797005	ausrufen 0.0303962843452	gesamtausgabe 0.0242377470065	spätfolge 0.0222767479072	führungsrolle 0.0219828042397	negation 0.0205375155195	schönheitsideal 0.0200019300167	vietnamkrieg 0.0192769586629	sabotage 0.0184723693585	subversiv 0.0180564737989	verkehrsgünstig 0.0173176333576	illegalität 0.0138812078126	verbreiterung 0.0132350608638	agitation 0.0126693972645	jahreszeitlich 0.0123827006613	verstärkend 0.0118728082169	kurfürstendamm 0.0099717784533	ideologe 0.00984360173394	konspirativ 0.00778641582295
topic1921	dritte 0.17621565941	datenschutz 0.0982525210685	fax 0.0978682261808	hinweisen 0.085977329902	gespeichert 0.0583979030745	personenbezogen 0.0566803493832	anschrift 0.0501664642892	speicherung 0.0417690404423	persönlich 0.0394977637941	kontaktdaten 0.0373106107408	weitergabe 0.0320272226548	löschung 0.0259748405154	übermittlung 0.0206323944215	zugriff 0.01944721121	übersendung 0.0147534089531	eingabe 0.0128567908733	gebrauch 0.0122169061758	tätigkeit 0.0100841727499	absender 0.00941269444426	technisch 0.00891055616394	geschäftlich 0.00879369133098	bundesdatenschutzgesetz 0.00817508616374	einsichtnahme 0.00653846755653	beschrieben 0.00635623201671	informationell 0.00620897645881
topic1922	witzig 0.489180197377	loslassen 0.129186235	verdammen 0.110767015346	verarscht 0.0646848487201	schwachsinnig 0.0435433779071	kröte 0.0428579130167	unterschrieben 0.0242712180189	ungewisse 0.015622962331	verzogen 0.0132276530644	zollabwicklung 0.0114893983384	kurzbewertung 0.00791160640503	mami 0.00632631164259	erwachsensein 0.00564395734319	derselbig 0.00549343590349	entwöhnung 0.00530803432331	krankenhausbett 0.00473014634699	fußabtreter 0.00461778404243	zitronenfalter 0.00453291517709	hexen 0.00423171431168	verhexen 0.00366496845901	mitleserin 0.000669875009176	gelungen 0.000343451289015	finden 4.3747340969e-06	einfach 1.940127026e-07	klein 4.7064037455e-08
topic1923	leiden 0.250052901518	betroffene 0.191367187974	ursache 0.189245144761	behandeln 0.11195406203	beschwerde 0.108924798424	kopfschmerz 0.0349221635972	arztpraxis 0.0134515491289	migräne 0.0118958305874	belastend 0.0107630677645	chronisch 0.00770343795129	therapieform 0.00662693774059	antidepressivum 0.00626276753914	beeinträchtigt 0.00548859555212	helfen 0.00520259303058	zusammenhang 0.00519157198181	vorschulalter 0.00412849016551	überangebot 0.00406982192006	stark 0.00310534824215	führen 0.00301336218795	nehmen 0.00275830692255	erkenntnis 0.00272159218184	erkennen 0.00234778930981	schmerztablette 0.00208026837746	zeigen 0.00170368629262	spannungskopfschmerz 0.00136010778537
topic1924	ausbilden 0.161411153617	christentum 0.157404085177	ideologie 0.127646207985	gläubig 0.118236715003	moslem 0.0736007208523	azubi 0.0727832911019	hochkultur 0.0339338757198	lehrjahr 0.0280823783518	atheismus 0.0225833698342	prüfungsvorbereitung 0.0215575357191	geldsystem 0.0213588465603	bundesfinanzminister 0.0209614665013	preispolitik 0.0174175243155	allwissend 0.0173748461648	eingeständnis 0.0172899719741	milliardenschwer 0.017012345572	ungebildet 0.0158050598427	privatmann 0.0117497803289	talentförderung 0.00740455485031	zinsfrei 0.0064613532218	linksextremist 0.006439967975	vetorecht 0.00608130285218	bilden 0.00479359652754	ausbildungsplan 0.00446930186397	wunschberuf 0.00412593058263
topic1925	probe 0.315709370851	bindung 0.243663822618	abkürzung 0.126542663214	schwingen 0.120443978425	molekül 0.0677754557274	ausbleiben 0.052952690118	wellenlänge 0.0417718679396	absorbieren 0.0189648445644	sweatshirt 0.00517506345946	infrarotbereich 0.00306081931127	bestimmt 0.00108540632092	stark 0.000544214263386	umgebung 0.000210195328565	eng 0.000200257772142	beschreiben 0.000181606837555	anschließend 0.00018132282273	unterscheiden 0.000111915693447	entstehen 0.000103165110238	bilden 5.99390453633e-05	unterschiedlich 4.83096425282e-05	sogenannt 2.5487004386e-05	finden 1.78617440344e-05	bestehen 1.58713430228e-05	heißen 1.75695508462e-06	entfernt 1.54011124664e-06
topic1926	zitieren 0.315649211236	entkommen 0.156695273979	bildlich 0.0997487142509	rekonstruieren 0.071040097395	zerfall 0.0697014183445	genehmigungsverfahren 0.0406708653256	kohlenstoff 0.0398688554242	labil 0.0383003954871	planfeststellungsbeschluss 0.0260708961083	schönheitsfehler 0.0207826594054	voranstellen 0.0183638323221	bodennah 0.0163411087091	verwüstet 0.0132826593763	friedenszeit 0.0100689877981	exponent 0.00912613271396	höchstzulässig 0.00877202341793	ungeschehen 0.00820088310704	futterpflanze 0.00747743587705	exilante 0.00691887298922	präteritum 0.00540775699395	inkorporation 0.00521684450522	strahlenschutzverordnung 0.00484303086061	zurückbleibend 0.0021545090781	identitätsverlust 0.0021193197197	gammastrahl 0.000968976898391
topic1927	kultur 0.482344333845	fremd 0.169754404937	übersetzung 0.150490786141	übersetzen 0.0709070044002	übersetzer 0.0389680042038	freiburger 0.0272438579717	kroatisch 0.0163628848929	übersetzerin 0.00826632591962	übersetzt 0.00698560042164	vorgreifen 0.00551966194471	fremdsprachig 0.00549008686257	schriftsprache 0.00365540170441	kulturamt 0.00358077461708	verschieden 0.00315831823026	verstehen 0.0019544251375	begegnen 0.000991572317475	unterschiedlich 0.000624001553642	existieren 0.000591419991024	beschränken 0.000353842861186	eigen 0.000254587547224	heißen 0.000232007298866	anbieten 0.00020930477053	form 0.000184102049711	eröffnen 0.000168649065876	zunehmend 0.000158560164035
topic1928	schuld 0.411617729883	dollar 0.25666367584	milliarde 0.101733016075	zentralbank 0.0458758860415	billion 0.0320440772717	zurückzahlen 0.0227692377287	staatsanleihe 0.0181809306304	reell 0.0178392144715	korsett 0.0151158057121	bankrott 0.0131375421234	mehrausgabe 0.00741042112937	faul 0.005093235025	hauptschuld 0.00478980477759	verantwortlich 0.00417683046064	bare 0.00402191730199	riesig 0.00398109596503	stützung 0.00349823205794	schlimm 0.00273472785945	wahrscheinlich 0.00246617177853	galoppierend 0.00237569849272	einstampfen 0.00236971255653	kreditmarkt 0.00196644940242	behaupten 0.00158110228532	druckerpresse 0.00149073460003	verhältnis 0.00122695414046
topic1929	rennen 0.732211362625	gleichgewicht 0.106195385885	sacken 0.0268471865776	rausnehmen 0.0261582102882	erfolgserlebnis 0.0245022097421	tarnung 0.0174944993787	positioniert 0.00932940597026	rambo 0.00770491957395	nachspielen 0.00684016187032	sichtfeld 0.00649448425214	lauf 0.00607755038411	meistern 0.00371437029103	panzern 0.0035709642369	gestörter 0.00316917929473	schnell 0.00281040636533	eng 0.00253479971807	pausenzeit 0.00197096474411	versuchen 0.00148150585258	liegen 0.0011617974243	gehen 0.00114502415904	kommen 0.00101389246455	begruendet 0.000851244621279	sicht 0.000749838358409	machen 0.000653660340665	gleich 0.000646136275449
topic1930	vergleich 0.174015446054	anteil 0.0878751315835	deutlich 0.0660953961485	liegen 0.0637952430745	durchschnittlich 0.0606185451185	statistik 0.0375208850531	gering 0.0364878961143	jahr 0.0330855203837	hoch 0.0311944757999	durchschnitt 0.0297148205869	zeigen 0.0285542848241	variabel 0.0207924207022	stark 0.0184790019025	groß 0.0181026845619	unterschied 0.0176139394434	wesentlich 0.0110811552924	letzt 0.0102418786717	gleich 0.0098010899524	entsprechen 0.00959681706983	relativ 0.00934620669884	betragen 0.00906962414221	unterschiedlich 0.0086995179169	ergeben 0.00851119060419	knapp 0.0083682095253	erreichen 0.00747622078003
topic1931	zeit 0.96943512264	geraum 0.00935764162628	dia 0.00400145850009	gewächs 0.00286085934204	abnutzung 0.00203402801437	mitgeführt 0.00196387638079	gaga 0.00147284555077	kolibri 0.00129008049341	sonnenblende 0.00119535282427	männerherz 0.000969476679791	triefen 0.000779078172511	tausendjährig 0.000754087713375	kostenvergleich 0.000713210017031	gesamtwirtschaft 0.000658449954618	überholung 0.000580376578815	rotznase 0.000549798189524	krisenfest 0.000415464781894	dacia 0.000367902611161	vollzeitbeschäftigte 0.000340308747152	steueranteil 8.35430399778e-05	bauernbund 4.78659392718e-05	weit 1.29199759677e-09	geben 1.291995673e-09	stehen 1.29199376584e-09	letzt 1.29199357336e-09
topic1932	prozent 0.625692168707	agentur 0.0779365078031	jahr 0.0687330452137	vorjahr 0.0530566775382	liegen 0.0282365481178	deutlich 0.0187246372697	knapp 0.0145219995634	gut 0.012180467251	stark 0.0111286888101	gehen 0.0102392065839	geben 0.00839930349544	ergebnis 0.00824269109322	kommen 0.00775871949734	wichtig 0.00624778083164	weit 0.00590372163043	setzen 0.00576732337343	halten 0.00449717982675	ergeben 0.00445529537321	zuckern 0.00296991363639	bedeuten 0.00244447704173	nehmen 0.00200274636648	umsatzrückgang 0.00179839898105	gewinnen 0.00172677409641	fallen 0.00150365384434	letzt 0.00148218158288
topic1933	test 0.365352779238	testen 0.288571944729	schwangerschaft 0.111334433728	schwanger 0.0714501111784	nachbarin 0.0330289543539	abmelden 0.0175368690962	entbindung 0.0106901403355	supi 0.00838786808826	ergebnis 0.00794525470022	gynäkologe 0.00686219055626	ausführlich 0.0058038211786	pfuschen 0.00555206431601	lassen 0.00467131288443	feststellen 0.00451546808394	schilddrüsenunterfunktion 0.00369471779495	sterilisation 0.00326863310446	sterilisieren 0.00287485529095	gut 0.00274518304928	spät 0.00220069317951	liegen 0.00204225976667	machen 0.00201546811603	erst 0.00175157655451	genau 0.00171233355816	ungeborene 0.00165549271582	gleich 0.0015230727078
topic1934	klavier 0.221993616426	einlassen 0.199862680521	nieder 0.149846106576	elend 0.147630057178	sessel 0.0844440232313	frankfurt 0.063254588668	ausdrucksweise 0.0438993515631	höflichkeit 0.0367509289459	esoteriker 0.0154811232031	herzogin 0.0135542128266	kopfweh 0.0135141636624	schlechtigkeit 0.00655804671578	pianoforte 0.00164306471323	nehmen 2.00038957021e-06	stehen 1.2246641872e-07	machen 5.51520689081e-08	halb 4.08798563867e-08	dauer 2.77211765079e-08	groß 2.15348320076e-08	hinterlassen 1.72747898563e-08	geben 1.61536798853e-08	lassen 1.6145053578e-08	völlig 1.60024885873e-08	freude 1.57539981846e-08	sinn 1.57342279841e-08
topic1935	finanzierung 0.339418315801	skandal 0.130805461547	affäre 0.0760102376555	traditionsreich 0.0665083278871	rennstrecke 0.0500391841413	finanzminister 0.0466911384161	seuche 0.0324904402788	pikant 0.0239873484722	polizistin 0.022017476047	untersuchungsausschuss 0.0218007770413	sachlichkeit 0.0206088253005	parteipolitisch 0.0203689407165	brodeln 0.0195744874901	sitzungssaal 0.0187365682414	überfordert 0.0155328828728	verfassungsgemäß 0.0115336199822	schlagkraft 0.0107657612741	plenarsaal 0.00958578219172	schaubühne 0.00911257310264	kreditantrag 0.00866089253752	einkaufsmeile 0.00646498144338	projektbeschreibung 0.00592317817683	chefsessel 0.00546425383757	finanzsenator 0.00509291781856	organigramm 0.00437763979702
topic1936	code 0.298334061929	bearbeiten 0.220149895219	anhang 0.137203398697	smiley 0.0858683165917	beitrag 0.0306870153482	einfach 0.0156896415307	einfügen 0.0140823728127	hinweisen 0.01367552374	ganz 0.011317104571	gehen 0.0110103846236	machen 0.0106501921011	geben 0.00716280003726	funktionieren 0.0068485964561	arbeiten 0.00654233933561	überlesen 0.00632368804416	sehen 0.00601701324715	spät 0.00533449032514	probelauf 0.00479553396182	genau 0.00454659182533	verstehen 0.00437897451254	azteke 0.00436412907595	komplett 0.00431693146422	setzen 0.00430552576129	ansprechender 0.00417461029469	nutzen 0.00345382029691
topic1937	anhören 0.282487248285	handvoll 0.10754241696	bewältigung 0.105806727365	zombie 0.0970218435902	fortführen 0.0881341776267	taub 0.0775300392643	zukunftsfähig 0.0598705096554	personalkosten 0.0478452398552	fokussierung 0.031010314679	score 0.0299772371081	einsparpotenzial 0.0213205638249	gehörgang 0.0209006205949	groovig 0.0165793920295	stadtjubiläum 0.00760665408352	puppen 0.00479135997661	beschränken 6.77270101456e-05	weit 1.51037916569e-08	gestalten 1.50956920358e-08	leisten 1.50953516517e-08	vorstellen 1.50919589247e-08	gut 1.50866051927e-08	intensiv 1.50856232032e-08	erfolgreich 1.50840876389e-08	grund 1.50834375734e-08	geben 1.50832860051e-08
topic1938	studio 0.701756322556	alpha 0.131953231669	entgegenstehen 0.0240762349598	politologe 0.0236126247109	erbsünde 0.0174573011376	hochbegabte 0.0142530591186	endgültiger 0.0131587169462	entwicklungsbank 0.0114258185307	quasar 0.00873811545357	anspruchsdenken 0.00872078997912	arbeiten 0.00848317163454	freihandel 0.00846792430783	denkmalpfleger 0.00790118093074	drogenkartell 0.00582617581487	absegnung 0.00507020147772	textilmuseum 0.00299243268776	referenzklasse 0.00188930219542	bekannt 0.00186007948671	weit 5.29720581085e-05	groß 3.4776726084e-05	hauptsächlich 9.38265308247e-06	erst 3.39520378549e-06	direkt 1.11530119849e-06	kommen 1.86141210506e-07	eigen 1.6097160195e-07
topic1939	bevölkerung 0.354426208634	frieden 0.220009125323	friedlich 0.125247860891	terror 0.0541205454662	vertreibung 0.0333416506601	araber 0.0277036601183	konflikt 0.0255198312623	spinner 0.0253140726403	völkerrecht 0.0202905774267	verschwindend 0.0122529357047	übergreifen 0.00773081004811	ausgewogenheit 0.00757656760224	machwerk 0.00740462538545	herrschen 0.00731185908071	gesamtbevölkerung 0.00658823296724	vernichtung 0.00657824028871	jahrzehnt 0.00482875142755	nahostkonflikt 0.00432328563026	beitragen 0.00428891615785	blutig 0.00369987010388	erbeutet 0.00297680881623	geben 0.00286343780984	zunehmend 0.00226289071284	lage 0.00207926375129	intifada 0.00190471979872
topic1940	brand 0.583108369063	kardiologie 0.0504883192968	hinzugefügt 0.0440729991987	kindle 0.0418339527645	zugführer 0.0337936111659	intensivmedizin 0.0304844704716	defibrillator 0.0263366223727	zerstritten 0.0233744095257	schwank 0.0210473376324	endokrin 0.0202414670835	zweitalt 0.0186315277064	pankreas 0.0181973312799	brunnenwasser 0.0153080093385	ernährungsmedizin 0.0143422340946	behandlungszentrum 0.0123100517767	leistungsabzeichen 0.0119967802966	feuerwehrkommandant 0.007859978328	angiologie 0.00750497509661	dreibändig 0.00593830490159	werksfeuerwehr 0.0053262254466	staatsbesitz 0.0044025339876	technisch 1.00182545942e-07	groß 3.90880761015e-08	voll 3.50757134992e-08	stehen 3.50321184544e-08
topic1941	laufend 0.433515391424	zugriff 0.256330067412	applikation 0.0855057821657	gemeindehaus 0.0337060671217	statten 0.0299370937663	erwachsenenbildung 0.0282404518025	windmühle 0.0175785858504	nachbildung 0.013405804305	stadtkirche 0.0130571561076	kammerorchester 0.0103864264674	ebenbild 0.00964308562392	cutter 0.00914346409295	nordwest 0.00877609091169	einweisen 0.00776707522507	fotowettbewerb 0.00740384306745	anwenderfreundlich 0.00487038049501	kreiert 0.00441497180722	franziskanerin 0.00372728958691	getreidemühle 0.00318989538823	gottvertrauen 0.00303161851121	downloader 0.00287448972352	rechtevergabe 0.00286710648924	ermöglichen 0.00266054608659	ausgegrenzte 0.00221391953917	gottesdienstzeit 0.00182878347799
topic1942	verpflichten 0.213731958484	lagern 0.164622338496	überwachen 0.141508473424	besatzung 0.118914986855	blockieren 0.113272900757	entscheidungsträger 0.0668443846089	zusammengestellt 0.0561572999681	admiral 0.0346747861777	betreffende 0.0289524016675	konvoi 0.0149533152854	kreuzer 0.0130606630932	schlachtschiff 0.0101592774075	neonazistisch 0.00887047931404	indienststellung 0.00720157867952	heimkehrend 0.00319899528612	jagdbomber 0.0024682455234	verlassen 3.56946197859e-08	gesamt 1.66841374759e-08	gehören 1.44572107682e-08	entstehen 1.41319976812e-08	schwer 1.41307503049e-08	spät 1.40979319649e-08	möglich 1.40870762016e-08	setzen 1.40855308805e-08	unterstützen 1.40843804651e-08
topic1943	kirche 0.280993055579	evangelisch 0.0712883692008	katholisch 0.0696813407246	gottesdienst 0.0495855829127	kirchlich 0.0375330753782	gemeinde 0.0235844822577	geben 0.0148031183256	neu 0.0134112703245	geistlich 0.0133372684006	jahr 0.0124386417462	ökumenisch 0.0122633198779	finden 0.0115515135865	christlich 0.0100289404539	heilig 0.00963123436739	katholik 0.00959012646195	gehen 0.00953082722528	stehen 0.00936993862027	theologisch 0.00909010688899	gut 0.00885375049436	gehören 0.00882053774482	dekanat 0.00774702741009	gemeinsam 0.00717841795599	kommen 0.00711586830386	besonder 0.00692013152745	gläubige 0.00679509594042
topic1944	üben 0.465945082296	shirt 0.0949501108481	nächtlich 0.0809489351098	boxen 0.064493040774	wickeln 0.0575173833336	gürtel 0.05717233442	sechsjährig 0.0279064271203	klatsche 0.0183191262777	ausdauertraining 0.0156874373409	bandage 0.0145927138639	akrobatisch 0.0136529167872	salut 0.0136269634555	schriftgrad 0.011866348108	bipolar 0.0109610125912	auskosten 0.0105329703043	hantel 0.00935225249714	donnerstagmorgen 0.00874012250292	bankdruck 0.00872488914931	vibrator 0.00703413494693	kreuzheben 0.00563742144106	kraftverlust 0.00115148671669	hauptsächlich 0.000104919817125	dienen 1.70238117171e-05	einfach 3.42609718207e-07	machen 6.87912254049e-08
topic1945	passen 0.805304354092	unauffällig 0.0442385737278	außenßen 0.0384842958388	loslegen 0.0193443467543	clou 0.0150060982294	nagelneu 0.0149751436784	wohnmobil 0.0144408431564	freischaltung 0.0102036787291	verreisen 0.0100155181522	modalität 0.00635630298715	individual 0.00608264573982	sauger 0.00513453347987	tippspiel 0.00479728386102	innenfilter 0.00186525851118	druckminderer 0.00133287110395	tischkicker 0.000906782340621	absolut 0.000372475982458	genau 0.000308989721119	eng 7.57636101606e-05	gut 7.07475593998e-05	schlagen 6.63278501768e-05	riesig 5.89315394443e-05	stimmen 5.01713013856e-05	lassen 3.86100756002e-05	sinn 1.34477634037e-05
topic1946	zusehen 0.227790755997	zehnt 0.172954372887	periode 0.159353431266	bekanntgabe 0.0994580297283	entwicklungsstand 0.0432037118003	grauzone 0.0421893810088	zufluss 0.0409752787061	austragungsort 0.0403491217781	dart 0.036353507209	erläutert 0.0362491618757	informationspolitik 0.0220803807387	angebotspalette 0.020456622746	talon 0.0117971270335	außenposten 0.0108424383637	ersatzbeschaffung 0.0105085335273	duzend 0.00955823236056	nachhilfestunde 0.00812251857647	tanzvorführung 0.00576488752698	mal 3.91265173898e-05	existieren 5.16663276152e-08	offiziell 2.03481153425e-08	stellen 1.95395420664e-08	beginn 1.95378298877e-08	halb 1.95375414082e-08	groß 1.95374357462e-08
topic1947	aufstieg 0.295789717534	gipfel 0.205986514321	abstieg 0.135338026217	stange 0.114755615445	magnesium 0.0379694017954	bissig 0.0346830354096	lecken 0.0294798743312	ruhepause 0.0199709947541	erhaschen 0.0158304171686	lauftraining 0.0147563535248	saum 0.0147476744211	kripo 0.0142098937431	bergtour 0.0114983424836	mühe 0.00910429157043	unachtsam 0.00899584391594	scharte 0.00864781916617	eigentlich 0.00749781475419	kalkalp 0.00706647587075	abstürzend 0.00353284015458	herabsteigen 0.00302728514053	lebewohl 0.00262189060586	gucker 0.00129202067131	gelingen 0.000875916390464	sicht 0.000417615144292	halb 0.000269221903563
topic1948	anliegen 0.304940741917	bitte 0.197557758399	ausrichten 0.12227005046	zusage 0.0926361536351	einwirken 0.0550917498818	befolgen 0.0523386492812	anlaufstelle 0.0520662621766	vorzugsweise 0.0516676202899	trotz 0.0445971826109	automatismus 0.0108767388516	steuermittel 0.00774252661078	reitschule 0.00385541146992	geäussert 0.00252212836404	bemühung 0.000933188109647	einsetzen 7.47434051283e-07	persönlich 3.37426611967e-07	zeitpunkt 2.54601471589e-08	leisten 9.91080700646e-09	entsprechen 9.55029737285e-09	notwendig 9.53129532851e-09	erfüllen 9.14932790092e-09	nötig 9.12237134243e-09	stellen 9.08284642978e-09	ziehen 9.08196838504e-09	nehmen 9.07441010365e-09
