topic0	kind 0.66721733821	jugendliche 0.0844466680752	erwachsene 0.0427552882485	geben 0.0133473019919	jahr 0.012908680944	gemeinsam 0.0109691929312	schule 0.0102929985574	finden 0.0054151828234	eigen 0.00480464918008	umgang 0.00472227081523	bieten 0.0041231223815	möglichkeit 0.00376165334022	früh 0.00363403622275	spielerisch 0.00362621603528	erleben 0.00357551147817	verschieden 0.0034475009581	entwicklung 0.00344692667348	brauchen 0.00340296806345	schulsystem 0.00329839143691	stehen 0.00269194073783	täglich 0.00260508609687	spaß 0.00258310148378	nehmen 0.00242822140988	fördern 0.00227255143711	entwickeln 0.00222437077957
topic673	golden 0.237267034643	kreativität 0.133442070408	arbeitskreis 0.100897339891	namhaft 0.0813671401384	verdienst 0.068183903871	erkundigen 0.0490936682169	weiterempfehlen 0.0477993449559	erfinden 0.0370450426137	gesichert 0.0355218547979	produziert 0.0332274696463	kundenwunsch 0.0232822736274	geschäftspartner 0.0171571905104	anfangszeit 0.0156061453315	hausbau 0.0146059242491	hapern 0.0139813742276	unangefochten 0.01316370848	weiterhelfen 0.0130154350167	fertighaus 0.0119091137324	kundenorientiert 0.0116110768292	produktionsstandort 0.00702728120324	neustrukturierung 0.00670391820823	fachberater 0.0065391996262	kostenstruktur 0.00408222389348	kreiert 0.00350276718522	sondersendung 0.00270792910195
topic674	phase 0.373823020869	chip 0.114830272561	vorgehensweise 0.108202382458	gesprächspartner 0.0499945180028	grippe 0.0401138575189	gefälscht 0.0340785756663	seminarort 0.0336246631731	talk 0.0321624968303	step 0.0294956223001	fälschung 0.0261809781046	differenzierung 0.0261051940303	erkennung 0.0251691521695	bewerbungsgespräch 0.0193175678249	fachkenntnis 0.0179416658653	tätigkeitsbereich 0.0117860720859	mehrstufig 0.0102076599327	einzelgespräch 0.00973766728763	plaque 0.00584739142395	kernschmelze 0.00486216583437	ottobrunn 0.00432522228121	klecks 0.00356076403009	kaffeeklatsch 0.00324697367498	kleinwalsertal 0.00266046872759	imitat 0.00257444745715	referenzobjekt 0.00197565208444
topic675	teilen 0.338615140489	nutzer 0.283470987641	empfänger 0.118344613112	pille 0.0425792477859	faq 0.0357986050924	tausch 0.0265021586602	postfach 0.0238421093069	vermelden 0.0188089852177	entgegenwirken 0.0178510216894	weiterleitung 0.0159134655491	leader 0.0115216240102	mailbox 0.0111735585145	hochrechnung 0.0086775851054	wohnaccessoire 0.00833777511011	großbuchstabe 0.00498484423584	änderungswunsch 0.00418040563294	abrufen 0.00403602197749	zwangsverwaltung 0.00396256954184	nutzen 0.0036558619711	medienzentren 0.00362558862778	reply 0.00199526912368	sogenannt 0.00180018100709	hörig 0.00142892646447	weitergeleitet 0.00141934838525	eingehend 0.00139697379453
topic676	sport 0.282281854209	aktiv 0.276789618024	sportlich 0.105469694203	freizeit 0.0830444696891	sportart 0.0336073762705	aktive 0.0305539331293	netzbetreiber 0.0209850675029	nutzbar 0.0132233657896	mitgestalten 0.0120130028542	treibstoff 0.0107405037512	spaß 0.0105498159567	fuhrpark 0.0088154597176	lebensqualität 0.00707817344017	naturbelassen 0.00674474751882	bundesnetzagentur 0.00589490978124	bauhaus 0.00568240418965	breitensport 0.00560371672144	bildungszentrum 0.00495691250313	mobilfunkanbieter 0.0045564257879	mehrzweckhalle 0.00445848444751	pflanzenöl 0.00425255872268	bowling 0.00407526970614	sportschule 0.00392056466989	sportanlage 0.00353671511872	standortfaktor 0.00322317967417
topic677	islam 0.133706954031	arabisch 0.120585426476	islamisch 0.112526588007	toleranz 0.082273329141	araber 0.0374686431573	muslim 0.0371242576376	marin 0.0298388549062	moslem 0.0291809122073	invasion 0.0243908895088	wahn 0.0235199395978	unbequem 0.0209616710453	religion 0.0202805160307	gleichgültigkeit 0.0198177073092	gedankengang 0.0195527937446	abstrus 0.0161781477257	multinational 0.01568174519	pornographisch 0.0151230183945	intoleranz 0.0125418168266	westlich 0.0124034286118	religiös 0.0118459035151	unterstellen 0.0111568976527	vergewaltigen 0.0108291676055	minderheit 0.0107929498141	krisenmanagement 0.00964657869787	bestie 0.00914985645189
topic678	zeitung 0.363991169136	allgemein 0.180415566704	rubrik 0.119326381585	süddeutsch 0.0376231613028	journalistisch 0.0349585602908	affe 0.0330947070978	buchhandel 0.0230019359661	aggression 0.021820087396	flugblatt 0.0200666076154	infostand 0.0174086325786	feuilleton 0.0137980555224	derivat 0.0129453754455	biologe 0.0121450944642	trägerverein 0.0104178583422	taz 0.0101739251328	vorspiel 0.00819022841008	kompost 0.00801833263566	wahlgang 0.00744084119216	sonntagszeitung 0.00727534824513	genuin 0.00654739199472	sonderform 0.00602560858528	prähistorisch 0.00579960969278	einspannen 0.00524134951115	erscheinen 0.00523337225585	ruhrbaron 0.00451694370128
topic679	kraft 0.255544714607	erde 0.248692857188	universum 0.051388751412	menschheit 0.0367326581103	unendlich 0.035124655859	same 0.026357725314	zeit 0.0232889285193	ewig 0.0188375288092	werden 0.0185873958093	schöpfung 0.0157737918653	kosmisch 0.0109560612021	südafrikanisch 0.0109294754747	kosmos 0.0105138431306	schöpfer 0.0100195817458	weltall 0.00974069203648	treten 0.00906991141839	groß 0.00833403623379	wahrhaft 0.00827883909068	verleiten 0.0077854413832	verborgen 0.00760093858684	unsichtbar 0.00663578211505	geschöpf 0.00633706724546	außerirdisch 0.00631922065262	unendlichkeit 0.00531497593094	lebenskraft 0.00501302964648
topic680	ordnung 0.278330337401	sorge 0.151508841361	störung 0.12513622817	treffpunkt 0.0736170899974	hörer 0.053122969789	ruhestand 0.0489008431721	puls 0.0425478731039	einholen 0.0418896875165	bescheren 0.0362122808321	abbrechen 0.0350025345301	läuferin 0.018738853158	schulgebäude 0.0187349731714	zusammenkunft 0.0144946908205	untermalung 0.0118287160399	zweimalig 0.00764471908162	herzrasen 0.00749335808945	nervös 0.00704933901382	kirchenjahr 0.00531292135524	weiterlaufen 0.00417586713488	nachbardorf 0.00398969011326	grundlegende 0.00315606724883	herzproblem 0.00280157637803	hintergrundgeräusch 0.00212860195627	herzrhythmen 0.00127813855247	pulswert 0.00115782555646
topic681	vorder 0.163267309915	hinter 0.15428046215	tanken 0.0857747941719	hervorheben 0.0651114707987	siegerehrung 0.0526562971905	prüfer 0.047452166339	wertpapier 0.0472197204711	moderieren 0.0446000309783	metzger 0.0291809571583	ausruhen 0.0253235731246	musikrichtung 0.0248918241597	erhofft 0.0240237812457	händchen 0.019693227725	tagesgeschäft 0.0154364400225	infanterie 0.0137215744839	rennfahrer 0.0119944603015	schieflage 0.011983868665	quarter 0.0115800786687	herrichten 0.0114910355018	zenit 0.0110558678077	bundeswettbewerb 0.0105643716668	filet 0.0100598615049	ehrenwert 0.00961887411812	aalen 0.00871373584145	rambo 0.00777878984281
topic682	kauf 0.249508120217	händler 0.248839328739	vertreiben 0.0690497118442	identisch 0.0487755274546	kosen 0.0391274067087	geringfügig 0.0303004486573	porto 0.0283761608841	auslieferung 0.0279730054146	klappe 0.0260357507818	ausstatten 0.0232819701983	zollen 0.0209931839829	praktikabel 0.0205073380773	verarbeitet 0.0177585323463	gleichbleibend 0.0168410375765	blenden 0.0143703542074	importeur 0.0131331244763	midi 0.012759447422	großhändler 0.0125069596935	novellierung 0.0116869852298	herstellerangabe 0.011469015345	beiliegen 0.0082793460207	sammelbestellung 0.00748150831327	purpur 0.00523730225635	hersteller 0.00476390839138	rückzieher 0.00378496197587
topic683	schwester 0.32139187738	akademie 0.191274466816	halt 0.107314085915	fahrwerk 0.0691823754874	leiterin 0.0525821335792	innenraum 0.0463873126764	brauchbar 0.0332967381479	außenbereich 0.0329175398047	spezialgebiet 0.0194874143222	ausgegeben 0.0140010266407	verbaut 0.0129551569885	tätige 0.0114476522202	kammerorchester 0.0101946028559	ebenbild 0.00946499113216	bereifung 0.00928659131439	forschungsthema 0.00754648035441	elektrostatisch 0.00748949421813	fürstin 0.00730548870698	karriereweg 0.00642601331111	franziskaner 0.00593226115573	börsenkurs 0.00430345462956	dankesrede 0.00370147402225	franziskanerin 0.00365845680601	feuerverzinkt 0.00343215277504	zierleiste 0.00162598638276
topic684	dame 0.398945813601	unsicher 0.065608627494	beißen 0.0534616689198	liebevoll 0.0494637295404	verträglich 0.0262171288434	rudel 0.02586642557	spaziergang 0.0234344740885	hundeschule 0.0230923194385	freudig 0.0204284099322	ängstlich 0.0186983118344	streicheln 0.0178610367282	madame 0.0174031601936	weltreise 0.0147704643076	preisgestaltung 0.013347825459	hüten 0.0130421148265	zerren 0.0113452377129	lebensmonat 0.0104575917803	lecken 0.0102625735712	artgenosse 0.00957943520517	anhänglich 0.00931651177556	abweisend 0.00870183518202	zicke 0.00868209259784	streicheleinheit 0.0086036247178	nonverbal 0.00811184121274	wesen 0.00809200333306
topic685	bundesstaat 0.0928421589428	darbietung 0.0665044308055	inschrift 0.0509675908323	indigen 0.0381511523868	tänzerin 0.0381077230118	skepsis 0.035769980296	popularität 0.0336385646768	göttinger 0.0334265964311	vital 0.0306350702939	mobilisieren 0.0299853208306	anmutend 0.0277832423931	zählend 0.0267367420907	lernprozess 0.0229952058542	verbindend 0.0212134619319	folklore 0.0177859531206	präsidentschaftswahl 0.0171883330656	flamenco 0.0168282350187	einüben 0.0164766144508	proberaum 0.0161914590085	entkräften 0.0147921597269	schulunterricht 0.0145981201315	teenie 0.0140431635599	parteifreund 0.013559081919	studentinnen 0.0134555218037	wasserturm 0.0131010620855
topic686	preis 0.525497411966	günstig 0.233763138185	preiswert 0.0436792173195	teuer 0.024384069258	billig 0.0215673064828	kosten 0.0159311690364	preisvergleich 0.0118461084024	unschlagbar 0.00902372592929	ordern 0.00780367512309	alternative 0.00779004652081	prestige 0.00695349261373	erschwinglich 0.00656144771528	vorgefertigt 0.00570936351993	ausgeben 0.00559694906067	formatieren 0.00511925089958	preisklasse 0.00475486784296	picknick 0.0044347799708	lohnen 0.00364079978659	stornieren 0.0033825676476	empfehlen 0.00326158512383	happig 0.00317343074591	textlink 0.00310066323025	anbieten 0.00270682505022	zuschlagen 0.00219609056604	vergleichen 0.00199101798048
topic687	kategorie 0.318211310041	anzahl 0.291399956568	betreffend 0.067784661543	frame 0.0346878772511	minimieren 0.0314962303189	intervall 0.0205046894661	gleichwertig 0.0193823748026	neustart 0.0187733366756	gestatten 0.0178647913361	tauglich 0.0149365339075	südamerikanisch 0.0143239416244	history 0.0137175731714	identifizierung 0.0133871559723	quantität 0.0133820582636	einordnen 0.0118158889126	wink 0.010504241044	mpeg 0.0104517633737	kinderrecht 0.00715978770016	bitrate 0.006964721318	umwelteinfluss 0.00664948608963	preisträgerin 0.00578467339115	dreistündig 0.00556611995118	versionsnummer 0.00472415804358	zaunpfahl 0.00455408973269	datenrat 0.00428162928052
topic688	angekündigt 0.142171962761	organisator 0.132876926847	firmware 0.1097564908	altbekannt 0.055639755246	vorgenommen 0.0439009777081	verehrt 0.0424892692872	gekürzt 0.0362263525727	stätte 0.0327057041315	mitteldeutsch 0.0296361617755	tagesschau 0.0287952992007	windschatten 0.026397337562	schrein 0.0226824836467	abfahren 0.021707824624	fürbitte 0.0188799827008	gönner 0.0186654573508	israelitisch 0.0140674645295	mache 0.013985113972	frauentag 0.0130708752867	mountainbiker 0.0124486345111	anrufung 0.0120506530972	kleinkunst 0.0114584433472	diakonisse 0.010477483808	klassentreffen 0.0104018922236	artikulieren 0.0102537652381	grimasse 0.00960354517112
topic689	alter 0.470570449079	jährig 0.121952795139	leidenschaft 0.0490643932051	jahr 0.0485808194092	akzeptanz 0.0331706729433	jugendlich 0.0323528646434	ältere 0.0303285943586	unterwäsche 0.0297048734934	altern 0.0244958503577	spezialisieren 0.0237400014501	studiert 0.0157606860377	wacke 0.0104005438116	fördernd 0.00843378883886	freien 0.00805141725262	polymer 0.00802270468048	dermatologie 0.00696921442808	veröffentlichen 0.00693813284191	erziehungsberechtigte 0.00678755392495	zunehmend 0.00576014966885	pharmazie 0.005745419471	abtrennung 0.00477829384422	lederhose 0.00430128736416	thermodynamik 0.00423789798915	mistel 0.00412954898037	produktmanager 0.00388851866127
topic690	kunde 0.464545726986	vertrag 0.119146846365	auftrag 0.086636374636	auftraggeber 0.0424996864996	kündigen 0.0217909276885	klausel 0.0119024453251	neukunde 0.00971994055122	baufinanzierung 0.00861929765406	versicherungsnehmer 0.00694564284278	haftpflichtversicherung 0.00644203636837	geschäftspartner 0.00636348874881	faxe 0.00617604336395	schriftform 0.00604360728003	vertragsabschluss 0.00571775126457	schriftlich 0.00546778660929	abwicklung 0.00533188671436	zufrieden 0.00491587796066	geschäftsbeziehung 0.00472216073406	zusatzleistung 0.004514130201	webbasiert 0.00405513017115	übernehmen 0.00388391995376	kommen 0.00350752977903	stellen 0.00350718554911	postalisch 0.00340474733293	geschäftsbedingung 0.00335193200197
topic691	öffnen 0.255574958274	feld 0.228866269447	fenster 0.225563885998	schließen 0.140641750753	füllen 0.0637007150236	ausfüllen 0.0363278002605	baugebiet 0.00869345348474	salsa 0.00772976598148	arbeitsgang 0.00406014037737	jahreskarte 0.00381009311359	fortbilden 0.00317156131853	teilfläche 0.00279783028902	bildungsstandard 0.00267314417868	wahlverhalten 0.00170016828429	endgültiger 0.00157982211752	sichtverhältnis 0.00142740184989	zeihen 0.00127970703697	finanzportal 0.00119048934577	schadenersatzforderung 0.00117776751059	biologieunterricht 0.00116346294534	wallanlage 0.00110608128754	kurzbezeichnung 0.000878583672074	doppelstern 0.000718156074823	ausbildungsschule 0.000675761379271	zulassen 0.000604031191929
topic692	raum 0.470314212128	region 0.26379737629	landkreis 0.102343387476	senior 0.0559563220274	ort 0.0289186195206	anbindung 0.016894220898	barrierefrei 0.0167020047533	seniorin 0.00801621914528	steckbrief 0.00586692672476	importiert 0.00574918226377	vertriebsmitarbeiter 0.00517748321626	fahrradtour 0.00395538442062	gesamt 0.00388503637208	suchmaschinenmarketing 0.00264888269036	seebrücke 0.00239874631244	neugeschaffen 0.00100380047355	abstrafung 0.000884032452162	betreuungsmöglichkeit 0.000681442999982	finden 0.000608633697604	zeta 0.000488886900599	badeparadies 0.000404097423306	schaffen 0.000326396977154	betreuen 0.000262330611324	regelmäßig 0.000228749469558	bieten 0.000217985572755
topic693	überdurchschnittlich 0.065871426871	geschäftsmodell 0.0636113778323	verlängert 0.0555733870986	prägnant 0.0552599530716	regulierung 0.0547126965327	abonnent 0.0473436514072	kundenservice 0.0454521078871	verpflichtend 0.0414720690901	forstwirtschaft 0.0391737416208	portfolio 0.0348832233391	leserschaft 0.0299150841798	zauberei 0.0278056502015	fallbeispiel 0.0267919445949	unternehmenskultur 0.0264126122683	fristen 0.0251362163396	trust 0.0219702300725	begrifflichkeit 0.0213752185369	abschliessend 0.0182285312884	werbebotschaft 0.0181773370797	braunschweiger 0.0169149817693	entwicklungsmöglichkeit 0.0164246645468	korrespondierend 0.0159459740846	eröffnungsfeier 0.0158524407846	anvisiert 0.0149381899648	konkretisieren 0.0149022141009
topic694	rabatt 0.108580690576	unverändert 0.0826132163876	handwerker 0.0781810528002	vorzeitig 0.0773961124251	verkauft 0.0699766251972	differenz 0.0666958993646	blech 0.0561623866727	balken 0.054476830915	bande 0.0542388609714	werkstätte 0.0497182654021	kupfer 0.0474735880845	maximum 0.0456081269365	anwesen 0.0419064089174	herzstück 0.0243854516434	ungelöst 0.0207675425673	überdimensional 0.0153727556391	erledigt 0.0121281171183	jugendstil 0.0115697722236	preissenkung 0.0108586515093	preisnachlass 0.0108570087543	transferieren 0.0105455905235	herstellungsverfahren 0.00810109372577	kügelchen 0.00733480567059	nebenstelle 0.00605238586892	austricksen 0.00537033316017
topic695	buch 0.387249086412	lesen 0.126974160504	leser 0.0650514025826	autor 0.0648010962293	autorin 0.0287742574794	lese 0.0240391588311	seite 0.0239448655749	werk 0.0117078339924	finden 0.0112918881566	thema 0.00983049814403	krimi 0.00921030686215	spannend 0.0088106169573	beschreiben 0.00704413130125	zeit 0.00700809267341	leserin 0.0066819940055	erscheinen 0.00658558026968	kurz 0.00648088792597	erst 0.00627523224575	empfehlen 0.0057632973358	verständlich 0.00531093491282	wissen 0.00443153388524	interessant 0.00415814688895	enthalten 0.00403189518058	machen 0.00402858678424	anlagenbau 0.0039258295109
topic696	bezirk 0.175366252176	viertel 0.169602471552	miete 0.127930976691	unabhängigkeit 0.0496858062156	stadtentwicklung 0.0436808718273	wohngebiet 0.0410992992092	familienfreundlich 0.0390449885586	allee 0.036279954848	senator 0.0321493346623	senat 0.0205655589522	kiez 0.0192985707314	verdrängung 0.0186344305377	mietpreis 0.0185827021683	spätsommer 0.0181327945513	prenzlauer 0.0176300289503	senatsverwaltung 0.0160237787288	grünfläche 0.0143593441959	arbeitsalltag 0.0141301114723	stadtteil 0.013907378309	umbaumaßnahme 0.0132719516154	durchzug 0.0115269874701	wohnungssuche 0.0114951493946	lokalzeitung 0.00939851799429	metropole 0.00855155351865	wohnumfeld 0.00799803031641
topic697	lücke 0.167868583309	träumen 0.159678557375	absetzen 0.10299095773	zähler 0.072209622292	überschuss 0.0373363975556	talentiert 0.0363371540862	rückstand 0.0330992584195	bildmaterial 0.032261968934	führungsposition 0.0309917495218	herzblut 0.0223264298807	industrial 0.0207730656046	alternd 0.0205404458012	zeitmangel 0.0186947767878	schutt 0.01864270597	sehnlich 0.0184927537965	einbauküche 0.0179798953309	zusammenpassen 0.0147238659988	basiert 0.0144313248714	dienstherr 0.0143290507023	debakel 0.014238004599	zeitlupe 0.0134717996316	entfliehen 0.0120225748618	bietend 0.0111172196377	hausgerät 0.00995879856391	fabelwesen 0.00872650769747
topic698	garten 0.272396466264	kaffee 0.156470120255	tee 0.0808249646979	kuchen 0.067337815486	café 0.040674878748	tasse 0.0394638677888	gärtner 0.0170299026783	marmelade 0.016492615665	beere 0.0160229199577	palme 0.0150784039431	üppig 0.0142391848376	taschenlampe 0.0137697146331	kasten 0.012299042141	gaumen 0.0119797221105	staude 0.0102733104834	spatz 0.00998045121933	bordeaux 0.00944917908534	mittagszeit 0.00871228929683	giraffe 0.00868080685773	baumeln 0.00759413372541	regenschauer 0.00725544618527	schön 0.00713165154098	gemütlich 0.00707137418473	sonnenbrand 0.00651938250372	dösen 0.0063459491721
topic699	treffen 0.858155482113	spanier 0.0242225797364	schwede 0.0166878387588	parieren 0.0120819986274	siegerin 0.00873231225883	überwintern 0.0079665610217	organisieren 0.00671455479458	champ 0.00559150204963	königsklasse 0.00530782957038	aufholjagd 0.00525165841699	argentinier 0.00503271547646	verwicklung 0.00474975917003	jetzt 0.0047407074791	streichholz 0.0042150606574	gegenseitig 0.0040971037238	eidechse 0.00376331697007	holzfäller 0.00326746580647	gemeinsam 0.00322027732984	ausgleichend 0.0029756059952	stattfinden 0.00242130424079	vorbereitung 0.00185838708201	einigen 0.00140628495746	brauchbares 0.00125585543446	fussballfan 0.00117538429297	unbekümmertheit 0.00071894935574
topic700	box 0.153806499881	klingen 0.089244400905	sound 0.0633927156108	klang 0.0603658724544	lautsprecher 0.0563852066073	akustisch 0.0412404688925	audio 0.0397638418334	boxen 0.0285056091405	weiche 0.0267686241315	verstärker 0.0252349266082	bass 0.023337116873	dynamik 0.0231108558838	klanglich 0.0157650360485	jüngste 0.0153798573436	wiedergabe 0.014453539035	unkonventionell 0.0137553578355	tuner 0.012719054856	hörbar 0.0116062370153	neuwertig 0.010518144683	hummel 0.0100194678423	hintergrundwissen 0.00999761954539	stereo 0.00926532628921	ohm 0.00909365692592	endstufe 0.00854330509098	unbenutzt 0.00851961815934
topic701	bedienen 0.196459410607	taste 0.167183498079	tastatur 0.109730630958	tippen 0.0716578768718	wurm 0.0680043417262	rauschen 0.0471184735784	fluch 0.0458514715489	wackeln 0.0397363206466	tasten 0.0200253062403	substantiell 0.0188614259293	bahnhofstraße 0.0160395322713	durchschneiden 0.0148738456717	universitätsstadt 0.0107126680486	finger 0.00957749457263	zeitnot 0.00922105926422	arbeitsbeginn 0.00901765151037	geruhsam 0.00893514365549	florierend 0.00883483499137	grenzwertig 0.00834058284109	lichterkette 0.00831893305072	mucke 0.00805354985764	lasertechnik 0.00756017918534	fensterfront 0.00743512695798	cousine 0.0070538248259	druckpunkt 0.00696677900855
topic702	fotografie 0.153686926863	fotograf 0.132076719771	produzent 0.0746622918489	gleichnamig 0.0591464127947	city 0.0585048546458	pariser 0.0473684184316	dokumentarfilm 0.0341514989568	fotografisch 0.0325974847828	ruhrgebiet 0.0263332617314	zusammenhängen 0.0263167464596	maulkorb 0.0253729439776	gedreht 0.0221761773058	kunstverein 0.0209329604451	salzburger 0.0208122123198	heldin 0.0183228166286	rindfleisch 0.0159154632718	großformatig 0.0150870439763	zweiteilig 0.0125301758981	kulturraum 0.0108962877866	studienseminar 0.0103775513548	kulturhauptstadt 0.00923701509129	pennen 0.00889809458272	persönliche 0.00888199739594	kunsthaus 0.00778306142754	ruhr 0.00750021259333
topic703	game 0.0421594526954	geben 0.0386885771437	spiel 0.0356384421678	entwickler 0.0228541444788	grafik 0.0210307450088	patch 0.0196458704978	version 0.0195161731923	konsole 0.0194962248383	xbox 0.0166328938323	spieler 0.0165016969206	release 0.0153827978701	bug 0.0148999516184	erscheinen 0.0143044714523	modus 0.0140868835446	kommen 0.0133518312729	zocken 0.0128999681326	erst 0.0121691654148	neu 0.0120560536208	teil 0.0115822169742	vorgänger 0.010816552493	playstation 0.00973198134828	halo 0.00970146337996	adventure 0.00962051139473	warten 0.00748528517904	zeit 0.00725415339683
topic704	kommentar 0.431625726155	eintrag 0.189652025327	rss 0.0658975609221	kommentieren 0.0643690637899	feed 0.052028795037	verfolgen 0.0500146172618	trackback 0.0332915244422	hinterlassen 0.0171283864761	seite 0.014978914411	psychotherapeut 0.0127191686877	vertriebene 0.0116957584244	grundstruktur 0.00846212912981	vorhanden 0.00525250698384	momentan 0.00475402604336	setzen 0.00452637973367	behalten 0.00407794144537	epidemie 0.00405153625401	folgen 0.00395512259457	anwendungsbeispiel 0.00261258493613	bleibender 0.00249963325715	wahlheimat 0.00237136378866	individualistisch 0.00233037211506	akronym 0.00174790686914	klösterlich 0.0017045747598	rekorder 0.00157962814734
topic705	liter 0.38015833904	karton 0.0726999378221	automat 0.058029522274	jemand 0.0517441643273	leck 0.0453372828693	belastbar 0.0417939024198	kaserne 0.0376142818716	kolben 0.0357921805468	kühler 0.0325618629389	hauptaugenmerk 0.0257490995693	birke 0.0242088195883	horrend 0.0222125304702	proportion 0.0217451780023	befüllen 0.0174853079967	solarthermie 0.0132747035039	lotterie 0.0120534007047	problemchen 0.0116954991674	beigabe 0.00959883748909	turbolader 0.00885532131558	beil 0.00802233854601	motoröl 0.00800569851104	kühlwasser 0.00761929819243	betriebstemperatur 0.00728443498052	kupfern 0.00696809323328	menge 0.00512210429241
topic706	reise 0.238088659284	urlaub 0.145260541362	buchen 0.0847557094439	unterkunft 0.0546002025839	aufenthalt 0.048342607963	pension 0.0422369265683	ort 0.029781387756	buchung 0.0266552950591	verbringen 0.0220777943006	einfach 0.0199309664141	reisen 0.0168495059428	metropole 0.0160726809898	finden 0.0100668520534	hotel 0.0095529567081	richtig 0.00917143223944	erleben 0.0091074530209	nah 0.00903868225325	kompanie 0.00897016556155	empfehlen 0.00846211796764	angebot 0.00841520573256	ferien 0.00839202015996	genießen 0.00790998373543	mieten 0.00655135066572	sehenswürdigkeit 0.0065095086365	bequem 0.00608335466628
topic707	runde 0.442704414268	locker 0.121587664912	schnitt 0.117389327805	rund 0.114800969189	tempo 0.0709276235714	gerüst 0.0142024692302	knicken 0.0106125078098	schnell 0.0066538409127	souvenir 0.00581350053477	puste 0.00576921710181	kenianisch 0.00551895713288	mitkommen 0.00498814074913	geschäftsanteil 0.00488249596808	erstaunt 0.00449033955345	experimentierfreudig 0.00403159559873	warterei 0.00376546267292	moritzburg 0.00316696453302	holzplatte 0.00316139605357	spachteln 0.00311551069853	stündchen 0.00304386160413	gedöns 0.00302571857083	volksbühne 0.00239633303938	kopfsteinpflaster 0.00235860499804	abgesagt 0.00235218563847	bammel 0.00225504375438
topic708	aufmerksam 0.274656605836	aufmerksamkeit 0.183927452169	kampagne 0.168730387144	ermitteln 0.121070375427	archäologisch 0.0497961604395	archäologie 0.0268609364806	vorreiter 0.0243356920738	privileg 0.0200138808271	kulturgeschichte 0.0181937519823	mülltonne 0.0174291152273	dreißig 0.0165835087295	wohneinheit 0.0134194129214	aufrecht 0.0102831529207	blockiert 0.00894814297679	freifläche 0.00684160383885	hydrant 0.00627842127263	schädigend 0.00567407389557	paradoxie 0.00514594906339	multitasking 0.00502590899637	töpfchen 0.00467998439495	unerwartete 0.00347410203644	machen 0.00281908200033	fotografierend 0.00183783324855	freiwerden 0.00126334048464	nebenbedingung 0.00109349431486
topic709	änderung 0.247777839187	ändern 0.23785753798	meldung 0.150689323477	reihenfolge 0.0705725569645	spalte 0.0644877043677	verzögerung 0.0258907540187	plane 0.0197678763454	letzt 0.017351316636	zuweisen 0.0159393502125	übereinstimmen 0.0121689462812	alleinig 0.0121173334347	syntax 0.0101946537371	type 0.0101898560458	statement 0.0101100778664	leerzeichen 0.00975741383511	volltext 0.00937924307144	sortierung 0.0084723025044	anführungszeichen 0.00760889352794	zeichenkette 0.00753568595667	schlampig 0.00730064720417	sprinter 0.00700972105823	rettungskraft 0.00606845187596	übersicht 0.00554800256115	bezeichner 0.00329175563386	ersetzen 0.00285877017576
topic710	kamera 0.151088465448	aufnahme 0.12786097325	objektiv 0.0542261475891	pixel 0.0314100911366	fotografieren 0.0303213404947	kontrast 0.0204309955245	blende 0.0142435563927	sucher 0.0138349307832	blitz 0.0119563442775	bildqualität 0.0116813731149	zoom 0.0104984536435	schärfe 0.0102261070369	manuell 0.0100997916603	camcorder 0.00979697246406	skyline 0.00914490108244	einstellung 0.00871656422662	scharf 0.00860546834563	bildbearbeitung 0.00859817134882	stativ 0.00810564845415	tele 0.00710958128215	unscharf 0.00698220015893	nikon 0.00673521763248	brennweite 0.00665021106952	machen 0.00644589406817	fotografie 0.00643846966485
topic711	gefängnis 0.109860773864	thriller 0.0887880406051	ableitung 0.0577781981993	körpergröße 0.0415474751856	arbeitskollege 0.0395516595292	temperament 0.0378590321479	gefürchtet 0.0362943861431	anrechnung 0.035765223102	satirisch 0.0347454302451	zustandekommen 0.0316794941085	redewendung 0.0315474393341	inszeniert 0.0313461531636	unterhalb 0.030815408424	abnehmend 0.0305081123906	freilassung 0.0300695272722	überzogen 0.0253025498145	zwanzigst 0.0215477453916	sonderzahlung 0.0197045019709	porträtieren 0.0186384240357	vermischung 0.018374630451	morgenpost 0.0167859299426	verwaltungsvorschrift 0.0125695087812	gesponsert 0.0123725496326	schmelz 0.0111306555067	sinnvollsten 0.0103821385212
topic712	freiwillig 0.318109557454	abteilung 0.287147691794	bindung 0.108771693223	schwingen 0.0508321439819	gefüllt 0.047972471184	traktor 0.0374572579795	modifikation 0.0316723705966	beisammensein 0.0191240591938	thermalbad 0.0141111043407	chronist 0.013167722897	lagerhaus 0.0114176547247	ortsmitte 0.0102753384308	rollschuh 0.00641880861589	duschgel 0.00631995292007	pforzheimer 0.00605287077461	altkreis 0.00574158662616	medizinmann 0.00461995814561	dienstplan 0.00449117205903	haushalten 0.00337087806992	teilort 0.00240007280104	schwertkampf 0.00235907293224	laternenpfahl 0.00215876815206	entfernbar 0.00166646574326	zusatzausstattung 0.00160726067474	alarmfall 0.000791595661094
