topic0	person 0.627751497261	station 0.101745998057	tisch 0.0710641622775	indisch 0.049798837081	stuhl 0.0336375040878	trauern 0.011898032084	beantragung 0.00856376178643	lauenburg 0.00797185187274	eindecken 0.00577800641002	münster 0.00560455078193	zweistündig 0.00554623197539	inklusiv 0.00536766451862	esstisch 0.00527106974502	freifläche 0.00488931548139	urlaubsreise 0.00467397636838	gesamtleistung 0.00388982302785	backend 0.00384235684505	festplatz 0.00330727778115	darlehensvertrag 0.0026364915709	crewmitglied 0.00262108017865	sondergenehmigung 0.00231921531035	beengt 0.00229594651786	scheibenwischer 0.00219458062479	stiege 0.00208959206841	weserbergland 0.00208942736894
topic493	ergebniss 0.0437722207065	positiv 0.0415216208975	zeigen 0.033824565684	negativ 0.0284835573636	einfluss 0.0225845601626	analyse 0.0208185295509	faktor 0.0143462069446	untersuchung 0.0135590101704	deutlich 0.012519597208	vergleich 0.0124680421659	auswirkung 0.0122188097035	zusammenhang 0.0120513156425	lassen 0.0114462318336	bewertung 0.0104991693031	beurteilung 0.00924864385104	ergebnis 0.00917868005728	beeinflussen 0.00883007520362	hoch 0.00867758854456	bedeutung 0.00834659091372	vorliegend 0.0081810163582	veränderung 0.00735312181467	führen 0.00703061713196	wirkung 0.00692458403207	ergeben 0.0069131999792	weit 0.00686183489545
topic494	verkehr 0.145761671932	pressemitteilung 0.107617716917	eröffnung 0.0981651322202	arena 0.0469022999886	insolvenz 0.0394137115675	bereitstellung 0.0317602918959	landratsamt 0.030000212541	beantwortung 0.0290406069675	berufungsgericht 0.0275038526043	geregelt 0.0252511060468	sicherstellung 0.021715976108	übertragbar 0.0216071515453	rückfrage 0.0201261992179	zweckmäßig 0.0173393109946	innenministerium 0.0172850733969	rückspiel 0.0159222718994	triple 0.0149873842193	eingebettet 0.0147377927255	programmheft 0.0141598878492	generalversammlung 0.013461786822	ankauf 0.0133042878634	insolvenzverfahren 0.0112687492718	koordinierung 0.011111100984	verbindlichkeit 0.01095031442	amtsblatt 0.0106298585048
topic495	wasser 0.718287687978	sauber 0.0378502343794	trinkwasser 0.0313681718766	flüssigkeit 0.0181940617798	umstellung 0.0177674563912	nass 0.0155985937733	wasserversorgung 0.0152247824175	aufbereitung 0.00909526378652	visionär 0.00800766977275	schonung 0.00759071020031	alarmanlage 0.00684387607768	dokumentarisch 0.00646079657802	fließen 0.00642707664911	quälend 0.00640619081708	süßwasser 0.00637936124523	brandung 0.00550633121252	flüssig 0.00536984055956	wässrig 0.00525391324691	verschmutzt 0.00427641436437	hydraulik 0.00408013952383	goldschmied 0.00406587077396	gehörgang 0.00378591048497	wassermangel 0.0036539668021	sud 0.00353373003137	liedermacher 0.00346959343184
topic496	schloss 0.237226950963	ausgezeichnet 0.127144788313	herausragend 0.1029589586	verfasst 0.0821107832021	feder 0.081289325077	talent 0.0709886859198	gestaltet 0.044622131806	damm 0.0341786036078	exzellent 0.027826838276	spannen 0.0187917254623	fußgängerzone 0.0181070161987	festsaal 0.0138230599397	biber 0.0123794298419	astronaut 0.0105462997218	herrenhaus 0.0102457482801	fußstapfe 0.00862085207233	einzelperson 0.00861843117594	flutkatastrophe 0.00840617021884	evaluieren 0.00772956826085	kaiserin 0.00729133380494	wühlmaus 0.00589807294399	projektleiterin 0.00545298702099	frequentiert 0.00495032716965	nagetier 0.00447832111177	schwimmerin 0.00442568795248
topic497	realistisch 0.100994374773	viertel 0.0787944513979	aufstellung 0.0782848332664	aufstellen 0.0771821488109	budget 0.0757111557797	punkten 0.0578635290531	taktisch 0.0452807601768	taktik 0.0426567916824	agieren 0.0393568029727	offensiv 0.037085181577	solide 0.028862569214	defensiv 0.0193398295788	beleben 0.019086920328	unrealistisch 0.0167220614666	lahm 0.0147045146856	brasilianer 0.0145777759191	mittelfeldspieler 0.0145679524373	pech 0.011990864486	platzverweis 0.0118344533164	hapern 0.0110124134312	auswechslung 0.0108202183785	zweitgut 0.0106181543895	anwärter 0.00954306895766	einschätzung 0.00925770417498	konstanz 0.00913739286712
topic498	orange 0.087397955756	roh 0.0632811667294	schale 0.0576775671775	honig 0.0475143384025	reis 0.0472341662366	getreide 0.0461397216196	nuss 0.0459789231764	suppe 0.0454320381875	zitrone 0.0328232924427	weizen 0.0324144106813	vegetarisch 0.0302724756309	sieb 0.0251536934028	aufkochen 0.0208395841665	löffel 0.0206916420054	haltbar 0.0175542675814	volkswagen 0.0171572736397	stattlich 0.0158927596941	unbeachtet 0.0155746996279	verfeinern 0.0151018959866	einfarbig 0.0138435095277	umschulung 0.011023802744	überfluss 0.0109207775286	rohkost 0.0105456053565	gerste 0.0099416650905	zugegen 0.00909730948228
topic499	hürde 0.0698455505471	hindernis 0.0660835883059	sektion 0.0489175829148	überwinden 0.0413827396214	bundestagswahl 0.0405545192736	delegierte 0.0341643811892	neoliberal 0.0336332331814	einteilung 0.0325533462281	zulauf 0.0319079885597	parteitag 0.0246324512225	qual 0.0216668263499	fußnote 0.0215688087496	generalsekretär 0.0205777413111	einleitend 0.0200379068093	bürokratisch 0.0179937649964	boulevard 0.0163789972712	handumdrehen 0.0147239626898	wirtschaftspolitik 0.0127930456104	bundesvorstand 0.0124110476577	beeinflusst 0.0123401940489	arbeiterklasse 0.0123235548088	sozialabbau 0.0122436882072	einigkeit 0.0119121647348	informell 0.0102912918941	kindererziehung 0.0102013557613
topic500	finden 0.0527525023147	sehen 0.0328208675585	gut 0.0314900011543	haben 0.0290638344232	echt 0.0270747718623	geben 0.0231560016896	kommen 0.0209832186844	sagen 0.0208951056517	wissen 0.0196910651358	einfach 0.0190950519972	machen 0.0185129064388	glauben 0.0167865006727	denken 0.0156999412147	meinen 0.0130292105532	geil 0.012492976203	kennen 0.0123030883775	schön 0.0110498761767	wirklich 0.011036898737	gehen 0.0105223276769	stehen 0.0102875959702	cool 0.00975538255026	hab 0.00951686746979	richtig 0.00939404856147	schauen 0.00930968820869	okay 0.00924806934109
topic501	unsicher 0.153969285899	vorurteil 0.0807607736386	biss 0.0474579671519	brandenburger 0.0397254655573	metapher 0.0380061344255	köder 0.0303479589928	kommentarfunktion 0.0281177646425	gebrochen 0.0267474613085	hering 0.0259053339659	temperament 0.0246433642663	gemeldet 0.0238992835285	unternehmerin 0.0216783023852	shoppen 0.0211503286704	vierjährig 0.0207818267423	bursche 0.0207377850054	besteck 0.0206632658998	redewendung 0.0205349960296	schenke 0.0194932773426	schicksalsschlag 0.0193349937956	alternd 0.018904582055	eindringlich 0.0181909306992	entspannter 0.017465927829	branding 0.0167764639781	burgenland 0.0166368847629	mülleimer 0.0156408537518
topic502	design 0.0367559884309	hochwertig 0.0283311810218	hoch 0.026595836496	gut 0.0209134754094	bieten 0.02088653066	lassen 0.0192131210156	groß 0.018272034914	sorgen 0.0179781988133	optimal 0.0163569054921	ideal 0.0158332469945	modern 0.0155909497839	optisch 0.0148483281353	qualität 0.0132180476695	leicht 0.0117527593501	papier 0.0111649399098	farbe 0.0108948777004	speziell 0.0106354562404	eignen 0.0105658568891	einfach 0.0102732593006	verschieden 0.0100056860059	größe 0.00850769465597	form 0.00849864612723	verarbeitung 0.00742272347961	kombination 0.00738325583345	ermöglichen 0.00736886894482
topic503	million 0.498865597989	weltweit 0.0925617608141	umsatz 0.0390933749875	konzern 0.0374695832298	quartal 0.0272089418641	milliarde 0.0265116711621	jährlich 0.0196548816025	erst 0.0164485742549	geschäftsjahr 0.0132846881321	verkauft 0.0103560220858	zuwachs 0.00961968581502	verkauf 0.00828936451842	geschäftsfeld 0.00792604588203	geschäft 0.00784025487617	patentiert 0.00680373630343	groß 0.00618930575968	dritt 0.00598387552244	geschätzt 0.00534511411753	investieren 0.00495176690472	welt 0.00458725456979	vorjahreszeitraum 0.00438290448041	garn 0.00394764296966	laufend 0.00386749441301	erzielen 0.00385679624426	jahresumsatz 0.00369241253138
topic504	unternehmen 0.201715037374	branche 0.0201082677891	marketing 0.0154107058517	gut 0.013846297931	mitarbeiter 0.0123070236011	management 0.0112824506043	firma 0.0105137726116	wichtig 0.0103919720859	strategisch 0.00887214742267	erfolgreich 0.00886984380847	markt 0.00854622269911	führungskraft 0.00851094706923	unternehmer 0.00839161956956	nutzen 0.00808501419256	neu 0.00760738610036	groß 0.00724612965509	business 0.00700776964786	mittelständisch 0.00638071102666	erfolg 0.00599396186063	eigen 0.0057824535915	ziel 0.00566053155364	dienstleistung 0.00538343962616	chance 0.00525156086052	kommunikation 0.00504336747627	strategie 0.00503485090262
topic505	dienst 0.316696159475	chef 0.121952887558	beschäftigte 0.107130455447	arbeitszeit 0.0685244142581	gewerkschaft 0.0560703931832	beamter 0.0326481216317	angestellte 0.0192525871255	vorgesetzte 0.0185053835358	arbeitstag 0.0140652763107	rückschritt 0.00912113408967	optimist 0.00896534901798	entwicklungshilfe 0.00816147907221	bezahlung 0.00791059523717	leisten 0.00777319435852	wehrlos 0.00762206720114	dienststelle 0.0068946222796	protestaktion 0.0067939095415	ungleich 0.00667462873791	voting 0.0066734834035	hinnehmbar 0.00651982105328	beamtin 0.00603419846364	öffentlich 0.00597660361403	pakistanisch 0.00595797715682	koalitionspartner 0.0059039079107	dienstherr 0.00588129916349
topic506	gas 0.046294613955	wärme 0.0450702222996	klimaschutz 0.0251021485021	umweltfreundlich 0.0238757170334	umweltschutz 0.0217408659198	emission 0.0212602371374	klima 0.017860169038	fossil 0.0172569891518	heizen 0.0162494532688	kälte 0.0151032314902	sparen 0.0149146769067	heizung 0.0145451184816	solaranlage 0.013126112255	einsparen 0.011892438626	solar 0.0116978361283	photovoltaik 0.0112645960485	kostengünstig 0.011217857067	erdgas 0.0107700870825	rohstoff 0.0107487843631	verbrennung 0.0106558897273	haushalt 0.0106388460221	brennstoff 0.0102495187399	erdöl 0.00990184837096	senken 0.00949692490996	erwärmung 0.00936606712446
topic507	fahrrad 0.25007132153	palette 0.0712567621335	elternteil 0.0659714027042	angestellte 0.0610547238164	statement 0.041889787784	tüte 0.0344098816849	oval 0.0338490438413	einbeziehen 0.0296573938842	berufstätig 0.027920888153	zurücklegen 0.0278053178281	volljährig 0.0246426394223	regelfall 0.0174738233017	hervorgehen 0.0173597012887	aufschrei 0.0163919205672	wetterbedingung 0.0151776246773	warteschlange 0.0149799477658	lästern 0.0123131736376	stichhaltig 0.0120485625108	fluktuation 0.0119234943647	herumschlagen 0.0106122545783	abschütteln 0.0104172543133	bestückt 0.00983710220275	aussortieren 0.00857762862815	unannehmlichkeit 0.0085303288677	tüftler 0.00789507614741
topic508	landkreis 0.385583691552	wissenswerte 0.0680671573526	satire 0.0382160807219	präsidium 0.0342873381641	sprichwörtlich 0.0328333410142	ortskern 0.0308685829847	meinungsäußerung 0.0258496158559	spiegelbild 0.0228121629429	schikane 0.0216476319002	tagesspiegel 0.0216083026331	satirisch 0.0208904203297	lesart 0.0156650351373	bildungszentrum 0.0123228429606	nebensache 0.0122006110261	drogenpolitik 0.0118571215798	pressespiegel 0.0115893151951	freihandelsabkommen 0.010536713282	pflegerin 0.0103989248153	gehörlos 0.0100096236637	anlasten 0.00959703141798	kenianisch 0.00927138367055	missglückt 0.00921452503478	aufhänger 0.00881927715758	verkündung 0.0085427781808	staatsrat 0.0078144327019
topic509	leistung 0.0508925076252	tätigkeit 0.0166579507777	gelten 0.0138376542421	höhe 0.0135391610784	anspruch 0.0120156015029	vergütung 0.0106214136537	unternehmer 0.0104662057331	einkommen 0.0102726452228	steuerlich 0.0100780327616	finanzamt 0.00981108964401	grundsätzlich 0.00942002316431	arbeitsverhältnis 0.00927915385417	steuer 0.00927726032288	erbringen 0.00925397232223	selbständig 0.00907944741735	fall 0.00833667562925	voraussetzung 0.00766378392738	eigen 0.00720710399086	aufwendung 0.00708428245875	wirtschaftlich 0.00700167125272	bestehen 0.00694775893387	rahmen 0.00692504387597	betrag 0.00626397707196	entgelt 0.00603980860736	geltend 0.00558081598198
topic510	herr 0.687204040747	dame 0.134957002053	schuh 0.0725682485845	leder 0.0301734530986	textil 0.0149594335927	alb 0.00682688654114	grau 0.0063488195796	camper 0.00512023621015	betriebsleiter 0.00496266351994	sitzungssaal 0.00367306680683	herausnehmbar 0.00335276663273	schwarz 0.00310792176757	ruß 0.00309308781731	strapazierfähig 0.00303240851912	sneaker 0.00275027482394	orangerie 0.00251088932413	weiterbildungsmöglichkeit 0.00215813170144	gebäudereinigung 0.00176135224527	maserung 0.00141682770675	innenausstattung 0.0013659400663	logistikbranche 0.00131516010896	mediadatum 0.00102793139716	weiß 0.000812117315174	regalsystem 0.000599108905958	obermaterial 0.000463331305614
topic511	religion 0.169582044194	religiös 0.103849381165	glaube 0.0941489283303	christlich 0.0738821131264	christ 0.037236496826	christentum 0.0287274867049	beschneidung 0.0181434699042	glauben 0.0157300815191	gläubig 0.0107724327239	moslem 0.0106905894527	überzeugung 0.0106371128821	buddhismus 0.0099183662586	tradition 0.00982665948104	toleranz 0.00916068140326	religiosität 0.00798447294563	symbolik 0.00784738316999	araber 0.00743738604075	weltanschauung 0.00730052345784	gedankengang 0.00716327562624	gleichgültigkeit 0.00712021087827	lehre 0.00695730315188	gläubige 0.00687375471648	inakzeptabel 0.00680263587055	orthodox 0.00633986438651	anhänger 0.00551575873777
topic512	welle 0.142631499529	tür 0.0876842963957	comic 0.0697413865473	strich 0.0516848075758	story 0.0501768056039	alien 0.0466346067281	neuauflage 0.0413198562667	frisur 0.0350255179468	mechanik 0.0268151728627	verbuchen 0.0251562199384	friseur 0.024866258432	zeichner 0.0205155087822	spritzig 0.0172207252256	spion 0.0159395657082	superman 0.0154645147246	parodie 0.0140472546787	hinterland 0.0140262966509	zeichnung 0.0136501901621	pointe 0.0117727405694	styling 0.0109315292241	titelbild 0.010784246186	paddel 0.00961255309498	superheld 0.00937979075734	geflügelt 0.00895856521127	ufo 0.00784902756113
topic513	magisch 0.0367128744678	mister 0.0305127049673	hexe 0.0281360822661	nackt 0.0262686908852	magie 0.0219785993839	zauberer 0.0216580069618	vampir 0.0216542669091	romantisch 0.0213823438462	bann 0.0204768272404	puppe 0.0171329831693	zauber 0.016050058773	verführerisch 0.0154777098844	hübsch 0.0130453085306	zaubern 0.0129497320752	entführen 0.012283815722	geliebte 0.0118253694777	fasziniert 0.010934402334	charmant 0.00979262358039	jungfrau 0.00951059437257	unschuld 0.00922267942178	eifersucht 0.00920363786592	aufregend 0.00884072032742	verzaubern 0.00843100993364	sympathisch 0.00833134590758	verwandeln 0.00825407028097
topic514	mast 0.0770358160273	abteil 0.066247640458	wirbel 0.0572135615249	leidenschaftlich 0.0561981946891	auszeit 0.0397640987851	hitzig 0.0355942068253	blinker 0.035536987635	punktzahl 0.0339559391055	unwetter 0.0325001909672	gefärbt 0.0295393824616	einspielen 0.0292152248778	anordnen 0.0262628334282	rotieren 0.0261466900825	taschentuch 0.0252635901785	astrologie 0.0243224730939	geburtsdatum 0.0192176910818	zusetzen 0.0184903684592	zwölft 0.01622703674	kasseler 0.015817947405	eurosport 0.0158057693411	venezianisch 0.0156205963609	pionierarbeit 0.0147328906818	löchern 0.0138707878592	famos 0.0136115677721	komiker 0.0128279520611
topic515	arzt 0.246077524601	medizinisch 0.12569075933	krankenhaus 0.116235699887	klinik 0.071573261324	versorgung 0.0643743245933	ärztlich 0.0437000321132	selbsthilfegruppe 0.0371433184735	patientin 0.027651007286	ärztin 0.0258810770201	gesundheit 0.0197955806154	prävention 0.015182166849	krankenschwester 0.0120617715179	praxis 0.010878358494	gesundheitlich 0.0105859035444	niedergelassen 0.0092545814178	chefarzt 0.00907657513966	zertifizierung 0.00759524750794	bett 0.00691852879349	physiotherapie 0.00644796643799	geburt 0.00515361264829	krank 0.00510065896024	schreiner 0.00508960289733	qualitätsmanagement 0.00493261851656	hoch 0.00454583032238	diagnostisch 0.00391866789274
topic516	kind 0.594228179607	eltern 0.111668545716	familie 0.0361978353549	erwachsene 0.0200440843976	geburt 0.0134989495856	jahr 0.0107541357689	alter 0.00993259385254	gemeinsam 0.00951992126795	geben 0.00809811111389	kleinkind 0.00649712643874	baby 0.00506604933409	früh 0.00504545584669	wichtig 0.00470054228636	kindlich 0.004584340455	lebensjahr 0.00387493237289	finden 0.00382834744968	entwicklung 0.00363381514069	erwachsen 0.00345469250895	erst 0.00339623347801	umgang 0.00328218194371	leben 0.00326768270895	eigen 0.0031360576898	sorge 0.00312471132045	klein 0.00309677916751	kleine 0.00305488180291
topic517	deutsche 0.288779442958	ehemalig 0.283680500468	europäer 0.0392922560396	häftling 0.0357890943883	düsseldorfer 0.0356570982835	italiener 0.0312771743828	testspiel 0.0172147215007	gedenkstätte 0.0166477291588	einstig 0.013928733921	acker 0.0133597502401	esoterisch 0.0117343256313	afrikaner 0.0107096541785	aufruhr 0.010469699025	naturgegeben 0.0101860865106	amerikaner 0.0096374409003	mahnmal 0.00949255132424	konzentrationslager 0.00704016706452	überlaufen 0.00692166570832	rechtsextremistisch 0.00684756684901	besessen 0.00600435076043	unerkannt 0.00595474585355	mentalität 0.00587715513762	willens 0.00524837943719	antifaschist 0.00512894940967	hausdurchsuchung 0.00511192766174
topic518	zahn 0.188571442568	journalist 0.161453231077	zahnarzt 0.0965818576444	mund 0.0815802060797	reporter 0.0562535395252	journalismus 0.0362931198496	versicherungsschutz 0.0322194173146	killer 0.0320091510975	recherchieren 0.0307242111668	journalistin 0.0303938158391	unfallversicherung 0.0218044647423	anrechnung 0.017613818914	pressefreiheit 0.0174046686253	spießer 0.0172478173547	anonymisiert 0.0171940100047	mechaniker 0.0168559671039	korrespondent 0.00980639522679	zwischenergebnis 0.00974204276571	charakterlich 0.00962682717937	gebiss 0.00860734955275	recherchiert 0.00810001063441	bildunterschrift 0.00803586640431	monströs 0.00739704934203	mitfühlen 0.00631482612306	schutzbereich 0.00599164417494
topic519	toll 0.0685216159906	schön 0.0648156233166	gut 0.0498192382631	super 0.0324004073852	finden 0.0292080498899	spaß 0.0286423229235	einfach 0.0262807577622	wirklich 0.0239510586378	geben 0.0190423604038	richtig 0.0180673441059	nett 0.0174709736126	machen 0.0158291456014	echt 0.0156039361415	erst 0.0150667652016	groß 0.0145124355266	klein 0.0138475222761	absolut 0.0138090552744	klasse 0.0115426444292	freuen 0.0108962583971	gefallen 0.0106607573833	kommen 0.0101179576082	nah 0.00871931562405	wunderbar 0.00824907376471	schnell 0.00811586782432	mal 0.00785175859144
topic520	thema 0.180788874454	finden 0.0345983509575	geben 0.0273802918987	vortrag 0.0254415511325	workshop 0.0206394172822	interessant 0.0189511708065	aktuell 0.017716743141	verschieden 0.0160479740799	stellen 0.0151965127539	wichtig 0.0150301286892	bieten 0.0137399981732	einblick 0.0135928496983	präsentation 0.0129573087357	stehen 0.0128362272861	weit 0.0122093957064	möglichkeit 0.0116864176054	zeigen 0.0115476434385	diskussion 0.0109772990951	informieren 0.010023824144	gehen 0.0100100706492	beschäftigen 0.00991080668197	information 0.00967526416081	frage 0.00961383267548	bereich 0.00955967131698	präsentieren 0.00927123389647
topic521	fest 0.123429313359	weihnachten 0.0907162541515	feiertag 0.0295508501933	ostern 0.0260004521375	weihnachtsmarkt 0.0200071112884	fröhlich 0.0191492611613	advent 0.0176959987487	festlich 0.0155411905254	feiern 0.0147520185981	silvester 0.0140589351552	krippe 0.0126026424177	plätzchen 0.012328751893	weihnachtszeit 0.0120840493218	weihnachtsfest 0.011108872777	liebste 0.00942000830363	weihnachtsmann 0.00859570442596	traditionell 0.00854731973157	weihnachtsbaum 0.00835378524978	besinnlich 0.0083153726755	bunt 0.00815342249502	einstimmen 0.00786828361537	member 0.00763606820841	kanu 0.00761101188047	adventskalender 0.00725243662771	geschmückt 0.00724232524209
topic522	krieg 0.156608882009	soldat 0.0743959790963	armee 0.0465691936159	truppe 0.044281779443	weltkrieg 0.0374904515025	militärisch 0.0324783981925	franzose 0.0221703217766	schlacht 0.0199912255867	waffe 0.0164685185177	militär 0.014141169283	österreicher 0.0139982981365	frieden 0.0135235175503	angriff 0.0121698496172	feind 0.0121412929787	zweit 0.0116214495391	kampf 0.0110562700038	mann 0.0102708687529	erst 0.00908763439588	schwer 0.009048212574	zerstörung 0.00819639556407	napoleon 0.00744266457949	verlust 0.00735121091929	führen 0.00722791321305	luftwaffe 0.00722389218905	nationalsozialist 0.00711630479475
topic523	zeichen 0.113301532447	typ 0.0898366914126	methode 0.0897986669	zeile 0.0636673959181	aufruf 0.0316115746347	index 0.0298382479533	dynamisch 0.0263851537609	ausdruck 0.0175228644391	base 0.0164179678783	statisch 0.0144503853634	stehen 0.0138988971212	string 0.0138980250708	verwenden 0.0118129502854	definieren 0.0115568624655	hip 0.0111074408578	umwandeln 0.0110907069587	erst 0.00987087863709	byte 0.00959416427466	setzen 0.00914093397445	erzeugen 0.00850311194321	übergeben 0.00833171987343	umwandlung 0.00786838476709	quellcode 0.00720113310062	folgend 0.00694522003529	konvertieren 0.00671935773845
topic524	eingang 0.138579172516	option 0.137269199137	ausgang 0.116232986649	animation 0.0663364570317	receiver 0.0461971853849	visitenkarte 0.0359102939809	penis 0.0334502009038	aufschrift 0.0315318951877	animiert 0.0195533530762	stumm 0.0171943411447	geste 0.0167636941026	pfiffig 0.0160987513683	bekanntermessen 0.0158830448007	kernkompetenz 0.0151454203075	outsourcing 0.0146683675635	leistungsangebot 0.0137230358543	amphitheater 0.0132789191108	mpeg 0.0125230031324	dolby 0.0117720318944	vogtland 0.0117717920063	counter 0.0110892988886	soundkarte 0.011084042377	gegenstück 0.0108837657437	zukunftsträchtig 0.0103303859342	grußkarte 0.0101197816222
topic525	tip 0.522058318583	trick 0.108128943278	hilfreich 0.0860167047027	informativ 0.0615083492121	spot 0.0395623731055	muss 0.0283982551962	geheimdienst 0.0242909259165	listen 0.0157339283418	terroranschlag 0.0127018995551	buggy 0.0103293014972	pfeiler 0.00884592495235	linksammlung 0.00730060140196	gleichgesinnten 0.00682664977908	besiegeln 0.00542100107259	fundamentalismus 0.00539194857096	wissenslücke 0.00388682932064	drachenfliegen 0.00377715706499	geschätzter 0.00323086020613	stöbern 0.00298057737278	helfen 0.00290349584356	terminkalender 0.0026603970398	geräuschlos 0.00255294172954	trittbrettfahrer 0.0023834509675	wunder 0.00226115051601	achtung 0.00203234774703
topic526	erfreuen 0.134568021857	werben 0.108518289616	ferien 0.0954966952143	beliebtheit 0.0604614805022	queen 0.0438783525578	proben 0.0436845474821	musical 0.0403479245627	turnhalle 0.0396056736574	kopfhörer 0.0358890629113	vorführen 0.0288078256213	bürgerhaus 0.0283215826513	ernstfall 0.0261518800833	saugen 0.0258203049464	vorverkauf 0.0238704392299	shooting 0.0235686790496	stiften 0.0228427419659	wirtschaftsminister 0.0196813315773	grundschüler 0.0181221661535	kanzlerin 0.0176541940423	fetzig 0.0143158786108	barrikade 0.0113966563708	durchringen 0.0104198326082	verstaubt 0.0103742699693	anschaffen 0.0102584483839	hauptschüler 0.0100366552893
topic527	aktion 0.523112851084	bunt 0.126435680784	toleranz 0.0562872705555	outfit 0.0316807320722	unterstützen 0.0133016716951	extravagant 0.0124857487756	tolerant 0.0123372071125	zivilcourage 0.0119727741323	rechtsextremismen 0.0100740998691	machen 0.00977505523907	sensei 0.00914740818844	informationsstand 0.00837178226434	akzeptanz 0.00762320611236	zeigen 0.00761396107699	unterrichtsfach 0.00642413628206	wichtig 0.0063895999682	weltoffen 0.00635535019654	arbeitsauftrag 0.00542983441316	einsetzen 0.00533379713495	wehrhaft 0.00474818495805	engagieren 0.00472923267632	kiffen 0.00424476471368	vielfalt 0.00421850785653	sekundarschule 0.00420327737254	gemeinsam 0.00418193586751
topic528	droge 0.0815674615826	ausländer 0.0581873877603	konsum 0.0458400474829	alkohol 0.0300131958874	strafbar 0.027009545739	anstalt 0.0259342599339	abhängigkeit 0.0215702059632	abhängig 0.0203304786013	aufhalten 0.0188335234746	zweijährig 0.0178401175982	unerlaubt 0.0166603779194	hilfeleistung 0.016569876346	strafe 0.0162245941159	vorsätzlich 0.0159869356819	schulabschluss 0.0146787143396	fehlverhalten 0.0139684542338	aufenthalt 0.0136933054638	konsumieren 0.0134687772117	verbleib 0.0130327683289	befristet 0.0130063047147	mindern 0.0120883252351	schriftstück 0.0115548732855	einstufen 0.0113739000052	freizeitgestaltung 0.0113109585656	vertieft 0.0111171386455
topic529	tag 0.363592218121	stunde 0.125919729712	nacht 0.0543259594607	zeit 0.0355464400877	lang 0.0260219432932	morgen 0.0178300823755	erst 0.0172624054281	nah 0.0153081900661	schlafen 0.0143218521931	dauern 0.0137446769633	bett 0.0131775584563	spät 0.0129556367779	ganz 0.0126353214098	täglich 0.0123534277423	halb 0.0123153205303	letzt 0.0121451966632	gehen 0.011399395866	abend 0.0107852584923	schlaf 0.00914047379642	früh 0.00878048596478	beginnen 0.00776440764097	verbringen 0.00718529315348	kurz 0.00626744299302	kommen 0.00625905534756	woche 0.00496799272176
topic530	ebene 0.275073854476	biologisch 0.0990528320675	gezielt 0.0502796061138	genetisch 0.0449079137779	klient 0.0442491272978	indirekt 0.0419183942277	mechanismus 0.0352244269414	intervention 0.0351926018087	forschungsergebnis 0.0282917641128	berührung 0.0279387405111	setting 0.0258621160124	aktivierung 0.0234392619726	dna 0.022368318461	eben 0.0166733740667	bewegungsablauf 0.0141822350829	normalfall 0.0133720611431	grundlagenforschung 0.0126359039613	wendepunkt 0.0121199485395	reproduktion 0.0119734381668	betont 0.0114854953863	physiologisch 0.0112216769055	komplementär 0.00998829443729	paradigma 0.00943541784744	vorherrschen 0.00900329323781	klientin 0.0089530405531
topic531	inhalt 0.180506417945	nutzung 0.031802674591	seite 0.0316712965199	übernehmen 0.0246021942956	ausdrücklich 0.0221983010603	information 0.021001537311	jeweilig 0.0201737759322	verantwortlich 0.0194624290629	haftung 0.0191382407675	möglich 0.0189595503565	urheberrecht 0.0178422836937	dritte 0.0164142620056	gewähr 0.0157434896925	verlinkt 0.0152651033893	datum 0.0140980997839	zeitpunkt 0.0120923058543	fremd 0.0116279716414	eigen 0.01154570247	betreiber 0.0114702651816	webseite 0.0111810234463	vollständigkeit 0.010821429334	cookie 0.0104038574361	extern 0.0103244735725	richtigkeit 0.0101240758834	zustimmung 0.00929540821193
topic532	entwicklung 0.0393557061599	prozess 0.0286201878408	basis 0.0194653499164	grundlage 0.0192935026832	struktur 0.0191216147739	verfahren 0.0180213953788	methode 0.017277761102	ansatz 0.0170055356932	ziel 0.0164179677159	technik 0.0161964455091	entwickeln 0.0156346531869	technisch 0.0117906761968	wichtig 0.0102782261623	wesentlich 0.00891340392972	komplex 0.00872840689712	verschieden 0.00848065393565	neu 0.008225116266	anwendung 0.00726658741139	kommunikation 0.0068751077951	grundlegend 0.00682501246539	weiterentwicklung 0.00669794321866	ermöglichen 0.00665138598611	rahmen 0.0066330770329	zentral 0.00656334359805	effizient 0.00645284840158
topic533	tabelle 0.3213166247	sack 0.0990748116669	kilo 0.0719790578277	troll 0.0407518934871	cousin 0.0356692476639	relation 0.0336633088061	addieren 0.0232434413191	tele 0.0224631323903	wiegen 0.0208546986508	stinken 0.0176807300362	sacken 0.0167118456378	forenregel 0.0164926210749	hinreißen 0.0152250963191	abändern 0.0144122635321	kiwi 0.0140949365608	klumpen 0.0134414488017	scherzhaft 0.0116859685195	lokalität 0.011326427713	basiswert 0.0110995639875	sachdienlich 0.0104579171367	eingeborene 0.0103724069094	allheilmittel 0.00942673751584	schulterhöhe 0.00831445624754	beschäftigt 0.00813704352258	voraussage 0.00799298877277
