topic0	intern 0.239484975317	sperren 0.0527377663754	klinikum 0.0406459347849	sperre 0.0385961572507	freigeben 0.0337921961521	heidelberger 0.0260115725237	touchscreen 0.0242914141708	memory 0.0240189468173	nokia 0.0237664681216	verlegen 0.0229396612029	kies 0.0205938734228	editorial 0.0180266538965	dicke 0.0177676099026	speicherkarte 0.0167245921903	mitbewerber 0.0159649408145	anfangszeit 0.0143081743988	schreibend 0.0136930558746	eingabefeld 0.0133623884308	lesend 0.0120979203411	privatleute 0.0110862821355	sortiert 0.0103372261536	ambulanz 0.0102915120182	verfuegung 0.00995531732395	überprüft 0.0097918772061	gemeinschaftsprojekt 0.00963115893689
topic226	live 0.202332353181	wette 0.057416318049	sturm 0.0413686969655	außen 0.0357196474221	clever 0.0353347576499	gasthof 0.0242881211946	api 0.0233101364266	spezialist 0.0231531575696	premier 0.020882497745	übertragen 0.0174272757268	privileg 0.0167623839072	bob 0.0149025729681	komplettieren 0.0146653228096	teammitglied 0.0138570022331	kicken 0.0136819383279	müller 0.0122520758771	brilliant 0.0119245841765	ablöse 0.0115282524366	unkonventionell 0.0112629484668	vorenthalten 0.0110406491575	pizzeria 0.0109636046148	teamgeist 0.0108651035229	hautnah 0.0108472689111	luftdruck 0.0107987538359	sportwette 0.0104559102239
topic227	gast 0.110278784031	bar 0.0476005346367	restaurant 0.0456067014924	getränk 0.0205014686765	café 0.0172635970554	küche 0.0160402455554	ambiente 0.0149933094042	speise 0.0147667690058	sauna 0.0131925600236	weihnachtsmarkt 0.0127425789736	spezialität 0.012093275242	gastronomie 0.0114049323241	traditionell 0.0113856776409	suite 0.0105983114715	atmosphäre 0.0102738238308	matratze 0.00923117327512	traumhaft 0.00917023133261	arrangement 0.00902427003248	genießen 0.00876582680658	appartement 0.0081489258486	laden 0.00814687223622	buffet 0.00813935548635	gemütlich 0.00813447564855	guide 0.00799397431023	sorgen 0.00777538972559
topic228	karte 0.426640093181	titel 0.234008725739	teich 0.0579236146859	verfasst 0.0533017251831	card 0.0219052671143	frost 0.0146432369531	bargeld 0.0138509611094	ast 0.0124705595224	startplatz 0.0101818824043	birke 0.00925022177823	schmankerl 0.00868029132675	biber 0.00803604161911	windschatten 0.00699563887562	rinde 0.00671938360185	abendbrot 0.00610477309352	lösungsweg 0.00590462533091	busbahnhof 0.00536550818086	verspeisen 0.0047920969127	freilassen 0.00437759392052	direktbank 0.00433446143951	sibirisch 0.00413057118184	warteschleife 0.00376499415369	legen 0.00361791561644	vorbereitungsspiel 0.00347905501216	pappel 0.00338368304181
topic229	pumpe 0.0642753024655	erlös 0.0508997640517	erneuern 0.0386525877956	pumpen 0.0307596547408	baureihe 0.0306925121429	wasserversorgung 0.0259141437985	referieren 0.0244839868072	waldorfschule 0.0241375427951	fußnote 0.0223019430199	bemerkung 0.0218893061629	turbine 0.0199128331202	buchhaltung 0.0198468235357	plattenfirma 0.0189562303343	grundausbildung 0.0187172282872	lauenburg 0.0178429978934	empire 0.0175071764002	pressebericht 0.0173221234465	fotogalerie 0.0162252572864	kühler 0.0152141165387	festigen 0.0148119141035	hummel 0.0139245590404	einsatzgebiet 0.0134102961384	schlesisch 0.0130931987496	kommunikationsmittel 0.0126414834355	süßwasser 0.0121067285885
topic230	familie 0.531668691328	hobby 0.0524035204693	löwe 0.0328395219475	freizeit 0.0233636158902	kurzbeschreibung 0.0196833177493	keramik 0.017391520177	handwerker 0.0162675177647	elterlich 0.0146594440538	beruf 0.0126264764991	putz 0.0116528102396	autofahren 0.00933718531191	handarbeit 0.00863182768044	skorpion 0.00802178601257	brauchtum 0.0075083173317	stier 0.0074435903944	schwiegermutter 0.00740110929328	solarenergie 0.00726294955939	weingarten 0.00704456185378	horoskop 0.00702951743175	gottesmutter 0.00681164515532	einwöchig 0.00676771482157	ungemütlich 0.00662647098819	sternzeichen 0.00632747076839	familienbetrieb 0.00610479097689	innenausbau 0.00587790633881
topic231	fest 0.306180203277	drücken 0.152401409275	stein 0.132274066386	daumen 0.0858801193741	camp 0.0349043280268	schlag 0.0171045906128	trommel 0.0128545017234	schlitten 0.0126423965931	tinnitus 0.0111536637634	musikinstrument 0.00919864531868	schneien 0.00892301914522	mosaik 0.0086523276147	ehrengast 0.00856825629146	heiligabend 0.00805413324762	log 0.00795418144481	winken 0.00715470633022	blizzard 0.00695936038804	sonderregelung 0.00554175359972	herzenslust 0.00521496030127	selbstverteidigung 0.00504837784015	kobold 0.0049381836052	klassenlehrerin 0.00481561527304	sampeln 0.00424793546488	eber 0.00423902782539	quali 0.00419307017644
topic232	gesellschaft 0.018059389594	neu 0.0139971101849	gesellschaftlich 0.0128091509213	wissenschaft 0.011078949066	entwicklung 0.0109815522371	theorie 0.0105230092034	revolution 0.0099135864613	jahrhundert 0.00877695512626	verhältnis 0.00865039132504	historisch 0.00772903181184	these 0.00713927909054	modern 0.00665618645146	frage 0.00649186628954	geschichte 0.00624393765315	prozess 0.00620820221595	wissenschaftlich 0.00612813885081	kollektiv 0.00568978760499	politisch 0.00543963752307	radikal 0.00511181310392	kultur 0.00464849521991	welt 0.00458014478572	zeit 0.00456712600628	diskurs 0.00412264214041	bürgerlich 0.00410066294516	allgemein 0.00406335521021
topic233	text 0.108778244213	zeile 0.0325592877225	tabelle 0.0298221358126	pdf 0.0256145307862	beschreibung 0.0224406417559	name 0.0177419169939	spalte 0.0171971699907	herunterladen 0.0167182521917	geschrieben 0.0149515848919	inhalt 0.0138341517034	kopieren 0.0123563588799	index 0.0116708331319	einfügen 0.0115668580598	datei 0.0115165089829	enthalten 0.0106756703096	verwenden 0.010172894086	beispiel 0.0100990420163	skript 0.00962502569408	attribut 0.00932617158712	ebook 0.00916588125273	abschnitt 0.00915179128285	downloaden 0.00897571318453	folgend 0.00887472025792	befehl 0.00885237130741	vorlage 0.00760555889126
topic234	kirche 0.214251821551	katholisch 0.0559758761871	evangelisch 0.0555229657896	gemeinde 0.040659687834	gottesdienst 0.0369722627624	pfarrer 0.0352386169833	kirchlich 0.0298742464352	papst 0.0288205606123	bischof 0.0284770108151	christlich 0.0269739996212	priester 0.0162918018602	taufe 0.0162816218551	christ 0.0122683168329	orden 0.0100161702256	neu 0.00962018725192	theologisch 0.00906486149585	geistlich 0.00880897807593	dienst 0.00797836299248	gemeinschaft 0.00791968822732	katholik 0.00734409839275	pfarrkirche 0.00716469454897	theologie 0.00712466586019	amt 0.00650935986926	glaube 0.00636692622549	buchhandel 0.00612823191026
topic235	präsentation 0.112623082384	community 0.0985343695989	ergänzung 0.0948683312959	erweiterung 0.0810406613269	www 0.0396139447721	nahverkehr 0.025189602095	hybrid 0.0238299867177	panel 0.0213432722711	programmiersprache 0.0202535102908	verlosung 0.018860365951	lotus 0.0170996736715	framework 0.0166555744259	internetportal 0.0163659109392	slogan 0.0156214612507	rostocker 0.0153121338997	endverbraucher 0.0152167689816	zink 0.0146909851606	therme 0.0133229771996	passion 0.0130900479402	laminat 0.0123646351839	application 0.0121809925149	multi 0.0114279917111	umkehrschluss 0.0111746712561	wirtschaftsinformatik 0.00992126196871	ermöglicht 0.00979615158402
topic236	neu 0.0500967128512	version 0.0430159611003	datei 0.0346628043856	update 0.0210638148324	einstellung 0.0185898773293	starten 0.0119370819771	geben 0.0116069281034	option 0.0114264254392	ordner 0.0113387264533	installieren 0.0111619056786	ändern 0.00998670657904	installation 0.00984589140589	menü 0.00984124717528	aktuell 0.00871996157588	wählen 0.00863483632482	automatisch 0.00813146588167	gehen 0.00798320516187	plugin 0.00766590802039	sehen 0.00745589909079	programm 0.00732948919907	änderung 0.00730140214684	treiber 0.00728420167827	löschen 0.00719903768867	rechner 0.00711708829561	laden 0.00653432362364
topic237	schiff 0.0633579711465	erde 0.0535894760834	planet 0.0405245947771	mission 0.0255052353445	rakete 0.01579827178	groß 0.0130840798473	allianz 0.0129729070499	pirat 0.0124365891111	bord 0.011140813145	mine 0.0107448497916	raumschiff 0.00972434262671	bombe 0.00943238682371	marine 0.00899350058117	weit 0.00832794167205	streitkraft 0.00832419863522	besatzung 0.00801438913169	panzer 0.00798740593169	uniform 0.00743278596436	flotte 0.00739164599998	sektor 0.00720700936986	ozean 0.00693218974154	entfernung 0.00653211366448	nuklear 0.0063357491024	atmosphäre 0.006219099845	befinden 0.0061651032598
topic238	lassen 0.0131998086071	angeblich 0.00659698001065	offenbar 0.00650638426364	eigen 0.00626344320898	bleiben 0.00505969359048	weit 0.00470399813567	halten 0.00469902092853	handeln 0.00465013486891	geben 0.0045115708617	heißen 0.00440122791026	tatsächlich 0.00436221431369	zeigen 0.00433841933152	zeit 0.00433605103891	scheinen 0.0042366064007	gehen 0.00402879323138	rede 0.00396667048927	spät 0.00381073583557	machen 0.00379942976687	fall 0.00372030318796	öffentlichkeit 0.00368182585258	wort 0.00366125804158	stehen 0.00357946333002	ende 0.00348063516288	letzt 0.00345256007416	öffentlich 0.0034452495913
topic239	klasse 0.39781375488	plakat 0.0556288977857	schießen 0.0392289585461	schütze 0.0384805783291	schuss 0.0354989181489	puppe 0.0291862097027	indianer 0.0246194894158	portugiesisch 0.022542413616	regelwerk 0.0202192696476	granat 0.0168198550824	schützenfest 0.0144073230403	kaliber 0.0140627489751	unterrichtsstunde 0.0131056570175	göttinger 0.0128597922204	zahnärztlich 0.0120709456796	beschuß 0.0110495185247	schützenverein 0.0108744300456	augenarzt 0.0108509152499	gewehr 0.0104853770358	autovermietung 0.00985307435461	veteran 0.00901396331632	berufsunfähigkeitsversicherung 0.00788115908525	dreißigjährig 0.00738078212202	armbrust 0.00701590412275	siebenjährig 0.00683596949238
topic240	marke 0.279612347948	eingetragen 0.0726656968434	inhaber 0.0539535059726	aussteller 0.0442576390924	jeweilig 0.0377399259124	eigentümer 0.0348605246326	besitzer 0.0291484300994	eigentum 0.0272669888516	warenzeichen 0.0263977833799	airline 0.0263651452735	ausgewiesen 0.0253042207245	aufgeführt 0.0233130847835	knopfdruck 0.0175263350849	face 0.0152123611141	messestand 0.0130755768622	internetpräsenz 0.0119772509717	suchanfrage 0.0114819664821	firmenname 0.0108861416926	internetadresse 0.0107671115543	telefax 0.0106142846297	markenrecht 0.0101082394216	vollversion 0.0100260302733	unverbindlich 0.00919978479372	gefragt 0.00866505727228	einzelhändler 0.00859024343347
topic241	anwalt 0.0573318618758	rechtsanwalt 0.0328745728095	frage 0.0297924614192	kreis 0.0265589277369	wenden 0.0256702782917	mandant 0.0241788093678	ratsuchende 0.018431791274	helfen 0.0126038357694	entsprechend 0.0123455816729	kanzlei 0.0096557501112	beraten 0.00951580643333	gerichtlich 0.00941404686567	weiter 0.00939184310013	stehen 0.00849982533529	abmahnung 0.00838209354114	erbe 0.00747590661764	testament 0.00705101575827	unterstützen 0.00621118537309	rechtlich 0.00617863704111	außergerichtlich 0.00608350323509	spezialisiert 0.00604184026344	beratung 0.00598021688174	ehepartner 0.00587380196514	sorgen 0.00562285364291	seite 0.00527932968029
topic242	torwart 0.067768249894	freistoß 0.0571430485651	pfosten 0.035832897011	spieltag 0.0354448247933	elfmeter 0.0349136993304	latte 0.0298213803976	handschuh 0.0294089510768	eck 0.0268008502832	trainingslager 0.0254416427167	zebra 0.0230119061811	agil 0.0204879924394	pfiff 0.0200249054453	abseits 0.0196344050434	jüngste 0.0191296443738	rechen 0.0185569203053	köpfen 0.01747828265	abwehrspieler 0.0143232152515	neueinsteiger 0.0139794297625	diagonal 0.0134933360776	versetzt 0.0132475377627	leichtfertig 0.0130269374457	chemnitzer 0.0128190660725	raute 0.0118893591212	einwurf 0.0117958113693	zeichenkette 0.0109389502735
topic243	grün 0.329732523243	büro 0.167037515021	stuttgarter 0.0487053601755	hauptbahnhof 0.0470979732433	unterwäsche 0.0252361597551	kommunalwahl 0.0187180846198	hochhaus 0.0173213363262	lehrling 0.0167201430807	gender 0.0156846588029	energieeffizient 0.0152256109516	kandidatin 0.0146167753551	podium 0.0111207039928	aufbereitet 0.0104449788888	sozialwissenschaftlich 0.0100248584947	grünen 0.00914468830698	grüne 0.00728944111244	symbolisieren 0.00710256922555	aktionsbündnis 0.0068487521482	lärmschutz 0.00630865597746	priorität 0.00605211369123	wissenstransfer 0.00604201933126	mediator 0.00577858095428	oberbürgermeisterin 0.00504704049894	bedrückend 0.00479040341482	mitspracherecht 0.00457936552314
topic244	diabetes 0.0453843798816	nagel 0.0429130429636	tablett 0.0376474983587	socke 0.0350132634131	ausgewogen 0.0299811054769	nuss 0.0258854232475	olivenöl 0.0246196280669	dialekt 0.0215178837494	delta 0.0198534646519	diabetiker 0.0180184644869	löffel 0.017665508783	gel 0.0172364256675	rippe 0.0167843129911	schwimmbad 0.0165546241869	pfeifen 0.0146796912971	aushängeschild 0.0142682763727	winden 0.0140929657044	pullover 0.0139291806432	kasten 0.0133806173575	belieben 0.0128328058142	kappe 0.0123167892008	erbse 0.0109859639567	schwitzen 0.0101260216048	auswärtssieg 0.0100253420389	teelöffel 0.00932800356024
topic245	prüfung 0.17744273423	fuß 0.160467812794	bein 0.0860320252857	massage 0.0322565212313	yoga 0.0285676897487	entspannung 0.0231858537701	hüfte 0.0226085046855	lebensfreude 0.0216250607523	entspannen 0.0216175800022	ablegen 0.0209374162057	blockade 0.0169200754316	dortmunder 0.0152924865593	haustür 0.0139592089223	vorderseite 0.0134534270888	dolmetscher 0.0131330233307	zeh 0.0128913421091	beweglichkeit 0.0123641506859	blumenstrauß 0.0111381685277	gebacken 0.0101918214948	knie 0.00893878913954	ventilator 0.00853684917955	strecken 0.00813593185549	atmen 0.00762817308563	gelassenheit 0.00740906575812	einlage 0.00737877251991
topic246	minute 0.0723867329357	tor 0.0402686313889	führung 0.0194658079234	kommen 0.017659932052	gut 0.0170662629547	chance 0.0168059594551	gast 0.0155198914418	treffer 0.0133176845926	gehen 0.011976582892	partie 0.0116843369734	erzielen 0.0111300694696	kurz 0.0108142584715	gastgeber 0.0107417975399	pause 0.010015949788	lassen 0.0086470752436	ausgleich 0.00853131146969	treffen 0.00845701351849	weit 0.00815304288144	spät 0.00796213199179	bringen 0.00789476593659	gelingen 0.00747638831463	bleiben 0.00715508060673	setzen 0.0069048813129	schuss 0.00672333937547	seite 0.00634249273939
topic247	medium 0.223031811145	zeitung 0.109628226402	journalist 0.0487776473047	presse 0.0417327395472	berichten 0.0319348604158	spiegel 0.0304848577337	berichterstattung 0.020413281575	redakteur 0.0190902183177	tageszeitung 0.0181759611844	nachricht 0.0165414974698	interview 0.0132154527131	internet 0.0130516663504	reporter 0.012870208208	fernsehen 0.0116233379874	süddeutsch 0.01143501315	öffentlichkeit 0.011180651377	frankfurter 0.0107074199388	strumpfhose 0.0101385826451	medial 0.00982028145648	chefredakteur 0.0093011045286	frei 0.00896696830313	journalismus 0.00891709101035	präsidentin 0.00825285776737	leser 0.00720545356644	rundschau 0.00690394768242
topic248	krankheit 0.0454996475797	gesundheit 0.0368190270072	schmerz 0.0298120230993	körperlich 0.0277683507851	leiden 0.0269459170266	psychisch 0.0247816336933	betroffene 0.0217772230676	erkrankung 0.0197710187366	krank 0.0186484263709	beschwerde 0.0184154883383	angst 0.0180397521433	ursache 0.0162162492915	ärztlich 0.0161686965246	symptom 0.0151716031475	gesund 0.0145135514052	chronisch 0.0137211167121	gehirn 0.0131095129489	stress 0.0128038565981	mensch 0.0120421396245	seelisch 0.0116900365632	helfen 0.0115090459933	gesundheitlich 0.0111887369942	problem 0.0110201965083	belastung 0.0109274926432	schwer 0.010251183661
topic249	zimmer 0.0435151819142	groß 0.0331992569581	befinden 0.0308098427483	küche 0.0277827656404	haus 0.0217481988892	lage 0.0198063123222	liegen 0.0191976084966	stehen 0.0185348777486	ruhig 0.0166101111287	klein 0.0158097352134	verfügen 0.0156217341043	bieten 0.0155448263387	direkt 0.0154732794131	garten 0.0151838187882	balkon 0.0150372422494	terrasse 0.014905402194	modern 0.014836375437	raum 0.0146160589101	pool 0.0139788556278	dusche 0.0135947286525	platz 0.0129919289295	wohnzimmer 0.0128419444078	verfügung 0.0128050800777	bad 0.0127632061238	schlafzimmer 0.0124444579657
topic250	kategorie 0.249617601885	katalog 0.0897066887051	vergeben 0.0794776628723	kampagne 0.0775020785512	container 0.0435819297171	verzeichnis 0.0371279000276	marktplatz 0.0332084605485	aktuelle 0.0327972448697	versandkostenfrei 0.0235277987954	ausgesucht 0.019952308249	kostenloser 0.0183179633211	porto 0.0181630744933	professional 0.0161623263716	reduziert 0.0155725352972	briefmarke 0.0146944510846	filtern 0.0133268296194	message 0.0115184643792	einkommensteuer 0.0104971260922	übersichtlichkeit 0.010297330711	gelistet 0.0102162107017	importeur 0.00930962847123	midi 0.00904474185627	ordern 0.00827920140919	touristik 0.00706453725455	sichtbarkeit 0.00667881948822
topic251	jahr 0.0536605959431	jahrhundert 0.0355306624663	zeit 0.0254647477295	groß 0.016197491593	spät 0.0142224964447	geschichte 0.0135991500557	alt 0.0130563459108	erst 0.0123152876553	historisch 0.0119037685676	heutig 0.00933489141365	früh 0.00892816116458	name 0.00830889250186	erhalten 0.00815187888761	gehören 0.00777647652734	finden 0.00765041174811	neu 0.00695365881026	bekannt 0.00688790320583	schloss 0.00685211413813	burg 0.00652523257431	reich 0.00626582311568	stammen 0.00619706081191	römisch 0.00602788666182	weit 0.00597789245286	geben 0.00585413139731	teil 0.00581028155058
topic252	aktion 0.296959130622	gesellschaft 0.08387594355	förderverein 0.0376429203284	toleranz 0.0273934115765	barrierefrei 0.0215624300839	seminarraum 0.0206377322493	dreh 0.013278397617	brauch 0.0121009144175	aschaffenburg 0.0120165318777	sakrament 0.0118536686179	check 0.0115375370042	angelpunkt 0.0104846482365	bunt 0.0103449162423	kolloquium 0.0100120208013	miteinander 0.00987140500214	entfaltung 0.00984391058589	patenschaft 0.0095857498274	intranet 0.00922954877121	region 0.00886058672818	sinfonie 0.00785201535519	zivilcourage 0.00771405199275	klassenlehrer 0.00682639742101	vielfalt 0.00651950811616	navigator 0.00648131597352	mitmensch 0.00645053432155
topic253	club 0.269780021021	pfund 0.039377582057	abgang 0.0247581497618	hiesig 0.0224784662725	aufwarten 0.0219856225355	biss 0.0215715879325	verlängert 0.0212335077915	angler 0.0209003363906	schwimmend 0.0191172319203	bochumer 0.0188440866079	anstehen 0.0180006184762	forelle 0.0161967900449	pub 0.0160616174193	double 0.0154872253756	abendstunde 0.014045091691	lehrreich 0.0130754670222	herbstferien 0.0127512626427	angespannt 0.011300310349	kurze 0.0112671110041	zigarre 0.0112407872077	neuzugang 0.0111083494647	superlativ 0.0110760234789	break 0.0110191499494	sorglos 0.0108394019113	angestammt 0.00980773585101
topic254	tour 0.259145548482	kerze 0.0571115078425	lärm 0.0474850972921	ökumenisch 0.0335572901308	vorname 0.0302411475925	mexikanisch 0.0281931709654	kiosk 0.0246473234024	reiseveranstalter 0.0220854799305	birne 0.0219380653818	kirchentag 0.01833864117	frontal 0.0160459310082	bridge 0.0158516783238	flocke 0.0135331013969	verboten 0.0122001666597	panther 0.0118072823926	eimer 0.011440854243	jugendzentrum 0.0113534256287	busfahrt 0.0111919666079	abgas 0.0102836073428	stündlich 0.0101491948039	nächtlich 0.00944321506437	gießener 0.00918733478933	unzuverlässig 0.00885927481124	linksammlung 0.00848258385753	morgig 0.00844501973326
topic255	schüler 0.170191113566	schule 0.0659693917387	schülerin 0.0605034920046	unterricht 0.0432220534137	klasse 0.043218762342	lehrer 0.0350757953768	gymnasium 0.0293288435036	grundschule 0.0198975056631	schuljahr 0.0198796479375	lehrerin 0.0185008068309	fach 0.0160479801791	mathematik 0.0142517464669	lernen 0.0123957896999	realschule 0.0097820170734	hauptschule 0.00779775776645	abitur 0.00724548125137	schulleiter 0.00704202820709	aufgabe 0.00694864476149	homöopathie 0.00640852471046	oberstufe 0.00609162212876	gesamtschule 0.00590533088276	schulisch 0.00590198032026	jahrgangsstufe 0.00544273001911	note 0.00539037075646	besuchen 0.00517804644066
topic256	tag 0.114423312575	stunde 0.0474256160241	gehen 0.0386388464936	nacht 0.0222940751145	abend 0.0213846864839	kommen 0.0201736403768	zeit 0.0148014200232	spät 0.0141800094023	fahren 0.0139096110201	morgen 0.0138322099243	nah 0.0136895837086	geben 0.0135566374203	kurz 0.0133265331895	uhr 0.0129073291126	machen 0.0113233275551	lang 0.0107853987838	früh 0.0106833170806	letzt 0.0106651198438	klein 0.0102481718159	erst 0.0102446509084	gut 0.0101493732374	haus 0.00980204779558	essen 0.00975444693491	woche 0.00853614624024	halb 0.00822547025162
topic257	beweis 0.0474073823944	polnisch 0.047036711817	anhänger 0.0349747830275	wahrheit 0.0269543633059	irrtum 0.021911212572	wahr 0.0204901860813	beweisen 0.0203585524109	großvater 0.0160547708072	gläubig 0.0121690299105	lüge 0.0120282797304	jesu 0.0112920425763	pest 0.0095499579352	kompanie 0.00945657196795	oberst 0.00889269910048	unschuld 0.00862430312536	demut 0.00804502391503	bezeugen 0.00748064514355	vorurteil 0.00736623547601	regiment 0.00729035571817	nordisch 0.00691540649147	abendmahl 0.00673453357161	moslem 0.00671083943093	abstammung 0.00660487599305	orthodox 0.00638696328527	lügen 0.00633690713613
topic258	anzeige 0.208375288894	stiftung 0.204479676487	rubrik 0.110874479107	treffpunkt 0.0532094929586	rezeption 0.0329336504316	avatar 0.0313103164478	sammler 0.0290080793685	sperrung 0.0289601851467	schreibweise 0.0234098059376	flohmarkt 0.0219603381305	nutzungsbedingungen 0.0191573226621	klonen 0.0183368803086	kleinanzeige 0.0159301607137	resident 0.0146243065175	zusendung 0.0133735577796	stützpunkt 0.0132961960962	zehnjährig 0.0118843291799	solid 0.00905787461287	werbemöglichkeit 0.00763853766945	nötigung 0.00711821970143	nachprüfbar 0.00673123680865	ändernd 0.00650615676541	antigen 0.00618790555705	einzelspiel 0.00594332507464	fps 0.00531355119393
topic259	groß 0.0178077247276	lassen 0.0149610955348	neu 0.0135338889494	welt 0.0135324662222	spannend 0.0132020507763	geben 0.0125669268878	machen 0.0118731753982	gut 0.0118571179453	geschichte 0.0115488563912	klein 0.0114327323432	interessant 0.00807320910824	erleben 0.008057141143	kommen 0.00746857152783	erst 0.00731075430997	art 0.00683617612369	zeit 0.00652539442035	ganz 0.00622937355234	abenteuer 0.00596686248186	einfach 0.00583301271201	wirklich 0.00551505313137	alt 0.00540885449901	spaß 0.00536310170781	bringen 0.00533839741463	voll 0.00524620491692	sorgen 0.00516457338897
topic260	werk 0.507299286736	direktor 0.0224689701713	phantastisch 0.0221437083701	bildend 0.0214912772545	spezialisieren 0.0204195212259	inszenieren 0.0203117304027	adjektiv 0.0188265374406	kinderbuch 0.013724706708	geblieben 0.0117096085314	vorführung 0.0116678380131	ausgeklügelt 0.0112782111618	konkurs 0.00914697271663	durcheinander 0.00878604214337	substantiv 0.00870957480148	dienend 0.00833908471783	beihilfe 0.00804196765534	humanismus 0.00777596356088	bläser 0.00771775282452	entlarven 0.00753511694855	frachter 0.00730565021735	schweinefleisch 0.00723492939963	sämtlich 0.00707870294546	gesamtkunstwerk 0.00690283776122	kurator 0.00661894945054	erweckung 0.00641176890317
topic261	feiern 0.17658171258	geburtstag 0.16632742719	party 0.107080136685	hochzeit 0.0779779245392	feier 0.0664694323411	moderator 0.0512076173538	anlass 0.0479011677739	jubiläum 0.0441976934148	zurückblicken 0.0185859570645	weihnachtsfeier 0.0160409357761	hort 0.0120647231971	pommes 0.0118860329944	bekanntheit 0.0114603939922	member 0.0112747943413	komma 0.00952954607071	prominente 0.00917392288656	geburtstagsfeier 0.00773748640899	kümmern 0.007619379022	wollen 0.00734752857252	kröte 0.00708611484808	wärmend 0.00706784486228	schreiner 0.00684241520767	überdimensional 0.00657313420689	geschmacklich 0.00641690479383	sozialpädagogik 0.00501223862356
topic262	privat 0.256281308575	leistung 0.243643372662	tarif 0.0516315982566	krankenkasse 0.0511627371158	gesetzlich 0.0447139689599	krankenversicherung 0.0386710190379	versicherte 0.0271846965108	wechsel 0.0260152866839	abrechnung 0.0218464471527	wechseln 0.0186492496622	zuschlag 0.0146786564371	erbringen 0.0114073198614	zuzahlung 0.00797945675576	plus 0.00788291695844	einzelzimmer 0.00742804280194	relais 0.00709624291926	gesamtwertung 0.00707754251407	alg 0.00687713759275	personenkreis 0.00654418428577	ausstehend 0.00596026992598	berufsgruppe 0.00579450868374	völkermord 0.00572595244574	lüneburger 0.00454826976188	marktforschung 0.00449123270492	heilmittel 0.00427699946228
topic263	sagen 0.0237598147974	sehen 0.021474008677	gehen 0.0196244569666	kommen 0.0170661511323	stehen 0.0119734314338	auge 0.0104754110491	wissen 0.0101112183197	machen 0.00905304969011	hand 0.00899156525149	lassen 0.00872347849929	fragen 0.00866606227424	hören 0.00862250133992	kopf 0.00800749249273	nehmen 0.00759565398097	arm 0.00665027628334	sitzen 0.00652195599952	mann 0.00628280318962	schauen 0.00608784472813	tun 0.00604811045151	gesicht 0.0060087246238	denken 0.00585331089584	klein 0.0057585647503	plötzlich 0.00551395675767	halten 0.00534575614323	rufen 0.00529319141957
topic264	alkohol 0.101070512476	rauchen 0.090907518427	droge 0.0658804944143	zigarette 0.0395233371221	trinken 0.0355443239795	konsum 0.0328125987324	banane 0.031280454481	raucher 0.026932930101	cannabis 0.0227863169168	kirsche 0.0170535886321	schädlich 0.0165396967272	rauch 0.0161911736188	nichtraucher 0.0161798305235	postleitzahl 0.0156045474531	aufhören 0.0153582412597	ersparnis 0.0153052620416	tabak 0.0142864875346	baufinanzierung 0.0132675442344	auffinden 0.0120796760885	riegel 0.0108280511667	süchtig 0.0104930923528	restposten 0.0103201584542	alkoholkonsum 0.0101935526852	nikotin 0.00975353407524	abhängigkeit 0.00897827614681
topic265	politisch 0.0338959909467	staat 0.0325805057039	politik 0.0242663203969	sozial 0.0164973597308	land 0.0126136685142	regierung 0.0125352485171	wirtschaft 0.0112032739992	demokratie 0.00984282151019	staatlich 0.00968808220461	wirtschaftlich 0.00879269753703	gesellschaft 0.00869028703032	groß 0.00856840205604	krise 0.00855748780973	demokratisch 0.00766758006085	neu 0.00726684324263	volk 0.00726188402608	bürger 0.00696765592647	bevölkerung 0.00642871416747	macht 0.00636747625144	interesse 0.00636732445413	öffentlich 0.00633115812318	freiheit 0.00582636487033	politiker 0.00545494315221	gehen 0.00544025676831	international 0.00535504930064
topic266	griechisch 0.114144153235	umfrage 0.0885288810532	grieche 0.0437975271905	anfall 0.0300660739346	unbefristet 0.0213053769633	handelskammer 0.0202335772512	masterstudiengang 0.01986762477	göttin 0.0179353617137	genesis 0.0177493231068	studienplatz 0.0167083931939	geläufig 0.0157053693635	liturgisch 0.0152023702874	ausgelöst 0.013405931321	kapstadt 0.0126051970676	epilepsie 0.0125427292989	verwechslung 0.0119490090829	stifter 0.011401442507	merkliste 0.0111793587155	mittelteil 0.0110988129941	alternd 0.0104918200858	römer 0.00979081139127	dokumentarisch 0.00948863361072	lateinisch 0.00946597155545	faustregel 0.00911642348476	endend 0.00809873849567
topic267	land 0.188509726389	welt 0.124535101369	amerikanisch 0.0487826008084	chinesisch 0.0337958201182	weltweit 0.0198453522967	staat 0.0191606830389	amerikaner 0.0177384032765	britisch 0.0170248967855	arabisch 0.0144673750911	vereinigt 0.0142504284485	ganz 0.0134033392288	kontinent 0.0127106454707	afrikanisch 0.0123432813365	groß 0.0110462406802	westlich 0.0105106400506	million 0.00992527074274	chinese 0.00859140433751	terrorist 0.00764725021056	nation 0.00761216992412	erdbeben 0.00648880436819	katastrophe 0.00637180686398	brite 0.00635774258592	asiatisch 0.00565669609979	jahr 0.00521364444821	geben 0.00512692091212
