topic0	bett 0.100058856879	schlafen 0.0923069672002	ruhe 0.0602465872641	nacht 0.0372001159224	schlaf 0.03333987657	müde 0.0310142498956	gehen 0.0278442308282	tag 0.0264900110146	wach 0.0234875767985	liegen 0.0218075256723	zeit 0.0203830926352	aufstehen 0.0184930443816	anstrengend 0.0160589608582	ruhig 0.0132679003693	couch 0.0130350542358	stunde 0.0127428562927	machen 0.0127281454125	gut 0.0126800156207	morgen 0.0118020413706	alptraum 0.0117054067959	abend 0.0115950985782	früh 0.0113036832205	einschlafen 0.0111259196861	legen 0.0110835397802	aufwachen 0.0101826988442
topic910	talent 0.231613068779	acht 0.12815333365	siebt 0.0743763656171	bezirksliga 0.0504760241889	startschuss 0.0457358154655	leichtigkeit 0.0332529036542	aufwärmen 0.0323443371646	austoben 0.0273216578502	tribüne 0.0256221815545	ziellinie 0.0196200052551	auswechseln 0.018028934501	landessportbund 0.0178919593512	hämmern 0.0151059273318	leistungsklasse 0.0146410509096	zielgerade 0.0132164397314	herzenslust 0.0127604673489	nageln 0.0122404827159	ehrgeiz 0.0118738721439	kristallisieren 0.0118217367476	randvoll 0.0107191000004	hattrick 0.0103419770262	vorwarnung 0.010292520224	lupenrein 0.0096278106785	verfehlen 0.00943484547997	niederung 0.00943089681293
topic911	finanzierung 0.243206449057	finanzieren 0.152278137377	garantiert 0.134433586332	uneingeschränkt 0.0613215343899	ausgestaltung 0.0506768662084	skandal 0.0497989619146	demographisch 0.0405307218724	gürtel 0.0361592039439	rennstrecke 0.0338682898406	finanzminister 0.0248405677875	pikant 0.0162354897686	sachlichkeit 0.0139487862756	koblenzer 0.0135323594432	brodeln 0.0132487100103	sitzungssaal 0.0126815767466	bilanzieren 0.0122744961052	privatvermögen 0.00995130374815	finanzprodukt 0.00987764817015	suchkriterium 0.00781902613445	kreditantrag 0.00586200450864	bauingenieurwesen 0.00528621792656	verstümmeln 0.0046004485965	seeblick 0.00441841708601	realitätsfremd 0.00440726571433	einkaufsmeile 0.00437573452788
topic912	rang 0.24935902347	gegebenheit 0.0970505500188	einbeziehen 0.0765216619893	weblog 0.0645644732751	zuversichtlich 0.0548503257561	moderieren 0.0518424353866	hinzufügen 0.0480134555088	multimedial 0.0462033690775	tochtergesellschaft 0.0408723971297	vierte 0.0355694153325	jahresabschluss 0.0327029016986	lebensgefühl 0.0305933648138	dekade 0.0302836174441	sinkend 0.0250815666374	finish 0.0225445193317	nachholbedarf 0.0220668362832	kostenerstattung 0.013697351504	zurufen 0.0102482123038	firmieren 0.00983671245453	lehrermangel 0.00827973349632	handelbar 0.00583085264312	schulstruktur 0.00502170684816	rennserie 0.00488715827782	crossmedial 0.00371031533576	sprachtest 0.00354438733567
topic913	künstlich 0.327505948537	milieu 0.0640023732114	rosengarten 0.0393031381149	schimmelpilz 0.0298849806813	behaftet 0.0290834485211	stachel 0.0273826075643	unterschicht 0.0221122377523	acryl 0.0197839269143	paaren 0.0192210605981	wurzeln 0.019205631886	zigeuner 0.0189925647984	rassist 0.0188186822582	rechtsextreme 0.0181091263995	neger 0.0167341859447	selbsternannt 0.0165997384183	klammern 0.0165871671135	beikommen 0.0147050061436	vordenker 0.0145045832807	vietnamkrieg 0.014155252406	verdünnen 0.013516411399	urvater 0.0116761757666	ungeordnet 0.011428861836	gewandt 0.0106018172792	eichenholz 0.00997662468754	handelsbeziehung 0.00860422421304
topic914	sauna 0.118729382917	charme 0.113068262525	luxus 0.0987565838826	einzel 0.0808600007511	suite 0.0807312474414	appartement 0.0669200864401	internetzugang 0.0454191611018	innenhof 0.0451718425934	mineralwasser 0.0347772821289	bequemlichkeit 0.0338955861269	messegelände 0.0244507882093	genießer 0.0230817897548	ausklang 0.0224889113299	solarium 0.022305439984	minibar 0.0182833529297	arbeitsfläche 0.0180733533819	glasklar 0.0179743128143	starnberger 0.0175437712459	fön 0.0171481131096	behaglichkeit 0.0153197771148	kaiserin 0.0133679027683	hochbau 0.0127885616736	entspannung 0.011917836976	agens 0.00928890019267	geschenkartikel 0.00812532217193
topic915	mühsam 0.129728135791	intuitiv 0.0868062208498	stundenlang 0.080684384277	weitermachen 0.0527971678573	blaue 0.0525807132227	freeware 0.051882077116	prominente 0.0463819503348	regieren 0.0424101476079	versinken 0.040449911699	plump 0.0369116838522	schlummern 0.031985748671	einfinden 0.0313600140817	selbstwertgefühl 0.0232405488938	ablichten 0.0229582419847	gestärkt 0.0220368366801	blogbeitrag 0.0201631317081	angezogen 0.0194782453995	perfide 0.0186890337314	pünktchen 0.0179155982885	nisten 0.016619403922	buchladen 0.0139669077056	präzedenzfall 0.013174579912	einläuten 0.0117522160993	zukunftschance 0.0112329310339	athener 0.0111109439121
topic916	name 0.548385700727	heißen 0.229857442036	nennen 0.0924513159143	bedeuten 0.0123334880105	bekannt 0.0101867462859	lauten 0.0101843554704	garnele 0.0075046526565	stammen 0.00731180885276	duden 0.00589985185147	geben 0.00578342920816	verschlagen 0.00498539419081	nachzucht 0.00454710714955	schnickschnack 0.00374144188156	wissen 0.00330086204363	handeln 0.0032485853001	spießig 0.00296743483478	bedeutung 0.00290455069531	hummer 0.00278349052404	farbwahl 0.00257214862899	leiten 0.00245250901785	kindheitserinnerung 0.00221530553651	gehören 0.002148989487	stehen 0.00211317177198	vermuten 0.00198531739544	pusten 0.00184816719677
topic917	freuen 0.1642762394	herzlich 0.110814320954	dank 0.105053102931	willkommen 0.0703390095108	gut 0.0475526368588	gruß 0.0469017349121	lieb 0.0377197700904	hoffen 0.0338834606734	schön 0.0329055238882	hallo 0.0263414246257	spaß 0.0250108190778	kommen 0.0172902584801	nah 0.015601391529	besuch 0.013836097502	begrüßen 0.0120835386607	freundlich 0.0117972003645	zeit 0.01029059212	hypnose 0.00803497548275	gehen 0.00777457054338	freude 0.00736507673131	wünschen 0.00689734550656	vorstellen 0.00684641046232	nett 0.00658368475886	machen 0.00612381558585	kurz 0.00603896442231
topic918	gefahr 0.336289972406	warnen 0.0695419412914	drohen 0.0607899270552	verbieten 0.0593317442291	abhalten 0.0435094775696	verbreitung 0.0404785204474	grundrecht 0.0337548119144	einschränken 0.031287577393	strikt 0.0307083570893	sicherheit 0.0265968328653	erlaubt 0.0235317477506	begrenzen 0.019004373164	hyperlink 0.0130967681697	suchanfrage 0.0126186469402	manipulieren 0.0117090127305	verkehrssicherheit 0.0111724305193	like 0.0108270990274	hinfällig 0.00965735855723	erfolgversprechend 0.00936932280185	tolerieren 0.0075550315044	internetplattform 0.0074886644897	verhindern 0.00719241408318	lizensiert 0.00713303970609	endzeit 0.00671141845505	vorgenannt 0.00620488121207
topic919	feature 0.232719143377	angel 0.143558032359	angeln 0.0863802429407	ungewollt 0.0727713387809	rekonstruktion 0.051167627076	aufspüren 0.0406857319618	kernel 0.0396884268786	gehabt 0.0350216734985	verheerend 0.0329357137633	sandstein 0.0314120659622	umbenennen 0.0306962504287	waldgebiet 0.0293493020733	verstanden 0.0278970381777	nachziehen 0.0266463974273	hintergrundbild 0.0243039035998	strategiespiel 0.0170297289783	basisch 0.0109350614171	abhelfen 0.0101694277462	wettrennen 0.00978193147512	westfale 0.00961951467144	reiterei 0.00532567658967	ravensberg 0.00527480865472	staatsbetrieb 0.00482341229468	ungerührt 0.00425359339905	angelschein 0.00420035064167
topic920	kunde 0.700911026842	service 0.0375340059088	anbieten 0.0194121477453	potentiell 0.0162649122702	umsatz 0.0133540244309	auftrag 0.0130691453358	wettbewerber 0.0127257942891	eigen 0.00872437346909	zufrieden 0.00851326504669	bewertet 0.00728013461738	teilprojekt 0.00720080225868	nutzen 0.00645398766002	direkt 0.00641124868641	vertrauen 0.00614496127697	aufdeckung 0.00593572279089	gebührenfrei 0.00585077905964	dringlichkeit 0.00570739961354	serviceleistung 0.00434237377254	unternehmenserfolg 0.00418821191464	basiert 0.00377044465353	expandieren 0.00353969159555	langfristig 0.00339111291677	setzen 0.00336251548607	machen 0.00320925992422	erhalten 0.00302592984488
topic921	geschickt 0.192625801584	variation 0.101046072476	gehalten 0.0816101563479	belassen 0.0559025628188	begnügen 0.0447070369838	lektüre 0.0362026132246	komplettieren 0.0274627262393	lastwagen 0.0261809644166	schubladen 0.0239144249899	einzelstück 0.0229898109519	informationsangebot 0.0220503795879	attest 0.0195053066583	kostprobe 0.0192404172809	augenzwinkern 0.0174383959535	gehaltvoll 0.0173020247398	ideell 0.0172219112726	coca 0.0168761368257	einpacken 0.0168024115587	alexanderplatz 0.0160739913198	feinfühlig 0.0155503934059	analysiert 0.013428498996	lebenswandel 0.0118010068612	hintergründig 0.0114274692628	tonnenweise 0.00981905551939	pingelig 0.00889071104197
topic922	stoff 0.317508851271	chemisch 0.17058913435	konzentration 0.127467242499	einzugsgebiet 0.0451215437937	winden 0.0373759948078	delta 0.0341245630265	abkühlung 0.0230769296675	wintermonat 0.0200237950224	dateianhang 0.0176435123379	tracht 0.0162350995522	feinheit 0.014697710956	karabiner 0.0111060141904	nickel 0.0101029212297	töricht 0.00965460496142	gefährlichkeit 0.00935981663424	kohlenwasserstoff 0.00827576534476	schönere 0.0071192483341	menge 0.00670679829539	zahnarztpraxen 0.00651296568896	modellbahn 0.00650462272088	vorhalle 0.0064967977521	dirndl 0.00598390534575	gemetzel 0.00590626477287	feriengast 0.00577485313984	harmonisiert 0.00569060459869
topic923	dauerhaft 0.341239824878	dokumentieren 0.145741149509	ganzheitlich 0.127051752988	entspannung 0.093536894892	homöopathie 0.0571750780876	heilmittel 0.0368816111229	behandlungsmethode 0.0273830021953	supervision 0.0243967569116	ebnen 0.022184932996	schulmedizin 0.0146339658764	analysefunktion 0.0121849126713	unnachahmlich 0.0120867133707	klärend 0.0114653870625	geschäftsraum 0.00963039187258	kommanditist 0.00892583567423	handlungskompetenz 0.00880067671312	bildungsauftrag 0.00788383763493	multitasking 0.0069259542653	töpfchen 0.00644924930539	fensterdekoration 0.00428798588313	selbstheilung 0.0042134314559	linderung 0.00314488034303	querdenken 0.00301006768391	verlobungsring 0.00286549018552	lebensbewältigung 0.0025521420463
topic924	schaffen 0.617724813667	uhrzeit 0.0468671413903	haustür 0.0440738491085	dazugehörig 0.0393893420657	abhilfe 0.0344362244829	bescheren 0.0313018470377	first 0.0301781872839	abwechselnd 0.0291836973044	wahlkreis 0.0237259487784	winken 0.0220190527362	major 0.0160001335733	fremdwort 0.0115100756188	kiez 0.0103402835174	skeptiker 0.0083964447194	tolle 0.00652704096827	wiederbeleben 0.00567175235369	verkehrsverbund 0.00550355150455	waagrecht 0.00481829715579	torso 0.00301768871264	bezirksvorsitzende 0.00268139696043	datenrate 0.00196022459505	nahverkehrszug 0.00142924300434	laternenpfahl 0.00131074604558	büroleiter 0.000732293777116	erlebnisgastronomie 0.000437466935518
topic925	verein 0.20513866216	jahr 0.0487732962852	motto 0.0428603656571	finden 0.0383786880658	diesjährig 0.0375694466861	groß 0.0222037940344	jubiläum 0.0177376185848	stellen 0.0159313261127	zahlreich 0.0154983910104	veranstalten 0.0153995695318	stehen 0.0152848228068	gemeinsam 0.0148623700486	geben 0.0136688471611	vergangen 0.0124524364079	besonder 0.011376679552	feierlich 0.0110857004605	nehmen 0.0100288248259	weit 0.00965107039399	begrüßen 0.0095344240506	dankeschön 0.00848156346977	stattfinden 0.00841141415987	traditionell 0.00832071448963	bestehen 0.00802985509393	höhepunkt 0.00755690976041	neu 0.00684654658468
topic926	opus 0.113583117947	benutzt 0.103753082491	hausaufgabe 0.0889469409065	wirksamkeit 0.0792585048688	importieren 0.0537947322969	partiell 0.0527557031993	kinderwunsch 0.0476718880215	betreuend 0.0452173979061	sonderausgabe 0.0436349190093	sortierung 0.0335492425922	nettoeinkommen 0.0299020924894	weigerung 0.0284522419489	ausgeübt 0.0232957519073	barrikade 0.0229487130795	innenbereich 0.0226770888225	unterhaltsberechtigt 0.0187102624197	anlasten 0.0186179283784	rangehen 0.0182578120468	templer 0.0137415493288	runtergeladen 0.0128586497365	ausspionieren 0.0127406181838	ungesehen 0.0125752489079	dummy 0.0123969675089	unwissenschaftlich 0.012239943519	unsumme 0.010499917916
topic927	optisch 0.205783664036	schnitt 0.157497536626	objektiv 0.131853435742	optik 0.0898305175942	sucher 0.0287744956362	gelaunt 0.0237955676429	naht 0.0221683563942	blende 0.0217633883246	skyline 0.0190199723105	anschaffen 0.0180289882193	märkisch 0.0175752527183	nikon 0.014008200414	preisklasse 0.0134070104233	schneefall 0.0130501633513	teilnahmegebühr 0.0122832365521	karfreitag 0.011448426412	uhrzeigersinn 0.0106101434676	baugleich 0.0103379616347	kaufberatung 0.0102020720968	durchsicht 0.0101190165284	allrounder 0.00900375756438	körpergefühl 0.00883456248107	kameramann 0.00876565189113	verlass 0.00755744531682	südöstlich 0.00751793656989
topic928	aktuell 0.511335907377	website 0.190056673425	hinweis 0.153043735207	graphisch 0.0164065734018	folgend 0.0163540143749	wichtig 0.016006554044	weit 0.0146066189916	finden 0.0134164874485	empfehlen 0.0099044640306	installieren 0.00849047028429	funktionalität 0.00778739193515	regelmässig 0.00760007257024	kreide 0.00500637112591	ahle 0.00497579338091	computer 0.00413693260374	untenstehend 0.00359431804333	unparteiische 0.00290250133161	nachschuß 0.00256828553144	unterschenkel 0.00234171263082	pausenpfiff 0.00221480541447	wegfliegen 0.0010025507195	abseitsstellung 0.000939067193474	direkt 0.000891518857597	grauslich 0.00076212764288	benötigen 0.000695248785962
topic929	flüssig 0.147937912946	orientierung 0.121363564478	neigung 0.0718492523391	homosexuell 0.0490062950988	diskriminierung 0.0360402112785	homosexualität 0.0343632747379	manöver 0.0343187944193	seife 0.0339405529862	homosexuelle 0.028575081211	serum 0.0277302224023	fingernagel 0.0268907922708	huf 0.0268278628058	präparat 0.0228538351578	schlachthof 0.0205093381149	heterosexuell 0.0190692627269	belebung 0.0159918858919	rasieren 0.0151528807969	einreiben 0.0135860876765	oberbegriff 0.0131630182649	desinfektionsmittel 0.0130591963248	ausmisten 0.0124042766232	adaptiv 0.0121198048563	irreversibel 0.0110986746575	desinfektion 0.0109851225708	abszess 0.0108635482117
topic930	maßnahme 0.28664792481	betroffene 0.113445142499	betroffen 0.108006273981	anordnung 0.0526750606929	einzelfall 0.0375639943547	vorübergehend 0.0153768711303	behördlich 0.00907591965901	fahrlässigkeit 0.00892298116683	vollzug 0.00857580260219	fahrerlaubnis 0.00829177744932	dämpfen 0.00824455073819	einschneidend 0.00772590152833	ordnungswidrigkeit 0.00771145444169	vermeidung 0.00757827934531	kletterer 0.00733400014243	notwendig 0.00690140864043	erlass 0.00684634420848	naturfreund 0.00681351746938	dringlich 0.00679901909099	individualisierung 0.00669601714467	erheblich 0.00667304720139	fahrlässig 0.00659270279797	aufenthalt 0.00653791812885	angeführt 0.00631062151991	einleiten 0.00595213313121
topic931	los 0.402076290657	zeichnung 0.139997129339	knoten 0.0986198186448	erfahrungsaustausch 0.046582519148	schnur 0.036498907941	pressekonferenz 0.0349211197843	strang 0.0340831403912	straff 0.0286888762313	double 0.0270674823448	zopf 0.0137736263391	corps 0.0128723837905	schlaufe 0.0125586880768	eigenmächtig 0.0105198833773	binde 0.00990291112282	vormund 0.00919098597411	kartoniert 0.00898533243715	lyriker 0.00828944810885	überstehend 0.00813673961125	übersichtskarte 0.00808039654032	bauausführung 0.00696383630583	eloquent 0.00546545518514	geflochten 0.00540386394278	vorfach 0.00431150966025	mähdrescher 0.00412199089048	gleisanlage 0.00411169504429
topic932	sichtbar 0.304433620981	einstellen 0.179837269328	registriert 0.104834864318	angestellte 0.0722158078458	entschließen 0.0407560996749	leitend 0.0354728061179	harz 0.0341280319457	aufgenommen 0.0281628479231	zuschicken 0.0205690670141	beratungsgespräch 0.0191352901919	elternzeit 0.0190951923202	abruf 0.0150095241252	granit 0.0136487185113	dealer 0.0125781054142	leitender 0.0107633065619	unbeabsichtigt 0.0106731181244	sprinter 0.0100741447509	zurückbleiben 0.00971291414711	wahlberechtigt 0.00751557720834	schlund 0.00722080561043	unzugänglich 0.00685521742278	straffen 0.00572361579486	betriebsversammlung 0.00433781960816	einflussmöglichkeit 0.00371129273494	prokura 0.00350128446523
topic933	meister 0.22729404033	plazieren 0.0858435628669	meistern 0.0792106106334	schwert 0.0597188164088	werden 0.0500867885252	vernachlässigen 0.0322474562425	ergattern 0.0310301442828	kapsel 0.019670597806	hindeuten 0.0195117832676	zauberei 0.0171628005898	importiert 0.0158098446847	bettler 0.0156923991887	diskrepanz 0.0154177888822	anthroposophie 0.011512642098	kriechen 0.0113339799757	umlegen 0.0108741908461	sehnsüchtig 0.0106820566755	gallier 0.0100027344061	frauenfußball 0.00958535105513	krähen 0.0095622292373	freihalten 0.00910005229449	kloß 0.00856834840716	dranhängen 0.0084521571924	zielvorgabe 0.008085876051	schlusswort 0.00771963252675
topic934	schwarz 0.564951969862	grau 0.13262777054	glänzend 0.0523388722344	textil 0.0275007503811	belohnen 0.0187102787157	köder 0.0164383379147	schimmer 0.0137213423405	spinnen 0.0129473135509	redewendung 0.0111230265158	mythologie 0.0101564460916	camper 0.00941280869116	mitgeben 0.00849632325931	gelblich 0.00843599891201	durchbrechen 0.00831617933865	überfahrt 0.00770529631647	gegenwert 0.0069113866692	herausnehmbar 0.00616357144019	allheilmittel 0.00528768540791	hades 0.00518391520517	erreichend 0.00486801848366	auffällig 0.00434569551701	spitz 0.00413141077592	dasitzen 0.00329091412656	wunderbare 0.00321922393328	sumpfig 0.00314966594246
topic935	größe 0.386954462514	beschreibung 0.250766282355	bestellen 0.242552566761	leder 0.0538572985399	abkürzung 0.0408911575855	schlüssig 0.00737219991595	schmeichelhaft 0.00621937883115	ereignislos 0.00217548232689	beschreiben 0.00203742288309	ganzzahlig 0.00152242527071	ausführlich 0.00111903948166	abgekocht 0.000873011960309	obermaterial 0.000807147965623	groß 0.000525651408086	passend 0.00043813951721	verschieden 0.000419717866026	besonderheit 0.000200858360633	glattleder 0.000199877096837	handeln 0.000108687089376	verwenden 6.69000985124e-05	einfach 6.52794377354e-05	weit 3.59044590594e-05	bestimmen 2.97003286946e-05	speziell 5.89825586852e-06	form 5.73852474477e-06
topic936	beobachten 0.493580763316	klarheit 0.129823355022	beobachter 0.0974397997183	zustehen 0.0601693980755	zwischenmenschlich 0.0370038743245	wohlwollend 0.0274861062138	credo 0.0214197256393	begeisternd 0.0197361165604	schmerzensgeld 0.0193047112289	erweckung 0.0171023151289	kantonspolizei 0.0170984938391	kultureinrichtung 0.0087016083664	gleitschirm 0.00788133678062	gegendarstellung 0.00766320781541	zusammengetragen 0.00639972006836	übereifrig 0.00615565913236	autorenschaft 0.0040841554588	reizthema 0.00402866162287	lizenzgeber 0.00375883801554	einsetzbarkeit 0.00356788216371	westschweizer 0.00242702140459	sekundieren 0.00178628236379	gurtzeug 0.00157082040391	verlangen 3.89786715512e-07	knapp 1.88947143561e-08
topic937	unterstützen 0.559942525774	traditionell 0.181831321535	stichwort 0.0989226388196	erhöht 0.0403734729399	vorbeugen 0.0284163334277	äußerlich 0.0226340601324	nervensystem 0.018537994803	schweißtreibend 0.00921099450142	warnsignal 0.00741286751303	niederschlagen 0.00725851154479	blutzucker 0.00524336910034	taktfrequenz 0.00361291864272	schweißausbruch 0.00346647027396	alkoholgenuss 0.00264329952436	cholesterinwert 0.00249819547749	zusatzoption 0.00190034637782	einstufungstest 0.0017758857304	weiterverbreiten 0.00156476051921	märchenerzählerin 0.000738967138033	cholesterinsenker 0.00062686925757	fördern 0.000482047857654	begleiten 5.75071174422e-05	letztere 2.29735101018e-05	unabhängig 2.06044347303e-05	leisten 4.37025372248e-06
topic938	verwandt 0.171956275866	nachgehen 0.169780447119	prospekt 0.119824515274	mittig 0.0777484280681	prüfstand 0.0724969780328	seitig 0.0722818724822	lausitz 0.0351134710274	schlägerei 0.0347591643714	trichter 0.0329385456439	rechenleistung 0.0316222713267	kirchengeschichte 0.0292559623096	fremdartig 0.0239652981058	dauerbetrieb 0.0201418593533	pein 0.0193199348204	zurückschlagen 0.0169672315995	zeitmaschine 0.0167409357311	rechnersystem 0.0088122047611	jugendjahr 0.00799130885881	bewegungsförderung 0.00517330229645	auskleidung 0.00462271210734	wendisch 0.00382933497521	verschweißen 0.00350916405661	verletzbar 0.00309775723642	niederhalten 0.00252358521498	kindergesicht 0.0023046464553
topic939	raum 0.622031211012	gestaltung 0.0625625592754	gestaltet 0.0444098403974	räumlich 0.0347379928777	visuell 0.0298254944033	freiraum 0.0234650358355	funktional 0.0231811564787	gestalterisch 0.0163266323286	repräsentativ 0.0152326273896	bewohnerin 0.0123605723395	repräsentation 0.0119340527684	vermittelnd 0.0101379764896	konzipiert 0.00929051613211	stadtführung 0.00801699239563	selbstdarstellung 0.00711725903759	bauhaus 0.00524721122041	audiovisuell 0.00489245937962	altehrwürdig 0.0041964345535	mehrzweckhalle 0.00411702655503	tüftler 0.0032666457631	arbeitshilfe 0.00317786661769	verkehrsfläche 0.00312167010641	struktur 0.00285608484229	freizeitbad 0.00234087662181	vielschichtigkeit 0.00230631700151
topic940	leer 0.151155994998	akku 0.112021945658	taste 0.0791288087519	led 0.0606405176396	leuchten 0.044893429761	einschalten 0.0425625267755	tastatur 0.0374083986936	tanken 0.0338070594396	volt 0.0290963269446	regler 0.0275927449439	voll 0.0197293851399	lcd 0.0177811159517	blinken 0.0176495925678	kaputt 0.0171100153387	ansteuern 0.0165569351137	platine 0.0133306422415	ladegerät 0.0123125135983	unterhalb 0.0093692731576	laden 0.00909897204714	wandler 0.00863343254235	bauform 0.00817528992636	schalten 0.00805569331408	quarz 0.00800850171462	halten 0.00779236290126	knopf 0.00768218054706
topic941	werben 0.34732570698	inserat 0.0611788162917	ungehindert 0.0491017055232	zweckmäßig 0.0430057896995	hohn 0.0281745811439	angleichung 0.0232643446386	lapidar 0.0223258212234	blamieren 0.0215341640356	einsatzfahrzeug 0.0171070222298	amtsträger 0.0165269033607	folgetag 0.01619434363	interessenkonflikt 0.0157779615581	fernbleiben 0.0140254593633	fahrpreis 0.0139417707391	besteuern 0.011943709995	baufällig 0.0116611889038	gemeinderatssitzung 0.0113250231095	nennwert 0.0112128212824	spread 0.0110971999167	umschichtung 0.0102000686569	poller 0.0101089453354	semesterticket 0.0100040846113	dreistufig 0.00952342951265	steuerbelastung 0.00922924744584	dienstjahr 0.00806525685125
topic942	funktion 0.504941931752	erstellen 0.230901845708	verwalten 0.049874356982	benötigt 0.0452948805889	provider 0.0224753605973	neuling 0.0212890753842	program 0.0157261440796	aufsetzen 0.00912231930101	sitzposition 0.00852033742758	versandhandel 0.00699743021123	ablenkung 0.00669625407399	verhaltensregel 0.0062810771791	programmierung 0.0061623319104	arteriosklerose 0.00414531486927	bewertungssystem 0.00393612680135	einfach 0.00386393620261	systemstart 0.00357755326081	präfix 0.00335365309918	schadhaft 0.0033427862262	mutterschiff 0.00315033262162	nutzen 0.00281396597483	erleichtern 0.00253974838688	zuckerkrankheit 0.00233377971717	autostart 0.00203723096031	küchenplanung 0.00179678010361
topic943	darstellung 0.408831412423	entdeckung 0.083689154765	experimentieren 0.0581774165607	fohlen 0.0562255676803	geschick 0.04909787149	englischsprachig 0.0437397415483	benachrichtigung 0.0337580562781	triumph 0.0284616732057	erwähnenswert 0.0279215502695	zwang 0.0244144884387	leidend 0.018692440735	vollkommenheit 0.0160997159811	hegen 0.0128052760471	pensioniert 0.0116893565086	privatbesitz 0.00934260048071	wippen 0.00894878072312	kantor 0.00866826535146	regung 0.00840043660722	verstrickung 0.00742634344645	oberbayerisch 0.00699904686475	augenzwinkernd 0.00631137195601	unerforscht 0.00629360575812	wählerschaft 0.00623172558524	darstellen 0.00614369576352	freitod 0.00582142399494
topic944	gegner 0.166547366174	angriff 0.108432951557	stärke 0.107244039498	schwäche 0.0501238087906	taktik 0.0273108739547	schiedsrichter 0.0251730099877	taktisch 0.0249303987962	angreifer 0.0233293131521	angreifen 0.0228355389818	agieren 0.0215549032429	attacke 0.0210658502567	gegnerisch 0.0194616935173	außen 0.0165937133085	verteidigung 0.0157861216015	verteidigen 0.0136224999564	aggressiv 0.00969971137503	stark 0.00945446631315	abwehren 0.00922874870077	versuchen 0.00837544809811	schlagen 0.00806278059712	greifen 0.00712338042138	nutzen 0.0069747523341	schwach 0.00693486263754	verlieren 0.00669292663217	flügel 0.00667443745013
topic945	schweizer 0.290263551581	kanton 0.105433342222	bundesrat 0.0880947713397	schweizerisch 0.0794429574719	regelmässig 0.0566044552781	berner 0.0423032060283	trip 0.0396701367161	zürcher 0.037269830209	aufzählung 0.0234965161667	allfällig 0.0180109525088	basler 0.0171570536908	nationalrat 0.0159836603138	notizbuch 0.014040494113	markise 0.013994894875	gemäß 0.0137748445151	unbehagen 0.0137733292877	definitiv 0.0133800961035	rückgaberecht 0.0121199044064	abkürzen 0.0083210055682	wunderlich 0.00604213126879	ganz 0.00551416192645	tief 0.00519820911663	rasch 0.00519578205148	einsprache 0.00515957852275	aufsagen 0.0044039816278
topic946	absehen 0.0975893583782	mehrzahl 0.0973119177542	handhabung 0.0903081887971	kurzweilig 0.0754795740361	unproblematisch 0.0515857809736	nachweisbar 0.0474697347126	trompete 0.0472879097479	walten 0.0420302852343	bündel 0.0372052811756	verwertbar 0.0341791986211	popstar 0.0338680051636	gelagert 0.031394626605	selbstbestimmt 0.029060627808	geschädigt 0.0280168446508	kanon 0.02706575286	diele 0.0255474286469	kalkül 0.0255468397505	kleingedruckte 0.0214721510759	routinemäßig 0.0187291412568	erbfall 0.0140608930547	polizeidirektion 0.0121758403211	öffentlichkeitswirksam 0.0119946770248	verschwiegenheit 0.0118944453318	stutzig 0.0107798393274	gecastet 0.0098201834887
topic947	mauer 0.144512918241	einzelheit 0.0883349720893	einleitung 0.0599774446831	gesichtspunkt 0.0524436590931	worden 0.045080197482	anderweitig 0.0412638303515	gelebt 0.0370585394732	verborgen 0.0336741916534	ausdehnung 0.0336453525615	ableiten 0.0329438999406	erwägung 0.0302094587911	standhalten 0.0280788816326	beschaffenheit 0.0264834078745	zuführen 0.0257866918281	islamist 0.0225571417408	außenwand 0.0207825649733	dahingehend 0.0187357893572	zweisprachig 0.0176340030367	durchdringen 0.0174808269477	geltungsbereich 0.0161553731381	vordringen 0.0159513497471	schädigend 0.0156702509943	schematisch 0.0145248914379	asylbewerber 0.0135935017566	auslösend 0.0128895094789
topic948	verfasser 0.20930146362	jahrzehntelang 0.0678324920177	frustriert 0.0610843206089	kolumne 0.052830041426	anstand 0.0372118391972	magistrat 0.0327084809338	garnieren 0.0309779005395	wüst 0.0308144467318	abnehmend 0.0289087195117	jammern 0.0286479351291	gastland 0.0194624763353	seligkeit 0.019405997258	amen 0.0184268598752	durchgeknallt 0.0181965598505	mächtige 0.0178559820595	zurückschrecken 0.017569746615	wesenheit 0.0173299861292	suhl 0.0165989372088	zeitrechnung 0.016050996124	komiker 0.0157002750096	willens 0.0155691518931	stromanschluss 0.015550489157	genitale 0.0152116832551	faible 0.0146317182705	nirvana 0.0139902777503
topic949	gehen 0.05137850459	machen 0.0507756678397	denken 0.0400237540087	wissen 0.0370335957779	sagen 0.0366532161793	gut 0.0349653088115	kommen 0.0304262966935	tun 0.0278731499121	einfach 0.0229209359299	glauben 0.0206732042446	meinen 0.0172372475904	lassen 0.0123219759029	geben 0.0113197395969	wirklich 0.0112837512882	fragen 0.0111202406099	sehen 0.0110693170297	richtig 0.00980564152686	brauchen 0.00942865432476	bekommen 0.00902609146992	nehmen 0.00899379083467	lieb 0.00892770943798	verstehen 0.00838038218234	hören 0.00815208178175	kennen 0.0079946952165	klar 0.00712542400246
