topic0	frau 0.265286647808	mann 0.122120015916	mutter 0.0219431625578	tochter 0.0188717313176	männlich 0.0183892196825	weiblich 0.0152737269302	jung 0.0136912557694	vater 0.0116644559943	ehe 0.011466601439	partner 0.0109419878956	paar 0.00999875781504	geschlecht 0.00968632991511	hochzeit 0.00963446080174	schwester 0.00798204770617	beziehung 0.00780456792763	heiraten 0.00687088118227	familie 0.00673151684137	freundin 0.00628056060558	sohn 0.00596677693482	schwanger 0.00595164710278	ehemann 0.00511843833502	kind 0.00482888560324	leben 0.00433905229206	verheiratet 0.00431622485507	haus 0.00391157382512
topic129	detail 0.16778504737	abbildung 0.0698188116905	gut 0.0530313544457	auflage 0.049422385281	exemplar 0.045373016742	zustand 0.0326466446348	seite 0.0267192356517	leicht 0.0255634439956	zahlreich 0.0174812893116	tafel 0.0163092881417	farbig 0.0156988055888	minimal 0.014416634025	band 0.0140760231888	umschlag 0.0123191784903	original 0.0119184919673	ausgabe 0.0113789374926	einband 0.0108923653204	vorsatz 0.00991959505542	sauber 0.00894075674787	rücken 0.00866741341477	gering 0.00834527331714	bausatz 0.00763596589348	laterne 0.00703480892975	berieben 0.00679192418082	schnitt 0.00656447672594
topic130	zug 0.131438246429	bahn 0.0934278190413	bahnhof 0.0551217900117	station 0.0526667855661	halle 0.0439852497658	strecke 0.027936525196	lok 0.0174034757085	schiene 0.0168964809324	eisenbahn 0.0158379634488	transport 0.0153772189069	gleis 0.0152681428316	wagen 0.0132546093731	linie 0.0120214683003	fahren 0.0101292843297	anlage 0.00894870270683	veranstaltungsort 0.00892175443786	weiche 0.00879606509172	betrieb 0.00812495344715	lokomotive 0.00782201707394	verkehren 0.00778251599634	anlagenbau 0.00587593759626	kaufmann 0.00576044013609	motivierend 0.00567045247967	bergstraße 0.00559812967225	speer 0.0051926025031
topic131	stall 0.048699681497	heu 0.0314375298657	korn 0.0229540332836	meerschweinchen 0.0200590443859	papagei 0.0177003898711	unbefristet 0.0160893510898	kastration 0.0145901901837	ernstfall 0.012605343041	trockenfutter 0.0125622536025	pfleger 0.0119707920961	fütterung 0.0112246116002	asset 0.0100749627158	fuhrpark 0.00994394324134	merkliste 0.00844241009723	anschließend 0.00758940864608	zahm 0.00749055220762	mittelschwer 0.00742104020433	aushilfe 0.00734135465525	versetzung 0.00731001100736	aussparung 0.00719655348238	spore 0.0071042144534	größte 0.00694194611931	bäumchen 0.00684854504238	ara 0.00679883957758	amazone 0.00675090738633
topic132	wein 0.135371596336	flasche 0.0448921231887	glas 0.0381140294338	satellit 0.0164926671606	traube 0.0163398744879	rotwein 0.0143666424452	reif 0.0134826063263	fass 0.0121218944355	weinberg 0.0115992984955	made 0.011598755503	weingut 0.011068668874	heidelberger 0.0107644049489	winzer 0.0101626213515	trocken 0.00952373356018	etikett 0.00907871813679	fein 0.00886408811313	venus 0.00841029795841	frucht 0.00811749995767	casting 0.00795278835347	gaumen 0.00793817920999	magnetfeld 0.0078574338547	ion 0.00770202404571	proton 0.00758766315098	aroma 0.00676633965619	weißwein 0.00676507550428
topic133	kirche 0.115604409337	katholisch 0.0312159424359	evangelisch 0.0311119570261	christlich 0.0287513749704	gemeinde 0.0276957849205	religion 0.026717196946	glaube 0.023775328312	gottesdienst 0.0214405137145	pfarrer 0.0197429837922	christ 0.0196280022493	kirchlich 0.0167402888146	papst 0.0162551147864	bischof 0.0151076358497	religiös 0.0142425188497	heilig 0.0130950713846	bibel 0.0116325434436	priester 0.0109480831623	taufe 0.0091233069371	gott 0.00902565444072	gemeinschaft 0.00876131355302	geistlich 0.00796365628725	theologisch 0.00789624624593	theologie 0.00710740840954	christentum 0.00694183192319	neu 0.00646304572123
topic134	jahr 0.107286356456	million 0.0835356294161	zahl 0.0321744554982	prozent 0.0291841943176	liegen 0.0200280883388	deutlich 0.017963769004	steigen 0.0147827584108	vergangen 0.0122730910821	erst 0.0121212749131	hoch 0.0120365160518	monat 0.0117021116042	letzt 0.0113706366729	stark 0.0107611943799	vorjahr 0.0104521620692	milliarde 0.00901818952702	vergleich 0.00823538131482	knapp 0.00806574866439	quartal 0.00803206458617	anteil 0.00793886520512	jährlich 0.00774849685085	durchschnittlich 0.00728618421492	positiv 0.00724398253056	betragen 0.00687206613	ende 0.0068299808355	gut 0.00677073050085
topic135	mobil 0.0733633437161	handy 0.0627040672022	iphone 0.0602470031972	app 0.0435180777357	ipad 0.034259633544	smartphone 0.0259766536772	sms 0.0226654725024	tarif 0.0170995033647	internet 0.0160947994273	gerät 0.0134381942103	telefonieren 0.0127922080159	kostenlos 0.0116467874381	wlan 0.00949960562693	mobiltelefon 0.00941139007127	nutzen 0.00912022386984	rufnummer 0.0089839679252	nutzer 0.00867620888539	netzbetreiber 0.00863455997011	geben 0.00801523138508	monat 0.0075029148824	telefon 0.00744078642986	base 0.00718654204213	anbieter 0.00718590680638	netz 0.00696007969842	endgerät 0.00684989531684
topic136	neu 0.0740320689678	team 0.0632051896338	woche 0.0555463175251	jahr 0.055450308928	letzt 0.0379336724542	nah 0.0272835693212	saison 0.0239410167901	club 0.0225019565583	kommend 0.020058695888	stehen 0.0177478069725	vergangen 0.0139852286509	ende 0.0105069728496	freuen 0.00985687893809	monat 0.00912531551697	geben 0.00853463036296	wochenende 0.00788137487841	offiziell 0.00679104881291	groß 0.00637612625166	erfolg 0.00591179618508	weit 0.0054869340685	aktuell 0.00548294571301	sommer 0.00546401908201	erfolgreich 0.00544827378995	hoffen 0.00541368807609	aufstieg 0.00535026062895
topic137	frage 0.341470134594	antwort 0.140842499624	stellen 0.0541276643596	beantworten 0.0384434968699	fragen 0.0232075492422	stehen 0.0214612632837	anfrage 0.0160698133065	verfügung 0.0129834132164	antworten 0.0126585370683	kontaktieren 0.00858252985306	wenden 0.00829804913882	geehrter 0.00663819067035	weit 0.00641979902318	abrufbar 0.00628803634035	beantwortung 0.00547154967624	klären 0.00540570179508	gestellt 0.0053050553453	auskunft 0.00465324393	geben 0.00458480365444	prüfung 0.00377100706732	wärmedämmung 0.00371816830153	bundesbürger 0.00369734802718	prüfer 0.00369672830295	konkret 0.00363900155152	rückfrage 0.00345731326122
topic138	arbeitnehmer 0.0359258676822	arbeitgeber 0.0341410977452	anspruch 0.0141272513586	kündigung 0.0135234611642	betriebsrat 0.0118416085326	arbeitsverhältnis 0.0104253755804	fall 0.00990079993267	ehegatte 0.00882537154294	finanzamt 0.00847474585083	kanzlei 0.00781970657373	einkommen 0.00777371601343	rentenversicherung 0.00715517385335	arbeitszeit 0.00693413716421	abmahnung 0.00671791260814	tätigkeit 0.00641077346381	betrieblich 0.00631679792091	schuldner 0.00617046268461	jahr 0.00610475777866	arbeitsvertrag 0.00608460563816	tarifvertrag 0.00589750663797	gläubiger 0.00587711910465	geltend 0.0058207492554	forderung 0.00553187577185	betrieb 0.00537801248654	beschäftigte 0.00537060911322
topic139	all 0.0260371154991	atom 0.0153847236297	experiment 0.0147023922278	physik 0.013171061651	physikalisch 0.0129312049655	bademode 0.0127573548155	chemie 0.0126842455708	teilchen 0.0121932685038	messung 0.0118890564189	forscher 0.0118182760529	strahlung 0.0115848483586	masse 0.0112716355058	elektron 0.00921476725965	wissenschaftler 0.0090276023616	groß 0.00869746417996	welle 0.00815924729907	chemisch 0.00804035024954	atmosphäre 0.00800793917434	energie 0.00787685304259	entstehen 0.0077579551558	molekül 0.00711324711723	kern 0.0071040810326	radioaktiv 0.00704781997507	universum 0.00657843443392	materie 0.0065390157973
topic140	gut 0.113621715953	finden 0.0662645983984	schön 0.0501872577494	sehen 0.0498969757052	toll 0.036753080301	echt 0.0285854582791	wirklich 0.0278980021845	super 0.02645321494	original 0.0249257176751	einfach 0.0240643020532	gefallen 0.0167801582054	richtig 0.0147329800961	geil 0.011482320078	klasse 0.0113872399328	bild 0.0108698784266	passen 0.0106335961169	klein 0.0102771494845	nett 0.0102581989797	cool 0.0102427287633	idee 0.00868406497562	spaß 0.00861785260836	absolut 0.00833166091421	total 0.00819558093214	neu 0.00788016210004	genial 0.00726239288873
topic141	motor 0.0964244864809	magnetventil 0.0381866172201	gang 0.0241073615071	getriebe 0.0184008553752	leistung 0.0171828788604	antrieb 0.0166372620144	bremse 0.0155214791685	zylinder 0.0137985270655	fahrwerk 0.0136170487373	kupplung 0.0127784722347	maschine 0.0127441315743	lenkrad 0.0118341634577	feder 0.0117518346487	hoch 0.0113285674361	gas 0.0110930095612	boxer 0.0106559642951	minimal 0.0104785216347	drehzahl 0.00954730762397	geschwindigkeit 0.0090174796018	heck 0.00881661782851	schnell 0.00834371334333	inspektion 0.00820348134275	schalten 0.00808850793616	bremsen 0.00788795948514	hybrid 0.00787036245339
topic142	brief 0.100901426676	jüdisch 0.0702994182647	jude 0.0672081443673	israelisch 0.0338799660935	selbstbewusst 0.0205131732053	antisemitismus 0.0140109142195	egoismus 0.0124687563497	palästinensisch 0.0115818234942	holocaust 0.0114093068986	palästinenser 0.0109680327699	last 0.00957226054414	schreiben 0.00719314766834	weiterlesen 0.00709660307622	angestellt 0.00701564861293	israeli 0.00692516343796	deutsche 0.00599165212147	lebenslang 0.00581239170146	mündig 0.00560387459238	bezeugen 0.00518157454167	fräulein 0.00502697634734	nachruf 0.00476482408097	buchhändler 0.00444808168098	gleichsetzen 0.00443157766535	bezugnahme 0.00437846005311	verehrt 0.0043754322026
topic143	mensch 0.030663275878	gesellschaft 0.0213748984658	welt 0.0177545774206	freiheit 0.0114775936317	leben 0.00966932689685	kultur 0.00935344519663	gesellschaftlich 0.00885306330351	sozial 0.00831598520004	macht 0.00762202959694	politisch 0.00750871011262	eigen 0.00741621894451	volk 0.00670128920743	staat 0.00668146897202	politik 0.00633141426763	geben 0.00619289054726	frei 0.00613636569865	wert 0.00527643112487	religion 0.00496771523279	demokratie 0.00489135209404	recht 0.00475401617162	modern 0.00415334564917	denken 0.00413741743476	system 0.00411949615209	religiös 0.004054895688	islam 0.00398607871899
topic144	krieg 0.0248664186445	soldat 0.0112305715029	land 0.00950257352359	volk 0.00904162390805	armee 0.00721608365309	groß 0.00642521020985	militärisch 0.00636387847154	tag 0.00611525214199	frieden 0.00602644837808	kommen 0.00590667430716	stadt 0.00572833218235	truppe 0.0056737517419	kampf 0.00468044019979	mann 0.0046375410226	regierung 0.00462799050954	angriff 0.00454439285843	weltkrieg 0.004383482381	weit 0.00429626547053	geben 0.00428949191721	seite 0.00416434370893	arabisch 0.00408451112138	ende 0.0039254701608	lager 0.00376745727381	amerikanisch 0.00368742364637	osten 0.00367520812631
topic145	politisch 0.0395863465129	staat 0.0206065531947	recht 0.0149428925417	deutsch 0.01272726272	jahr 0.0103909063727	regierung 0.00881214864008	neu 0.00736344043723	demokratisch 0.00707814500554	politik 0.00650117755943	partei 0.00645708856212	staatlich 0.00602457914326	gruppe 0.00582314033672	republik 0.00570917239632	bundesrepublik 0.00558318424889	menschenrecht 0.0051329812772	verfassung 0.00498987610734	bevölkerung 0.00495579951802	flüchtling 0.00478618869729	organisation 0.00469714900069	öffentlich 0.00466519817729	bewegung 0.00462387782121	nazi 0.00454439685432	demokratie 0.00442320039726	widerstand 0.00402678326337	erst 0.00402661396626
topic146	herr 0.532612514853	dame 0.0747746206476	geehrt 0.0188157381825	betreff 0.0135685211852	mittragen 0.00705673937636	doku 0.00698546506451	hurra 0.00587210577706	bitten 0.00528323694817	freundlich 0.00510056031629	gebrüder 0.00494577199265	leitsatz 0.00493402228245	spielmannszug 0.00389192773454	kollege 0.00352343792282	weissagung 0.00345136209873	prophetisch 0.00338714166133	unverschämtheit 0.00323046661364	lügner 0.00306665987411	einsenden 0.00303845174119	steinen 0.00303716547396	vereinsgeschichte 0.00292630075173	murren 0.00270068609631	erbitten 0.00266087119312	teilzeitbeschäftigung 0.00256685140658	postbote 0.00255146279705	gelaber 0.00244203528691
topic147	leistung 0.0986320060817	erfolg 0.0518033271287	meister 0.0472112737846	olympisch 0.032071101147	sportler 0.025470770948	talent 0.0223680358706	disziplin 0.0177644947652	bronze 0.0148651932959	medaille 0.0139858644096	erfolgreich 0.0104243972572	duo 0.0102811606261	sportlich 0.00978923891899	österreicher 0.00967481107098	sprung 0.00954531196968	rekord 0.00945715172373	trainingslager 0.00932096899235	athlet 0.00910394536656	leichtathletik 0.00900453754322	abonnent 0.00872450328499	karriere 0.00828984689536	verbuchen 0.00751172733613	sport 0.00714918017396	elan 0.00707550193734	körpersprache 0.00682916213161	siebt 0.00679256223258
topic148	box 0.0816386548101	hören 0.0601745656883	ton 0.0543959216079	klingen 0.0312879135087	klang 0.0309009987925	lautsprecher 0.0306946094166	laut 0.029916046852	sound 0.0278253765391	musik 0.0238506931857	high 0.023145724455	ohr 0.0197997825405	akustisch 0.0181318432217	audio 0.0180057121219	leise 0.0154355383484	boxen 0.015182407882	vitrine 0.013368483563	college 0.0116346067002	röhre 0.0113689788143	spoiler 0.0111847912189	verstärker 0.0108267880243	anlage 0.0106902019975	headset 0.010307021417	bass 0.0102096459965	gote 0.00998503579578	nexus 0.00954715871578
topic149	form 0.012487986946	begriff 0.0100765332846	bedeutung 0.00885700113364	verschieden 0.00874601015024	bestimmt 0.00849871352133	teil 0.00730669022053	zusammenhang 0.00709587544389	beispiel 0.00709108170395	art 0.00702720002557	sinn 0.00689917020151	handeln 0.0065517174138	unterschiedlich 0.00650037836047	prozess 0.00590553851914	weise 0.00539805901229	struktur 0.00536958493183	einzeln 0.00532573089447	rolle 0.00518246343259	allgemein 0.00502009069601	verstehen 0.00501529917782	aspekt 0.00485654864806	lassen 0.00475283050287	person 0.00440633740522	theorie 0.00437496501768	entstehen 0.00435008642501	beziehung 0.00422489078523
topic150	note 0.0991135732655	student 0.0512708151358	stellenangebot 0.0366112412027	studentin 0.030589836312	freibad 0.0247786426141	textil 0.0225195162252	blind 0.0202896139586	gentechnik 0.0159804134697	bekleidung 0.015942872078	discounter 0.0157929765431	chancengleichheit 0.0144319956461	kalkulation 0.0139842114281	sonnenschutz 0.0136083451499	rangieren 0.0126349572415	weltrekord 0.0120029215093	vorlauf 0.0118721653256	einladend 0.0118008548909	neuwagen 0.010761411998	studentenwerk 0.010004569255	energiesparend 0.00959809572649	gebrauchtwagen 0.00922289237501	bergisch 0.00922267068913	minimalistisch 0.00869984715806	festanstellung 0.00863448821599	jobangebot 0.00849435309175
topic151	ausbildung 0.0756350152621	beruf 0.0362120622354	prüfung 0.0359597852367	beruflich 0.0283481833995	uni 0.0279980593409	studium 0.025899499527	bewerbung 0.0248893058163	job 0.0229465484786	suchen 0.022530282017	arbeiten 0.0179823885404	studieren 0.0174207457032	weiterbildung 0.0169072402938	bewerber 0.0147909261998	tätigkeit 0.0131236526202	bewerben 0.0125134704026	praktikum 0.012440367252	stelle 0.0117146967431	coaching 0.0111708940208	qualifikation 0.0105736780984	master 0.00990915936771	karriere 0.00961765099453	gut 0.00957777705885	container 0.00901862396791	absolvieren 0.00836705965872	abschluss 0.0080318523863
topic152	event 0.081283663296	logo 0.0750527463294	broschüre 0.0471985504361	flyer 0.038054927095	podcast 0.0220323031282	kennzeichnung 0.0198646676563	berner 0.0194203332421	visitenkarte 0.0174396594953	verteilt 0.0166993396009	fortgeschrittene 0.0130905886508	oberland 0.0128101091696	existenzgründer 0.0124677592962	präsentation 0.0121735982679	interlake 0.0113630198859	garnele 0.0113620827053	projektgruppe 0.0109920871805	erwachsenenbildung 0.0102664418879	werbemittel 0.00961274344453	quiz 0.00950147001368	erfahrungsaustausch 0.00923960194432	vierbeiner 0.008971085682	geschäftsidee 0.00884949756551	studienangebot 0.00830282619811	fachgruppe 0.00815000263466	druckerei 0.00786879940706
topic153	figur 0.0887572486912	akt 0.0495969431834	plakat 0.0385683126858	historie 0.0174197764569	indianer 0.016264116996	prägnant 0.0151508518197	erzähler 0.0148398732017	bilderbuch 0.0141264953674	göttin 0.0138838017604	trauern 0.0129974019617	assistent 0.0125433332761	podium 0.0112435062314	passion 0.0112289939973	poesie 0.0106523384302	baumeister 0.00951121732713	beantragung 0.00935505213829	heilpraktiker 0.00922891097075	musikverein 0.00893118333595	fesselnd 0.00840245194456	jaguar 0.00803462424558	kirchenmusik 0.00760581350256	langstrecke 0.00754231826872	todestag 0.00745952007628	beachtet 0.00709968191454	dirigieren 0.00690749995913
topic154	modell 0.149127937296	bauen 0.0590316304536	paket 0.0465624538194	gewicht 0.0409732715263	antenne 0.0293647324985	gramm 0.022060699338	tablet 0.0191094101279	wiegen 0.0187768023656	rumpf 0.0178452415222	titan 0.0111728037269	befestigung 0.00890080912996	prototyp 0.00882125351329	schwer 0.008678669962	aufbau 0.00751749358013	fertig 0.00710216313988	gnom 0.00613544085959	leicht 0.0060603689639	wolle 0.00599495061629	splitter 0.00598882843062	schaft 0.00593712351613	version 0.00586299334208	dateiname 0.00570690090199	maßstab 0.00559008377733	seil 0.00540554356133	handelsüblich 0.00514590277687
topic155	platz 0.037691143902	runde 0.023579943179	gewinnen 0.0233966086617	gut 0.0217406481735	erst 0.0201984703054	start 0.0196409128034	rennen 0.0190659610198	gehen 0.0130424687449	turnier 0.0122862801545	sieg 0.0116083546508	starten 0.0100529939772	zweit 0.00963253519649	finale 0.00959371045052	team 0.00941085757871	geben 0.00903186650779	rang 0.00899514231725	ziel 0.00866618171863	letzt 0.00855387365446	erreichen 0.00850064272981	kommen 0.007879258661	meisterschaft 0.00771840451394	meter 0.00770732709661	teilnehmer 0.00761499238098	ende 0.00698269100251	sieger 0.00694095202859
topic156	pferd 0.190485057173	reiten 0.0623205370489	reiter 0.0363478233783	sattel 0.0195012699611	gelände 0.019141147053	stute 0.0187148663318	hengst 0.0163857512644	springen 0.0131355351454	dressur 0.0129671016695	zuverlässig 0.0123563465061	unfallversicherung 0.00795321441041	police 0.0076175511402	brav 0.00744402357366	gesamtwertung 0.00722887411485	kosmetisch 0.0067515262247	hof 0.00672547103945	spirit 0.00666681811117	haftpflichtversicherung 0.00648088644048	trab 0.00601771398646	formatierung 0.00592780894489	zügel 0.00588358224557	röntgen 0.00581283563075	artenvielfalt 0.00564580933019	schecke 0.00538404222035	berufsunfähigkeit 0.00524580568942
topic157	essen 0.22391059196	trinken 0.0570872149529	brot 0.0276924756109	abnehmen 0.021192518504	schokolade 0.0180556173223	kaffee 0.0178963626828	tisch 0.0178881445155	hunger 0.0151824350402	pizza 0.0142875580802	lecker 0.0132806386272	kilo 0.013170521763	schmecken 0.0111617267892	mahlzeit 0.0109665331213	brötchen 0.0100641415371	camp 0.00956206444793	kochen 0.00891557050764	gewicht 0.00849059520067	wurst 0.00781395968786	bäcker 0.00765755982135	speise 0.00748332739196	dick 0.00737545817148	teller 0.00691455016365	durst 0.00683627248902	frühstück 0.00676033548228	beamer 0.00674579629744
topic158	bank 0.189194303452	konto 0.0566861916399	kredit 0.0446572500765	zins 0.0442721994682	geld 0.0202211458988	kreditkarte 0.0183218038182	irisch 0.0136502040781	girokonto 0.013475346324	bürge 0.013151956441	zentralbank 0.012588613499	bezahlbar 0.0122976759247	kunde 0.0104390378204	volksbank 0.0103653370302	überweisung 0.00908927906643	tochtergesellschaft 0.00831959530274	einlage 0.00830612881537	transaktion 0.00735557564932	crash 0.00735302855823	bargeld 0.00730227331737	scheck 0.00707946052297	überweisen 0.00699178977842	western 0.00699105146157	geschäft 0.00664401461601	buchhaltung 0.00643300511574	eröffnen 0.00638639683811
topic159	name 0.216703237666	bericht 0.0699321467533	begriff 0.060637260266	beschreibung 0.0511289880256	bezeichnung 0.0386281026955	variable 0.0199708141262	session 0.0179634889644	abkürzung 0.0150149188701	lexikon 0.0148901329842	skript 0.0148687062013	heißen 0.0146077552606	vorname 0.0115991971049	wort 0.0111272518135	artikel 0.0108582798091	erklärung 0.0105391114002	definition 0.00965835450037	diagramm 0.00923081836601	liste 0.00864577208027	klammer 0.0085111185543	eingabe 0.00765845174606	fachbegriff 0.00762500598967	prädikat 0.00741488964633	schleife 0.00705948754026	benachrichtigen 0.00673303373163	bezeichnen 0.00649043063864
topic160	spannung 0.0378714042582	batterie 0.0375855740226	elektrisch 0.0305318278793	strom 0.0303474036547	membrane 0.0295893086781	anker 0.0272630076476	led 0.0252377643371	watt 0.0239311399032	widerstand 0.0147627614194	pumpe 0.0144147863952	spule 0.0142200346918	netzteil 0.0136013905878	anschluss 0.0135430355672	abbaubohrung 0.0126863731881	volt 0.0122218678607	mechanisch 0.0118924931503	vorgesteuert 0.0115428454551	eisen 0.0102486001734	differenzdruck 0.00934610949042	arbeiten 0.00878367723725	plasma 0.00867624426004	elektronik 0.00821186173106	direktgesteuert 0.0080737196002	aufbaubohrung 0.00807315173222	schaltung 0.00791984981463
topic161	zelle 0.0196641806278	blut 0.0153741831575	gehirn 0.0124125345711	allergie 0.0122172983437	mensch 0.0116504061155	kommen 0.0114932995319	wirkung 0.011353573785	reitbeteiligung 0.0108406487881	führen 0.00962159065073	gen 0.00951713786749	häufig 0.00933893513255	genetisch 0.00694089656661	bakterium 0.00692217021282	symptom 0.00673021302745	entzündung 0.00671390117344	auftreten 0.00643947353817	tag 0.00639695496043	treten 0.00620037820397	organismus 0.00610728944749	leber 0.00609221791983	organ 0.00609075278792	mittel 0.0058560232029	selten 0.00575584521113	schwer 0.00574051499397	entstehen 0.00571120605896
topic162	tradition 0.00967962444112	berühmt 0.00915671083067	traditionell 0.00810854839871	form 0.00755756232013	alt 0.00736169735205	schön 0.00694741548202	wirken 0.00666444971159	groß 0.00666349577884	schönheit 0.00637392607086	stil 0.00628583065138	typisch 0.0056588437907	jahrhundert 0.00553537679508	selten 0.00539373430935	gelten 0.00508643162688	bekannt 0.00502294260696	art 0.00496868219282	lassen 0.00482070907417	bunt 0.00463835890923	modern 0.00433149930889	erinnern 0.00423993008691	zeigen 0.00417906360637	fein 0.00417306309598	italienisch 0.00373780532138	dichter 0.00353072245113	welt 0.00352649953525
topic163	sagen 0.0320689813256	fordern 0.01935992287	erklären 0.0111581331991	geben 0.0105610116422	jahr 0.0101566319518	deutsch 0.00846321611964	regierung 0.00774976966116	bundesregierung 0.00723465470467	gehen 0.00702571613316	mensch 0.00657848687181	bericht 0.00613746706297	gefahr 0.00582941362939	zeigen 0.00558960141381	behörde 0.00554065265881	weit 0.00535219797523	machen 0.00534715082185	politiker 0.00531650782936	berichten 0.00521474963237	warnen 0.0051045871399	vergangen 0.00495516762083	drohen 0.00471795326611	woche 0.00459208814521	sehen 0.00452553294931	heißen 0.00444945136571	kritisieren 0.00438991030402
topic164	jahr 0.141834899295	alt 0.0531063353114	zeit 0.0209301088748	spät 0.019912896613	familie 0.0194512820553	jung 0.0185984753027	leben 0.0163523073096	erst 0.0160637675783	groß 0.015574829272	kommen 0.0151074312536	haus 0.0137383408294	vater 0.0135725793189	sohn 0.0133316495171	lang 0.00902204321255	name 0.00892752878236	alter 0.0082349385167	bruder 0.00817688603023	letzt 0.00780568195157	früh 0.00673547238348	beginnen 0.00666426702281	klein 0.00655210864483	dorf 0.00641848943755	gehören 0.00595720699316	arbeiten 0.00536476977465	bleiben 0.0052154626879
topic165	aussage 0.0128225469396	lassen 0.00863114480304	kritik 0.00847534948827	argument 0.00819957009873	falsch 0.0080155699054	frage 0.00753665166755	diskussion 0.00614966858255	handeln 0.00606635342231	tatsächlich 0.00601352060078	eigen 0.00581597422071	offensichtlich 0.00558956082969	wort 0.00544646538017	wahrheit 0.00539266372957	behaupten 0.00507006161447	geben 0.00506060551799	kritisch 0.00504963469159	angeblich 0.00501795141304	tatsache 0.00500779835701	gehen 0.00494115060434	offenbar 0.0049334830814	beweis 0.00492852655418	rede 0.00479071427665	scheinen 0.00468083645852	verhalten 0.00447370690394	völlig 0.0044306310384
topic166	groß 0.0269907692071	liegen 0.0182473726601	see 0.0157480862091	wasser 0.0146988859738	meter 0.0131096358663	klein 0.0125957335411	weit 0.0116651762392	hoch 0.0109149613905	geben 0.00954716519683	fluss 0.00936019047576	meer 0.00898794808709	insel 0.00881516824901	norden 0.00860753852026	gebiet 0.00793536778876	teil 0.00780041257199	süden 0.00767087555281	lang 0.00749557190196	landschaft 0.00702397930392	finden 0.00665497801002	tief 0.0061469818335	südlich 0.00599908318436	kilometer 0.00569205448741	nördlich 0.00548893300727	nationalpark 0.00529104463643	wald 0.00525489072724
topic167	berliner 0.161039233972	frankfurter 0.054696594482	rheinisch 0.0117114831981	behinderte 0.0111274703777	landtagsabgeordnete 0.00984747269641	echo 0.00983591873566	symbolisieren 0.00972329250659	kurier 0.00956348317932	rundschau 0.00951875356724	detektiv 0.00874678774267	ausweiten 0.0084273015858	vatikan 0.00831086702595	württembergisch 0.00781340573801	reichstag 0.00773791738513	restauration 0.00773227341339	apparat 0.00701750746224	wiedervereinigung 0.00688210243377	biographisch 0.00680938113197	karma 0.00653269029691	sensibilisieren 0.00604352385986	stolperstein 0.00553909586232	kulturkreis 0.00522661984246	säkular 0.0051640965154	spröde 0.00506559374308	komitee 0.00506133817523
topic168	spiel 0.14157064151	spielen 0.0557550958556	spieler 0.0372251918935	geben 0.0187027672203	game 0.0158480275398	level 0.0143850206261	einfach 0.0111345573	neu 0.0102796748688	spaß 0.0100469941823	machen 0.00927786116449	gut 0.00908856000623	grafik 0.00839485968382	kommen 0.00730135304661	online 0.00686475099842	finden 0.0065416694703	konsole 0.00645536556631	xbox 0.00625290234169	zocken 0.00568056721544	modus 0.00412688379624	demo 0.00411497807726	entwickler 0.00407593473729	zeit 0.00403559112866	verschieden 0.00402276175366	steuerung 0.0039076885201	eigen 0.0036737670085
topic169	bild 0.271234538593	foto 0.106029360727	kamera 0.0404069884409	aufnahme 0.0209899111973	sehen 0.0202455372387	fotograf 0.0142837450387	zeigen 0.0132099666995	fotografieren 0.013051587452	objektiv 0.0123099883403	fotografie 0.011316503411	auflösung 0.00943876359383	pixel 0.00892947200267	digital 0.00848182730626	groß 0.00680888066333	hintergrund 0.00679471494326	laser 0.00671208021589	machen 0.00637869422893	motiv 0.00620433918731	blitz 0.0057484668817	scharf 0.00539070800463	erkennen 0.00534102656209	licht 0.00508615731083	klein 0.00502140706662	photo 0.00495955323369	bildqualität 0.00449213476932
topic170	angebot 0.0485557310514	bieten 0.0391600646918	produkt 0.0378094565067	finden 0.0358967060635	kunde 0.0217657215709	suchen 0.0208009678813	einfach 0.0207465827875	online 0.0191967441769	günstig 0.016275640315	suche 0.0152272920554	service 0.0140173020351	anbieter 0.013846301525	schnell 0.0124358779867	gut 0.0122965115605	auswahl 0.0112057007688	passend 0.0100354917576	verschieden 0.00999771324554	kostenlos 0.00950917693386	portal 0.00947705242335	versand 0.00840045484848	anbieten 0.00827817939196	aktuell 0.00810445366497	hersteller 0.00787451278326	richtig 0.00764636803348	information 0.00730375735777
topic171	gemeinde 0.0706985548762	stadt 0.0698152219435	bürger 0.0371105452089	landkreis 0.0304171030905	bürgermeister 0.025016294854	öffentlich 0.0242159680703	kommune 0.0200842571326	verwaltung 0.0156425362317	gemeinderat 0.0121713591166	region 0.0119858148411	kreis 0.0114082180307	neu 0.0113336279562	standort 0.0112974822037	bürgerin 0.0111233224246	ausbau 0.0103955021194	planung 0.00996588313966	geplant 0.00973498012202	einwohner 0.00922599655058	haushalt 0.00902649268849	weit 0.00767612295872	ort 0.00718334367255	bereich 0.00627457365317	bau 0.00608974878206	maßnahme 0.0060397848325	bevölkerung 0.00583781223221
