topic0	knallen 0.358314687133	move 0.179445133302	vermeidbar 0.142048562438	krähen 0.0724785779894	veranstaltungstermin 0.0449965811246	hardrock 0.0424434002469	lausig 0.0407662577773	schönheitschirurg 0.0317447592709	jagdgrund 0.0282156842357	bluesig 0.0249133560959	ohnegleichen 0.0153246942337	altenteil 0.0121628541168	rollin 0.00541923322978	lassen 3.91896033876e-08	liegen 1.73912509516e-08	deutlich 1.73512437898e-08	früh 1.73297600403e-08	kommen 1.73148576763e-08	einzig 1.73028444249e-08	alt 1.7282421764e-08	hart 1.7268456986e-08	egal 1.7265980681e-08	bleiben 1.72659694157e-08	gut 1.72652067697e-08	sehen 1.72649766254e-08
topic3732	kunst 0.422728224663	künstler 0.309919071613	neu 0.0322307118206	jahr 0.0196730095417	realismus 0.0156504018449	sehen 0.011173475442	groß 0.00980562066204	ästhetik 0.00900511113671	zeit 0.00842530089826	leben 0.008171117836	setzen 0.00797252318832	gelten 0.00763336291891	lassen 0.007560462565	weise 0.0066972041358	machen 0.0058402483864	verschieden 0.00519226452339	treten 0.00459501433839	sinn 0.00448497196654	unterschiedlich 0.00428319141417	kunstmarkt 0.004201721428	mal 0.00418877555965	nehmen 0.003844266266	bringen 0.00377729149886	expressionismus 0.00332326402102	betrachten 0.00323178188969
topic3733	krachen 0.353466628421	sprichwort 0.256159657221	minderjährig 0.226878853551	butt 0.0775712564098	bumsen 0.0394727271788	lungenkrebs 0.0361819909015	qualitätszeichen 0.00716009829668	lassen 0.000736415282979	sinn 0.000224077567299	gehen 4.41485755062e-05	geben 2.50422272421e-05	kommen 1.76790944524e-05	voll 1.09949585773e-05	machen 4.96246382365e-06	richtig 1.29812775694e-06	alt 9.62172855882e-07	leben 3.99679648937e-07	stehen 2.83470331218e-07	fühlen 1.02320931375e-07	sagen 8.99214415096e-08	reichen 7.92451233152e-08	liegen 5.37234860401e-08	stellen 5.12876039832e-08	recht 4.50283997431e-08	sicher 3.23278044238e-08
topic3734	stamm 0.733180963571	propagieren 0.13528495594	neunkirche 0.0864994309232	dachorganisation 0.0399840350277	verschieden 0.00299245043747	geben 0.000398161014583	groß 8.60583281737e-05	zeit 2.70371369833e-06	finden 5.18305815275e-07	unterschiedlich 9.31216129893e-08	jahr 3.79620486317e-08	stellen 1.85809719227e-08	seite 1.74773138112e-08	zeigen 1.59128187302e-08	einzeln 1.5743303577e-08	wichtig 1.5710195729e-08	geschehen 1.57099201906e-08	jahrhundert 1.5708169126e-08	legen 1.5707877138e-08	wachsen 1.57077647877e-08	alt 1.57076956682e-08	meinung 1.57076568011e-08	leben 1.57076315901e-08	zweit 1.57076191287e-08	deutsch 1.57076152839e-08
topic3735	barriere 0.185077172881	lebensversicherung 0.159340683017	belästigung 0.127477592498	barrierefreiheit 0.0911884652441	schriftstück 0.0881292020677	gebärdensprache 0.0563428585877	zivilrecht 0.054907642326	zielvereinbarung 0.0485749414678	verweigert 0.0305861535941	schuldenfrei 0.0291633156125	signalwirkung 0.0290136110311	bauordnung 0.0201534071747	diskriminierungsverbot 0.0199692760318	betriebsgenehmigung 0.0106312424856	bundesgesetzgeber 0.00879487479888	gesetzgebungskompetenz 0.00841565511179	hörbehindert 0.00760930315148	gesetzgebungsvorhaben 0.00598410507713	landesgleichstellungsgesetz 0.00555605707736	geeignet 0.00501277711819	sehen 0.00322836915248	erheblich 0.000908829638134	recht 0.000627211881075	geben 0.000614400441423	bestimmt 0.00047161649461
topic3736	bonus 0.299747536082	kassieren 0.274265407603	fallen 0.15088450225	zeit 0.0542715492006	konto 0.0449589189208	setzen 0.0358397029066	gut 0.0258027316328	hoch 0.0203274443312	voll 0.0192216819094	einfach 0.0191414549543	bestehen 0.0148380803452	direkt 0.01415294614	weit 0.0128057598194	geben 0.00846903712214	führen 0.00377729135744	stehen 0.000240050422735	neu 0.000112422387994	bringen 0.000101711201606	entstehen 6.30232594727e-05	erhalten 1.27416886582e-06	seite 2.5481301794e-07	verstehen 7.83747248012e-08	komplett 4.81695308807e-08	kommen 1.25410500417e-08	sagen 1.01590148733e-08
topic3737	aufstellen 0.767029870361	brauchtum 0.100893726086	edelweiß 0.0451023679361	traditionsgemäß 0.0362227424107	volkstanzgruppe 0.0149625129497	neujahrskonzert 0.0147450458076	unterschiedliche 0.0126080086137	kursteilnehmerin 0.00701066679796	stellen 1.17289218296e-07	stehen 1.16807123682e-07	sorgen 2.86017336798e-08	bilden 1.43923414081e-08	groß 1.43233407141e-08	klein 1.42833970808e-08	bewegen 1.42631689031e-08	weit 1.42604931158e-08	selten 1.42586302105e-08	jahr 1.42521310282e-08	gestalten 1.42520536729e-08	neu 1.42501912056e-08	mal 1.42500091747e-08	lassen 1.42499648475e-08	entwickeln 1.42498835798e-08	bringen 1.42497751e-08	eigen 1.42497592009e-08
topic3738	führen 1e-05	tier 1e-05	erhöht 1e-05	wirkung 1e-05	applikation 1e-05	eurofighter 1e-05	erhalten 1e-05	leber 1e-05	jahr 1e-05	zeigen 1e-05	maus 1e-05	treten 1e-05	liegen 1e-05	kommen 1e-05	urin 1e-05	geben 1e-05	männlich 1e-05	chronisch 1e-05	euro 1e-05	injektion 1e-05	vertrag 1e-05	flugzeug 1e-05	test 1e-05	gruppe 1e-05	gut 1e-05
topic3739	bruch 0.441138323137	mineral 0.26836406282	schwefel 0.0817955427992	elternpaar 0.0266640700591	zackig 0.0236451600958	heilstein 0.0211299086105	opal 0.0206520313675	reagenz 0.020379760118	veranstaltungszentrum 0.0179399002321	unternehmensseite 0.0155462435997	familienministerium 0.0131416951734	rezipieren 0.0121685033286	muschelschale 0.0105715338572	elterngeneration 0.00852494477472	kristallstruktur 0.00593981196421	unternehmenspräsentation 0.0051877248358	kristallgitter 0.00516079796801	speziell 0.000552253397736	sorgen 0.000206548688793	weise 0.000102862523666	setzen 2.37578320271e-06	kommen 1.05182895813e-06	neu 2.47115371615e-08	stark 1.64970929129e-08	geschehen 1.23352334823e-08
topic3740	tanken 0.584458201182	lichtblick 0.134336122988	robustheit 0.0819178471985	liebeserklärung 0.0700816722659	fremdgehen 0.051016059398	serienproduktion 0.0397052474873	fliegengewicht 0.0229534597546	handmade 0.0126325488527	voll 0.000957194710444	nötig 1.45976191239e-07	knapp 1.99536096413e-08	direkt 1.96003055434e-08	gut 1.95339673038e-08	bleiben 1.94529136738e-08	geben 1.94367455486e-08	wirklich 1.942512412e-08	neu 1.94241922646e-08	machen 1.9421388349e-08	lassen 1.94194349914e-08	stimmen 1.94186158625e-08	bringen 1.9417920847e-08	genau 1.94176542154e-08	gehören 1.94175333006e-08	tun 1.94174395392e-08	legen 1.94174000893e-08
topic3741	variabel 0.501944050862	offenkundig 0.227787427243	modifizieren 0.153427962747	ausmessen 0.0367762605171	abgestuft 0.0293518241431	verzogen 0.0257574740563	spitzfindigkeit 0.0167981971807	lassen 0.00214081508851	unterschiedlich 0.000912580914988	zusätzlich 0.000777712807516	ergeben 0.000759498802729	möglich 0.000641491415346	weise 0.000600368625295	setzen 0.000426011886585	einfach 0.000372278730517	entsprechend 7.89055361551e-05	klar 7.75602679279e-05	hoch 2.5745979378e-05	nötig 2.18811453002e-05	reichen 3.86654943353e-06	dienen 8.8604424553e-07	verschieden 2.3443042391e-07	genau 1.62600438267e-07	fallen 1.57398220306e-07	bestehen 3.23830405466e-08
topic3742	beinhalten 0.619870857646	übereinstimmung 0.124794293666	glaubwürdigkeit 0.100655979187	vernachlässigen 0.075143262122	berechnet 0.0505379835269	byzantinisch 0.0264181186594	bestehen 0.00202888940037	hoch 3.17612762307e-05	einzig 1.30967306358e-05	folgend 1.77168856668e-06	entsprechend 8.44629561256e-08	verschieden 6.01172528279e-08	genau 2.98060347471e-08	weit 6.42216641087e-09	früh 5.75278516093e-09	vorhanden 5.62291768234e-09	möglich 5.583194797e-09	zeit 5.44573515722e-09	möglichkeit 5.08007344642e-09	erst 5.04678903484e-09	prinzip 5.04595128645e-09	geschehen 5.04136030446e-09	alt 5.03913283012e-09	groß 5.03897591096e-09	besonder 5.03884055059e-09
topic3743	polizist 0.574507030359	polizei 0.067627874227	cis 0.0530338531692	datenschützer 0.0365833557613	negieren 0.0323342543453	beamter 0.0287441088214	rechtsextremist 0.0231519096641	kommen 0.0210534152405	versuchen 0.0184359829815	stehen 0.0181435287703	lassen 0.0157407986488	spät 0.0107394393581	brigadier 0.0106459066655	vereinspräsident 0.00958855256731	geben 0.00849282148438	gehen 0.00784550432929	weit 0.00637356619431	spezialaufgabe 0.00612331403202	wohnadresse 0.00599609162993	gehören 0.00525198355896	sekundieren 0.00505100145699	sagen 0.00313854111421	gruppenintern 0.00304348439253	tag 0.00301234154626	bringen 0.00275286110094
topic3744	sender 0.706654600723	erfahrungsaustausch 0.159797091047	neu 0.0308715352831	stiefmütterlich 0.0217829265374	sehen 0.0197851519376	stehen 0.0153963781791	weit 0.00998273455883	weichgespült 0.00860287400228	setzen 0.00847195145066	ungeist 0.00589659586334	erfolgreich 0.0017058196087	liegen 0.00169252715267	reichen 0.00138543611051	interessieren 0.0013496007305	geben 0.0013009800561	kurz 0.00109794258753	einfach 0.000885979069049	bringen 0.0006661345954	spät 0.000522881922588	einzig 0.000487996273373	nötig 0.000407870825111	bestehen 0.000169705648388	zeit 0.00013151990857	gut 6.8748918225e-05	recht 3.57303826484e-05
topic3745	einstellung 0.571259018534	option 0.313989521696	audio 0.0604909668934	dolby 0.0142897116103	decoder 0.00825950920536	entsprechend 0.00797559853066	ändern 0.00550798779326	statusleiste 0.00465904898608	finden 0.00251781013312	möglich 0.00176431362667	lassen 0.00175228093028	direkt 0.00169581935717	verschieden 0.00164732716661	sehen 0.000915629375696	richtig 0.000713928974804	stehen 0.000543763157136	weit 0.000513532353785	einfach 0.000232944863219	geben 0.000210810725133	möglichkeit 0.000178449194718	fall 0.000172903064134	gehen 0.000104099722311	spät 8.03471574786e-05	hoch 6.63847105453e-05	stellen 6.58453521622e-05
topic3746	zuchtlinie 1e-05	geldinstitut 1e-05	flusskreuzfahrt 1e-05	parkend 1e-05	organisationsprinzip 1e-05	stadtgemeinde 1e-05	widernatürlich 1e-05	altbekannte 1e-05	anbetracht 1e-05	bilderserie 1e-05	ausflugziel 1e-05	niedersachse 1e-05	erwerbsperson 1e-05	babysitte 1e-05	revolutionieren 1e-05	agieren 1e-05	versichern 1e-05	irrsinnig 1e-05	schlacht 1e-05	fensterputzen 1e-05	sozialgesetzgebung 1e-05	deckungsgleich 1e-05	einfuhrabgabe 1e-05	versichert 1e-05	verdichtung 1e-05
topic3747	kupfer 0.340202867907	clan 0.26453596501	gegenteilig 0.16789181881	autoindustrie 0.0855433914415	kurbelwelle 0.048429776411	metallverarbeitung 0.0356468778253	kunsthandwerker 0.0340062492114	sticheln 0.0143180923049	metallurgisch 0.00750185698524	groß 3.69821023119e-05	hoch 1.14620095374e-05	weit 5.67153328683e-07	kommen 1.77630336604e-07	grund 1.17410928081e-07	teil 3.20578495402e-08	stark 2.0140929404e-08	geben 1.87799198177e-08	möglich 1.87574890093e-08	führen 1.87458879566e-08	verschieden 1.87443965246e-08	nötig 1.87433634024e-08	gut 1.8742632222e-08	genau 1.87410352631e-08	stehen 1.87407948039e-08	leute 1.87407327563e-08
topic3748	dekoration 0.221620965001	druckerei 0.132243587419	maschinell 0.130657302359	seide 0.102424279695	bedrucken 0.100541743229	prunkvoll 0.060080150448	konferenzraum 0.0559984357695	stickerei 0.0477456399968	kunstform 0.047528330034	lassen 0.030230157118	unterschiedlich 0.015016833267	besticken 0.0150056339005	trägermaterial 0.0128460942347	textildruck 0.0105747020016	wandteppich 0.00874719818816	gehören 0.00388515258492	groß 0.00240435080865	bestehen 0.000555020647815	modern 0.000505437919533	finden 4.49059393523e-05	eigen 8.93411546218e-07	dienen 2.24720369162e-07	stehen 1.59682121865e-08	sorgen 1.49327869936e-08	besonder 1.35651736123e-08
topic3749	schüler 0.62925024368	schülerin 0.224970626222	finden 0.0229718559224	erst 0.0123742981087	nehmen 0.0120807246079	weit 0.0114069635401	gehen 0.0112053165625	gut 0.0109362479087	jahr 0.00894014047999	bildungswesen 0.00811918036208	gymnasiast 0.00655033755661	zweit 0.00624844219245	stehen 0.00573938382499	entsprechend 0.00472458698523	erfolgreich 0.00469793142319	setzen 0.00468754367488	hoch 0.00302593373359	zeit 0.00287496716335	kommen 0.00244247920226	spät 0.00202010370052	anachronistisch 0.00186131220407	weisen 0.000871205708077	eigen 0.000732870370964	weise 0.000669570149767	stark 0.000309623647738
topic3750	lappe 0.3902796689	diorama 0.113993726545	kameraeinstellung 0.104321530174	auflockern 0.100021466054	fliesenleger 0.0912230377543	betonplatte 0.0712149365915	überquellen 0.0373843785835	geriffelt 0.033365650455	grasbüschel 0.0268074136623	preiser 0.0266099424707	sehen 1.12537116129e-07	gut 7.06236121907e-08	alt 5.07408032837e-08	ganz 5.0424578639e-08	klein 4.93147726214e-08	lang 4.92368308456e-08	gehen 4.84400777373e-08	echt 4.79374539772e-08	gleich 4.78739474349e-08	machen 4.78353071672e-08	kommen 4.78087532515e-08	nah 4.78029723813e-08	finden 4.77980780965e-08	bekommen 4.77934127745e-08	problem 4.77905785463e-08
topic3751	werk 0.83914397056	befassen 0.149134576486	erst 0.00325298468797	erlöscht 0.00310029691977	kaputtmachen 0.00284759082616	einzig 0.00132104259104	numismatik 0.000420057810629	neu 0.000161348111371	recht 0.000120060484828	eigen 0.000103402571605	jahr 7.95407895096e-05	weit 7.28832730904e-05	zeit 2.46707326188e-05	letzt 3.68317264887e-06	reichen 1.17249407144e-06	sehen 2.90567198882e-08	ende 2.21636468089e-09	spät 2.19617830959e-09	wissen 2.13218186181e-09	geben 2.13106832204e-09	arbeiten 2.12864826427e-09	machen 2.12798221785e-09	gehen 2.12784400493e-09	vorhanden 2.12774731382e-09	bild 2.12749244726e-09
topic3752	garantieren 0.710504124038	gefertigt 0.0879337238028	kernkompetenz 0.0631652842204	vogtland 0.0490952616701	auffrischung 0.0280162646868	zufriedenstellen 0.0176028015785	printprodukt 0.0151911759269	grafikdesign 0.0138906839209	verpfänden 0.00754324164267	schöpferische 0.00477248648791	gehören 0.00141378799188	hoch 3.17971935428e-06	freuen 1.57618145863e-08	lassen 8.73096141637e-09	bestimmen 8.6846708164e-09	weit 8.68285734766e-09	liegen 8.68207814242e-09	stehen 8.68186852713e-09	bestehen 8.68104858552e-09	entscheiden 8.68103149089e-09	wissen 8.68101704143e-09	eigen 8.68084622836e-09	gelten 8.6808324445e-09	deutsch 8.6808266975e-09	unterstützung 8.68082480321e-09
topic3753	spinne 0.691199719491	treff 0.305189662394	geben 0.000241469783649	alt 3.48506150383e-08	offen 3.37383670115e-08	gleich 3.36979767437e-08	drehen 3.36927339206e-08	leute 3.36925734015e-08	kommen 3.36925460385e-08	sehen 3.36925317675e-08	nah 3.36925091758e-08	gut 3.36925022625e-08	machen 3.36924964846e-08	eigen 3.36924846807e-08	zeit 3.36924843355e-08	sagen 3.36924821642e-08	ganz 3.36924821236e-08	wissen 3.36924821031e-08	interessieren 3.36924820996e-08	gehen 3.36924820506e-08	recht 3.36924820496e-08	klar 3.36924820476e-08	tun 3.36924820237e-08	finden 3.36924820163e-08	einfach 3.36924820133e-08
topic3754	jenseits 0.501662018447	ereilen 0.134964666925	besänftigen 0.0997737717003	erlebnisbericht 0.0642906968324	aufbaukurs 0.0540571896377	einlullen 0.0424138095059	diskontinuierlich 0.0346456227048	handauflegen 0.028823490037	ferkelchen 0.0124017479526	einschulungsfeier 0.0116826188112	kuriositätenkabinett 0.0100110037675	paketaufkleber 0.000992290027772	lassen 4.29584648872e-08	letzt 4.28223104412e-08	art 4.28176178023e-08	tag 4.28167415636e-08	recht 4.28164890783e-08	kurz 4.28159854047e-08	erst 4.28159580946e-08	zeit 4.28159310346e-08	eigen 4.28159250999e-08	gehen 4.28159128651e-08	sprechen 4.2815902766e-08	klein 4.28158968813e-08	stehen 4.28158963941e-08
topic3755	englisch 0.777658794161	deutsch 0.16478044398	zweitägig 0.0211760474121	leitsatz 0.0204444969421	gut 0.0044965041066	weit 0.00255069911457	finden 0.00191848626058	erst 0.00171772882133	verschieden 0.00165728873221	beginnen 0.000875146696066	zeit 0.000669343389835	spät 0.000462101413834	einfach 0.000328234997406	groß 0.000305496619817	richtig 0.000204743051171	klein 0.000165601039254	machen 0.000158889346206	schnell 0.000104733244609	sehen 3.19104941313e-05	kennen 2.93612182936e-05	kommen 1.25215701922e-05	gehen 5.10838483294e-07	genau 2.31794295272e-07	heißen 2.17169661589e-07	teil 1.95406748132e-07
topic3756	diplomarbeit 0.216082664959	hausarbeit 0.13914615296	bewerkstelligen 0.100409304592	masterarbeit 0.0593080030921	konstituieren 0.050396448081	bundesinstitut 0.0480989090474	konstituierend 0.0480422867109	bachelorarbeit 0.0394143516046	eindimensional 0.0345539020438	instrumentell 0.03111585217	veröffentlichen 0.0294352145213	lohnarbeit 0.0259603927147	entwicklungsstadium 0.0229362985582	referat 0.0178236820366	entwicklungslinie 0.01289650714	wissenschaftlich 0.0117935677625	verbreiten 0.00945810119235	dissertation 0.00939048887957	kopieren 0.0089094486122	lohnarbeiter 0.00807123963482	folgend 0.00665223294322	urheberrechtlich 0.00590055090608	schreibprozess 0.00564580688359	kostenfrei 0.00557542809065	inhalt 0.00550284993538
topic3757	ländlich 0.766860264226	absenken 0.0737018268524	betrügerisch 0.0579910921498	kleinbetrieb 0.0489798561164	auszubildend 0.0330870829778	montanindustrie 0.00635554890777	skandalisierung 0.00575240560266	erheblich 0.00432077763854	klein 0.00146613608634	stark 9.554320927e-05	leben 4.52757323057e-05	unterstützen 1.3146749237e-06	neu 8.63041736714e-07	weisen 3.33026656905e-07	groß 1.39756517385e-07	mensch 4.99731120783e-08	liegen 4.27697486583e-08	weit 3.76526425505e-08	jahr 1.64622021868e-08	teil 1.4151552838e-08	alt 1.39972683508e-08	vorhanden 1.38817300705e-08	notwendig 1.38582995178e-08	bevölkerung 1.37601077368e-08	stellen 1.36496692455e-08
topic3758	zerstören 0.683147926641	vollziehen 0.310933867451	gewissensentscheidung 0.00481236709807	bilden 1.10613012109e-08	lassen 1.1059640707e-08	zeit 1.10594080261e-08	eigen 1.10593614135e-08	setzen 1.10589177744e-08	entscheiden 1.10588884304e-08	sinn 1.10588581868e-08	kurz 1.10588491112e-08	leben 1.10587872838e-08	weit 1.10587809956e-08	geschehen 1.10587423541e-08	wirken 1.10587386792e-08	erst 1.10587372229e-08	gelangen 1.10587293478e-08	sicht 1.10587261265e-08	mensch 1.105872583e-08	ergeben 1.10587246737e-08	neu 1.1058724628e-08	menschlich 1.10587243353e-08	anfang 1.10587239277e-08	direkt 1.10587238842e-08	aufgabe 1.10587238786e-08
topic3759	aktiv 0.948902994725	alarm 0.03874039366	erfolgreich 0.00539608113555	betriebszustand 0.00321192060986	bilden 0.00140097949285	ermöglichen 0.00106892214823	verschieden 0.000261716852516	bieten 0.000198455981242	jeweilig 0.000190462323334	bestehen 0.000185556223901	deutlich 0.000159617951329	gehören 3.06124253205e-05	neu 2.27407948055e-05	zeit 5.53521992437e-07	eigen 3.19856833093e-07	schnell 1.39024564919e-07	regelmäßig 1.32611391558e-07	groß 2.57553474361e-08	möglich 1.87805791761e-08	jahr 6.91007041474e-09	klein 4.34342746963e-09	wirken 2.88809330004e-09	dienen 2.78136482599e-09	erst 2.4338941261e-09	ende 2.293599598e-09
topic3760	verhandlung 0.842287177223	bilateral 0.121504447242	handelsabkommen 0.0104606916022	führen 0.00638300120171	mehrheitsbeteiligung 0.00565287668064	führungsmannschaft 0.00387717517498	reaktionsmuster 0.00343916871364	grenzverkehr 0.00213733996996	beginnen 0.0015047598286	erfolgreich 0.00124732662074	weit 0.000337670919655	stehen 0.000223337411858	groß 1.63975413883e-05	gehen 3.49248529921e-06	wesentlich 1.87715387599e-07	unabhängig 2.64204053633e-08	interesse 9.8433520333e-09	offen 9.38275344975e-09	machen 9.36538311989e-09	kommen 9.3396649141e-09	neu 9.28216365305e-09	weg 9.27165496837e-09	deutlich 9.26614970351e-09	sehen 9.2612595239e-09	land 9.25577442113e-09
topic3761	nennung 0.301725359065	verspätet 0.147903685007	letztjährig 0.146835515306	abstrus 0.119085218026	tricksen 0.0882829378057	geburtsurkunde 0.0569886034118	koordinativ 0.0316188688089	kränklich 0.0207620889692	schachturnier 0.0174115200558	weiterkämpfen 0.0169590592881	lehramtsstudiengang 0.0149484200928	violinist 0.0120220391161	verdaddelt 0.00912303619283	vorprogrammieren 0.00796148634404	kombinationsgabe 0.0063750180684	jeweilig 2.00142644653e-08	entsprechend 1.99748925126e-08	enden 1.99747490149e-08	gelten 1.99746306629e-08	ziehen 1.99745930829e-08	früh 1.99745758395e-08	spät 1.99745089312e-08	reichen 1.99744489653e-08	folgen 1.99744470925e-08	grund 1.99744449262e-08
topic3762	mitglied 0.600586168726	verein 0.265456721567	jahr 0.0344982309419	bestehen 0.02491424947	vereinsmitglied 0.0162794039731	erst 0.0125996195776	weit 0.011051921017	verschieden 0.0051881843027	vereinsarbeit 0.00492570060335	führen 0.00339948678876	entsprechend 0.00256553848563	vereinsvorstand 0.00252716989475	weise 0.00243750039403	möglich 0.00232623890063	nehmen 0.00229231588229	gelten 0.00218450721868	neu 0.00200469471292	geben 0.00175454768661	mildtätig 0.00149627982992	sinn 0.000304870341863	hoch 0.000290821870751	recht 0.000230192169101	stehen 0.00020850828433	nah 0.000163416190577	eigen 9.40489304818e-05
topic3763	grün 0.951807252456	kurdisch 0.0307874905318	aufgezeichnet 0.0108631697813	westfälische 0.00272255768401	musterklage 0.00155023535034	bürgerrechtlerin 0.00110938342454	zweit 0.000282705184117	neu 0.000160406642741	jeweilig 0.000147092656658	finden 0.000117612103804	weit 7.12845810155e-05	jahr 4.14227041187e-05	verlieren 3.80686367958e-05	unabhängig 1.44021462319e-07	geben 1.09578840385e-07	machen 5.02853028621e-08	groß 3.09117244925e-08	heißen 1.77256208055e-08	zeit 1.3714725926e-08	schön 1.13925393771e-08	zeigen 7.4508825604e-09	mal 6.80631203775e-09	lang 4.07382447168e-09	stark 4.02539803468e-09	gehen 3.68670197398e-09
topic3764	rezession 0.470156668589	gesamtwirtschaftlich 0.217644262616	kommilitone 0.209378476821	gradmesser 0.0995601425901	gleichzeitig 3.58811316844e-08	aktuell 3.26210423288e-08	hoch 3.26084601146e-08	zeit 3.26076644101e-08	liegen 3.26058012877e-08	klar 3.26057844864e-08	bleiben 3.26057826089e-08	erst 3.26057787064e-08	entscheidend 3.260577426e-08	weit 3.26057698177e-08	scheinen 3.26057690817e-08	stehen 3.26057675718e-08	sagen 3.26057674841e-08	genau 3.26057668805e-08	gut 3.26057663507e-08	alt 3.26057663003e-08	schlecht 3.26057661829e-08	ende 3.26057659348e-08	jahr 3.26057656518e-08	jung 3.26057654181e-08	senken 3.26057653836e-08
topic3765	kriminell 0.578037382238	wirtschaftsminister 0.171175508501	dreistellig 0.0966157128909	überdeutlich 0.072198942349	bundeswirtschaftsminister 0.0397655852282	eskapade 0.036151070423	opelaner 0.00382255021308	fallen 1.66673914463e-05	lassen 1.36052960228e-05	groß 6.75971567905e-06	neu 2.6794182458e-06	gehen 1.97043556118e-06	unterstützen 1.55639731909e-06	machen 1.2936292414e-06	sagen 6.78982056199e-07	damalig 5.15951083935e-07	hoch 4.00535325565e-07	klar 3.50898063271e-07	deutsch 1.35029088976e-07	zeigen 1.15682129427e-07	nehmen 9.8960966669e-08	stehen 2.42279731531e-08	früh 2.29154053227e-08	weit 2.28098281252e-08	jahr 2.26299019902e-08
topic3766	umfassend 0.802151900631	delphin 0.0928463697579	landkarte 0.0629745010343	krähe 0.0310242103037	tümmler 0.00738043139136	kroatienurlaub 0.00143149369929	kroatienforum 0.00126838523137	jahr 0.000191887629817	sehen 0.00012486065554	geben 9.17620714885e-05	gehören 8.77485327817e-05	gehen 6.15919614909e-08	finden 3.61252081583e-08	weit 1.43248902214e-08	nah 9.0487821137e-09	groß 4.58439270289e-09	lang 4.26970546255e-09	neu 4.2676285988e-09	ganz 4.26527849256e-09	mensch 4.264314783e-09	hoch 4.26427013643e-09	nutzen 4.26401391046e-09	gut 4.2639884281e-09	besonder 4.26398783538e-09	schön 4.26392534833e-09
topic3767	sehen 1e-05	sagen 1e-05	wissen 1e-05	gehen 1e-05	kommen 1e-05	unternehmen 1e-05	türe 1e-05	gut 1e-05	fragen 1e-05	hand 1e-05	machen 1e-05	mann 1e-05	plötzlich 1e-05	tun 1e-05	halten 1e-05	schnell 1e-05	auge 1e-05	hören 1e-05	laufen 1e-05	prozent 1e-05	geben 1e-05	kopf 1e-05	nehmen 1e-05	schwert 1e-05	denken 1e-05
topic3768	gelebt 0.430111928068	fallbeispiel 0.330444034457	produktreihe 0.102490957092	weitsichtig 0.0954452321396	branchenweit 0.029961779386	unterschiedlich 0.00846736825088	ermöglichen 3.12982724311e-05	zeigen 3.40242354622e-07	wesentlich 2.79804379024e-07	modern 6.25580493675e-08	entwickeln 3.05342690007e-08	führen 3.04773507446e-08	anspruch 3.0471560078e-08	stark 3.04712669562e-08	stellen 3.04708155392e-08	neu 3.0470802976e-08	konkret 3.04706408766e-08	gut 3.04705935073e-08	weise 3.04704596833e-08	kritisch 3.04703827916e-08	chance 3.04703380466e-08	reichen 3.04703234086e-08	beitrag 3.04702666934e-08	bedeutung 3.04702568424e-08	weg 3.0470252794e-08
topic3769	erzählung 0.686270810358	jäh 0.0949621754269	neunjährig 0.0623314438133	friedvoll 0.0441008829923	dorfkern 0.023816385073	gartenstraße 0.0170738719061	bauboom 0.0168524512361	vertrauter 0.0167944100325	leuchtreklame 0.0150009991477	schuhgeschäft 0.0136342167139	beginnen 0.00211994333765	klein 0.00204322408152	zeit 0.00120453912354	leben 0.000972172217049	neu 0.000705923308642	verlieren 0.000308588496317	jahr 0.000163773136572	ende 0.000148241051499	erst 5.49749665739e-05	groß 4.13258734814e-05	kurz 9.1315733531e-06	spät 4.29756993945e-06	gleichzeitig 1.85510374582e-06	setzen 1.32832673749e-06	lassen 1.15314692044e-06
topic3770	berufsgruppe 0.381997239403	nötigen 0.240748274794	promille 0.133385957579	jahr 0.119139815949	begehrenswert 0.0670319612099	dessin 0.0226753064177	hexagon 0.0140261647448	wandschmuck 0.00950066685597	topfotograf 0.00892831521295	gelten 2.56916092068e-08	neu 2.56653022327e-08	lassen 2.56652929957e-08	bestehen 2.56652928323e-08	geben 2.56652923359e-08	groß 2.56652899027e-08	echt 2.56652895081e-08	lang 2.56652885181e-08	einfach 2.5665288472e-08	konkret 2.56652883717e-08	kommen 2.56652883451e-08	entscheidend 2.56652882383e-08	gut 2.56652882257e-08	finden 2.56652881536e-08	richtig 2.56652881519e-08	ganz 2.56652880644e-08
topic3771	anhänger 0.863262608088	vorplatz 0.0487011972746	motzen 0.0478302020344	unauffindbar 0.0131879709232	sicherheitsapparat 0.00833461223157	werteverfall 0.00727230056756	sprengstoffanschlag 0.00601201924157	bombenleger 0.00321323617193	bilden 0.000653440093021	drohen 0.000229604513206	finden 0.000142320087804	spät 6.09576627839e-06	ziehen 6.68049865875e-07	eigen 1.08348703694e-07	lassen 7.61565323591e-08	früh 1.3114723176e-08	zeigen 1.29363236886e-08	weit 1.18470177173e-08	bleiben 1.16157075419e-08	recht 1.1563971457e-08	bringen 1.15618264058e-08	stellen 1.15609924653e-08	kommen 1.15512170266e-08	groß 1.15468254255e-08	gehen 1.1544388193e-08
